"PRICE TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Jan 2010","1","133.41","4131.412"
"USEP","01 Jan 2010","2","133.39","4049.263"
"USEP","01 Jan 2010","3","132.59","3988.012"
"USEP","01 Jan 2010","4","131.01","3939.833"
"USEP","01 Jan 2010","5","130.97","3900.814"
"USEP","01 Jan 2010","6","130.97","3867.505"
"USEP","01 Jan 2010","7","130.92","3854.528"
"USEP","01 Jan 2010","8","130.88","3818.143"
"USEP","01 Jan 2010","9","130.87","3806.453"
"USEP","01 Jan 2010","10","130.84","3778.721"
"USEP","01 Jan 2010","11","130.80","3773.438"
"USEP","01 Jan 2010","12","130.80","3784.551"
"USEP","01 Jan 2010","13","130.86","3808.794"
"USEP","01 Jan 2010","14","130.85","3821.642"
"USEP","01 Jan 2010","15","130.84","3831.905"
"USEP","01 Jan 2010","16","130.96","3931.285"
"USEP","01 Jan 2010","17","132.58","4004.965"
"USEP","01 Jan 2010","18","133.57","4081.488"
"USEP","01 Jan 2010","19","134.12","4176.599"
"USEP","01 Jan 2010","20","136.30","4255.970"
"USEP","01 Jan 2010","21","141.72","4334.953"
"USEP","01 Jan 2010","22","141.66","4386.234"
"USEP","01 Jan 2010","23","142.66","4403.122"
"USEP","01 Jan 2010","24","141.66","4381.830"
"USEP","01 Jan 2010","25","136.36","4331.410"
"USEP","01 Jan 2010","26","138.60","4347.935"
"USEP","01 Jan 2010","27","139.37","4368.173"
"USEP","01 Jan 2010","28","142.79","4415.845"
"USEP","01 Jan 2010","29","141.69","4386.611"
"USEP","01 Jan 2010","30","141.66","4369.311"
"USEP","01 Jan 2010","31","141.69","4380.697"
"USEP","01 Jan 2010","32","141.66","4386.959"
"USEP","01 Jan 2010","33","142.71","4397.019"
"USEP","01 Jan 2010","34","141.68","4378.431"
"USEP","01 Jan 2010","35","143.93","4364.937"
"USEP","01 Jan 2010","36","143.87","4363.511"
"USEP","01 Jan 2010","37","149.72","4407.312"
"USEP","01 Jan 2010","38","149.98","4496.752"
