"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Dec 2018","1","112.91","0.00","5371.631","0.000"
"USEP","01 Dec 2018","2","111.66","0.00","5274.681","0.000"
"USEP","01 Dec 2018","3","116.76","0.00","5169.869","0.000"
"USEP","01 Dec 2018","4","115.99","0.00","5090.846","0.000"
"USEP","01 Dec 2018","5","112.90","0.00","5024.556","0.000"
"USEP","01 Dec 2018","6","107.96","0.00","4973.399","0.000"
"USEP","01 Dec 2018","7","105.83","0.00","4935.563","0.000"
"USEP","01 Dec 2018","8","103.35","0.00","4896.017","0.000"
"USEP","01 Dec 2018","9","103.30","0.00","4886.002","0.000"
"USEP","01 Dec 2018","10","103.30","0.00","4891.901","0.000"
"USEP","01 Dec 2018","11","100.74","0.00","4919.554","0.000"
"USEP","01 Dec 2018","12","102.40","0.00","4991.898","0.000"
"USEP","01 Dec 2018","13","103.00","0.00","5052.094","0.000"
"USEP","01 Dec 2018","14","107.17","0.00","5136.604","0.000"
"USEP","01 Dec 2018","15","107.23","0.00","5218.232","0.000"
"USEP","01 Dec 2018","16","107.66","0.00","5407.350","0.000"
"USEP","01 Dec 2018","17","113.30","0.00","5624.748","0.000"
"USEP","01 Dec 2018","18","114.11","0.00","5809.801","0.000"
"USEP","01 Dec 2018","19","114.36","0.00","5913.231","0.000"
"USEP","01 Dec 2018","20","118.62","0.00","6026.339","0.000"
"USEP","01 Dec 2018","21","128.86","0.00","6104.750","0.000"
"USEP","01 Dec 2018","22","155.91","0.00","6156.826","0.000"
"USEP","01 Dec 2018","23","160.08","0.00","6140.793","0.000"
"USEP","01 Dec 2018","24","145.09","0.00","6087.579","0.000"
"USEP","01 Dec 2018","25","124.77","0.00","6048.525","0.000"
"USEP","01 Dec 2018","26","122.29","0.00","6009.341","0.000"
"USEP","01 Dec 2018","27","120.98","0.00","5990.972","0.000"
"USEP","01 Dec 2018","28","121.71","0.00","5978.756","0.000"
"USEP","01 Dec 2018","29","118.41","0.00","5930.124","0.000"
"USEP","01 Dec 2018","30","118.50","0.00","5917.893","0.000"
"USEP","01 Dec 2018","31","118.12","0.00","5897.362","0.000"
"USEP","01 Dec 2018","32","113.47","0.00","5880.474","0.000"
"USEP","01 Dec 2018","33","113.44","0.00","5864.396","0.000"
"USEP","01 Dec 2018","34","112.05","0.00","5826.475","0.000"
"USEP","01 Dec 2018","35","111.62","0.00","5795.825","0.000"
"USEP","01 Dec 2018","36","107.67","0.00","5756.716","0.000"
"USEP","01 Dec 2018","37","111.61","0.00","5765.339","0.000"
"USEP","01 Dec 2018","38","114.37","0.00","5827.956","0.000"
"USEP","01 Dec 2018","39","176.02","0.00","5857.861","0.000"
"USEP","01 Dec 2018","40","118.52","0.00","5858.303","0.000"
"USEP","01 Dec 2018","41","114.38","0.00","5820.392","0.000"
"USEP","01 Dec 2018","42","114.09","0.00","5814.145","0.000"
"USEP","01 Dec 2018","43","112.04","0.00","5776.860","0.000"
"USEP","01 Dec 2018","44","111.42","0.00","5697.678","0.000"
"USEP","01 Dec 2018","45","103.25","0.00","5586.051","0.000"
"USEP","01 Dec 2018","46","100.97","0.00","5498.699","0.000"
"USEP","01 Dec 2018","47","100.90","0.00","5403.185","0.000"
"USEP","01 Dec 2018","48","103.20","0.00","5274.736","0.000"
"USEP","02 Dec 2018","1","98.44","0.00","5157.856","0.000"
"USEP","02 Dec 2018","2","97.29","0.00","5058.471","0.000"
"USEP","02 Dec 2018","3","99.93","0.00","4990.586","0.000"
"USEP","02 Dec 2018","4","95.79","0.00","4901.772","0.000"
