"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Mar 2016","1","51.54","4886.494"
"USEP","01 Mar 2016","2","51.23","4775.017"
"USEP","01 Mar 2016","3","54.50","4864.676"
"USEP","01 Mar 2016","4","51.22","4784.649"
"USEP","01 Mar 2016","5","48.32","4738.900"
"USEP","01 Mar 2016","6","47.04","4690.805"
"USEP","01 Mar 2016","7","38.52","4653.003"
"USEP","01 Mar 2016","8","35.22","4635.877"
"USEP","01 Mar 2016","9","32.20","4628.824"
"USEP","01 Mar 2016","10","35.21","4652.119"
"USEP","01 Mar 2016","11","38.47","4717.102"
"USEP","01 Mar 2016","12","47.82","4872.648"
"USEP","01 Mar 2016","13","50.38","5027.637"
"USEP","01 Mar 2016","14","51.56","5162.612"
"USEP","01 Mar 2016","15","45.56","5328.233"
"USEP","01 Mar 2016","16","48.34","5599.659"
"USEP","01 Mar 2016","17","51.43","5898.476"
"USEP","01 Mar 2016","18","50.43","6081.764"
"USEP","01 Mar 2016","19","47.32","6189.837"
"USEP","01 Mar 2016","20","48.41","6286.478"
"USEP","01 Mar 2016","21","48.84","6374.915"
"USEP","01 Mar 2016","22","48.44","6412.697"
"USEP","01 Mar 2016","23","48.44","6415.713"
"USEP","01 Mar 2016","24","47.94","6365.740"
"USEP","01 Mar 2016","25","47.58","6315.463"
"USEP","01 Mar 2016","26","47.53","6348.594"
"USEP","01 Mar 2016","27","47.17","6407.642"
"USEP","01 Mar 2016","28","47.17","6448.759"
"USEP","01 Mar 2016","29","47.15","6417.602"
"USEP","01 Mar 2016","30","48.44","6407.776"
"USEP","01 Mar 2016","31","48.44","6409.953"
"USEP","01 Mar 2016","32","47.34","6415.853"
"USEP","01 Mar 2016","33","47.97","6423.173"
"USEP","01 Mar 2016","34","47.93","6395.615"
"USEP","01 Mar 2016","35","47.52","6329.479"
"USEP","01 Mar 2016","36","47.12","6204.235"
"USEP","01 Mar 2016","37","46.91","6120.098"
"USEP","01 Mar 2016","38","46.92","6104.586"
"USEP","01 Mar 2016","39","47.13","6094.408"
"USEP","01 Mar 2016","40","46.90","6045.965"
"USEP","01 Mar 2016","41","46.90","5991.216"
"USEP","01 Mar 2016","42","47.63","5959.134"
"USEP","01 Mar 2016","43","48.26","5876.881"
"USEP","01 Mar 2016","44","53.77","5756.259"
"USEP","01 Mar 2016","45","48.39","5613.009"
"USEP","01 Mar 2016","46","47.46","5467.025"
"USEP","01 Mar 2016","47","46.87","5308.373"
"USEP","01 Mar 2016","48","45.91","5090.617"
"USEP","02 Mar 2016","1","47.05","4891.608"
"USEP","02 Mar 2016","2","45.62","4788.590"
"USEP","02 Mar 2016","3","46.20","4784.818"
"USEP","02 Mar 2016","4","42.59","4718.503"
"USEP","02 Mar 2016","5","40.53","4665.061"
"USEP","02 Mar 2016","6","38.48","4622.667"
"USEP","02 Mar 2016","7","38.45","4590.188"
"USEP","02 Mar 2016","8","30.35","4579.244"
"USEP","02 Mar 2016","9","30.34","4572.793"
"USEP","02 Mar 2016","10","30.35","4594.989"
"USEP","02 Mar 2016","11","40.51","4668.003"
"USEP","02 Mar 2016","12","46.20","4823.614"
"USEP","02 Mar 2016","13","47.10","4989.358"
"USEP","02 Mar 2016","14","47.32","5105.815"
"USEP","02 Mar 2016","15","46.32","5266.058"
"USEP","02 Mar 2016","16","46.88","5539.323"
"USEP","02 Mar 2016","17","47.26","5849.581"
"USEP","02 Mar 2016","18","47.09","6017.780"
"USEP","02 Mar 2016","19","47.25","6140.162"
"USEP","02 Mar 2016","20","47.33","6225.283"
"USEP","02 Mar 2016","21","47.58","6306.508"
"USEP","02 Mar 2016","22","47.58","6342.142"
"USEP","02 Mar 2016","23","47.64","6357.470"
"USEP","02 Mar 2016","24","47.47","6306.801"
"USEP","02 Mar 2016","25","48.41","6256.519"
"USEP","02 Mar 2016","26","48.41","6286.429"
"USEP","02 Mar 2016","27","49.04","6345.497"
"USEP","02 Mar 2016","28","47.78","6389.179"
"USEP","02 Mar 2016","29","47.77","6378.259"
"USEP","02 Mar 2016","30","47.78","6381.356"
"USEP","02 Mar 2016","31","47.78","6374.467"
"USEP","02 Mar 2016","32","48.28","6388.890"
"USEP","02 Mar 2016","33","48.81","6384.064"
"USEP","02 Mar 2016","34","47.77","6357.813"
"USEP","02 Mar 2016","35","47.65","6282.945"
"USEP","02 Mar 2016","36","47.10","6158.824"
"USEP","02 Mar 2016","37","46.26","6062.754"
"USEP","02 Mar 2016","38","47.13","6059.315"
"USEP","02 Mar 2016","39","47.64","6059.007"
"USEP","02 Mar 2016","40","47.65","6029.008"
"USEP","02 Mar 2016","41","47.47","5967.494"
"USEP","02 Mar 2016","42","52.33","5934.612"
"USEP","02 Mar 2016","43","52.32","5857.225"
"USEP","02 Mar 2016","44","49.48","5737.562"
"USEP","02 Mar 2016","45","47.68","5590.673"
"USEP","02 Mar 2016","46","46.16","5452.746"
"USEP","02 Mar 2016","47","48.60","5298.582"
"USEP","02 Mar 2016","48","46.14","5148.771"
"USEP","03 Mar 2016","1","55.38","5001.445"
"USEP","03 Mar 2016","2","51.03","4886.176"
"USEP","03 Mar 2016","3","49.32","4811.561"
"USEP","03 Mar 2016","4","48.13","4745.679"
"USEP","03 Mar 2016","5","47.13","4692.878"
"USEP","03 Mar 2016","6","46.24","4649.962"
"USEP","03 Mar 2016","7","45.66","4613.760"
"USEP","03 Mar 2016","8","45.59","4588.413"
"USEP","03 Mar 2016","9","45.59","4581.485"
"USEP","03 Mar 2016","10","45.59","4607.056"
"USEP","03 Mar 2016","11","46.24","4691.054"
"USEP","03 Mar 2016","12","48.76","4824.165"
"USEP","03 Mar 2016","13","51.35","4995.978"
"USEP","03 Mar 2016","14","48.79","5119.816"
"USEP","03 Mar 2016","15","40.32","5282.648"
"USEP","03 Mar 2016","16","42.27","5544.323"
"USEP","03 Mar 2016","17","46.24","5845.416"
"USEP","03 Mar 2016","18","45.65","6032.740"
"USEP","03 Mar 2016","19","46.25","6159.475"
"USEP","03 Mar 2016","20","47.13","6248.219"
"USEP","03 Mar 2016","21","47.66","6331.546"
"USEP","03 Mar 2016","22","47.14","6372.241"
"USEP","03 Mar 2016","23","46.33","6371.644"
"USEP","03 Mar 2016","24","46.25","6322.764"
"USEP","03 Mar 2016","25","46.18","6274.053"
"USEP","03 Mar 2016","26","46.24","6299.684"
"USEP","03 Mar 2016","27","46.33","6353.047"
