"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Nov 2015","1","60.42","4932.854"
"USEP","01 Nov 2015","2","53.75","4843.061"
"USEP","01 Nov 2015","3","51.64","4776.672"
"USEP","01 Nov 2015","4","45.24","4694.418"
"USEP","01 Nov 2015","5","45.28","4631.071"
"USEP","01 Nov 2015","6","45.16","4574.935"
"USEP","01 Nov 2015","7","45.08","4530.399"
"USEP","01 Nov 2015","8","41.20","4509.087"
"USEP","01 Nov 2015","9","41.14","4491.737"
"USEP","01 Nov 2015","10","41.14","4484.401"
"USEP","01 Nov 2015","11","41.21","4528.490"
"USEP","01 Nov 2015","12","44.10","4563.240"
"USEP","01 Nov 2015","13","45.05","4574.428"
"USEP","01 Nov 2015","14","45.09","4586.142"
"USEP","01 Nov 2015","15","41.47","4615.147"
"USEP","01 Nov 2015","16","44.47","4719.999"
"USEP","01 Nov 2015","17","54.67","4859.895"
"USEP","01 Nov 2015","18","57.13","4975.343"
"USEP","01 Nov 2015","19","58.83","5081.890"
"USEP","01 Nov 2015","20","61.67","5185.797"
"USEP","01 Nov 2015","21","59.88","5275.625"
"USEP","01 Nov 2015","22","59.88","5311.012"
"USEP","01 Nov 2015","23","59.48","5306.926"
"USEP","01 Nov 2015","24","58.86","5293.284"
"USEP","01 Nov 2015","25","59.49","5298.363"
"USEP","01 Nov 2015","26","59.90","5312.433"
"USEP","01 Nov 2015","27","59.88","5330.186"
"USEP","01 Nov 2015","28","60.49","5349.932"
"USEP","01 Nov 2015","29","60.50","5353.520"
"USEP","01 Nov 2015","30","60.85","5350.210"
"USEP","01 Nov 2015","31","60.49","5325.917"
"USEP","01 Nov 2015","32","59.87","5322.060"
"USEP","01 Nov 2015","33","59.88","5309.610"
"USEP","01 Nov 2015","34","59.48","5290.575"
"USEP","01 Nov 2015","35","59.88","5277.444"
"USEP","01 Nov 2015","36","61.72","5276.649"
"USEP","01 Nov 2015","37","62.79","5315.907"
"USEP","01 Nov 2015","38","62.57","5440.863"
"USEP","01 Nov 2015","39","64.55","5517.759"
"USEP","01 Nov 2015","40","65.56","5534.602"
"USEP","01 Nov 2015","41","66.30","5537.813"
"USEP","01 Nov 2015","42","66.60","5548.801"
"USEP","01 Nov 2015","43","66.64","5532.216"
"USEP","01 Nov 2015","44","67.57","5468.233"
"USEP","01 Nov 2015","45","65.56","5370.095"
"USEP","01 Nov 2015","46","64.16","5253.235"
"USEP","01 Nov 2015","47","64.16","5120.765"
"USEP","01 Nov 2015","48","60.43","4981.068"
"USEP","02 Nov 2015","1","60.42","4849.090"
"USEP","02 Nov 2015","2","54.68","4740.356"
"USEP","02 Nov 2015","3","48.22","4662.054"
"USEP","02 Nov 2015","4","48.17","4612.135"
"USEP","02 Nov 2015","5","48.09","4563.325"
"USEP","02 Nov 2015","6","47.21","4521.125"
"USEP","02 Nov 2015","7","47.18","4497.562"
"USEP","02 Nov 2015","8","46.59","4471.698"
"USEP","02 Nov 2015","9","46.46","4466.067"
"USEP","02 Nov 2015","10","47.00","4486.996"
"USEP","02 Nov 2015","11","48.09","4562.848"
"USEP","02 Nov 2015","12","52.08","4707.266"
"USEP","02 Nov 2015","13","56.77","4894.734"
"USEP","02 Nov 2015","14","58.82","5063.232"
"USEP","02 Nov 2015","15","54.70","5305.311"
"USEP","02 Nov 2015","16","58.54","5611.473"
"USEP","02 Nov 2015","17","61.72","5919.553"
