"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Aug 2013","1","148.44","5000.645"
"USEP","01 Aug 2013","2","145.26","4898.089"
"USEP","01 Aug 2013","3","141.47","4859.790"
"USEP","01 Aug 2013","4","137.07","4783.804"
"USEP","01 Aug 2013","5","137.01","4736.251"
"USEP","01 Aug 2013","6","132.16","4694.960"
"USEP","01 Aug 2013","7","132.15","4659.370"
"USEP","01 Aug 2013","8","132.15","4648.207"
"USEP","01 Aug 2013","9","132.16","4597.156"
"USEP","01 Aug 2013","10","129.29","4538.157"
"USEP","01 Aug 2013","11","132.22","4562.301"
"USEP","01 Aug 2013","12","137.04","4672.416"
"USEP","01 Aug 2013","13","141.48","4808.107"
"USEP","01 Aug 2013","14","144.20","4919.251"
"USEP","01 Aug 2013","15","148.44","5101.983"
"USEP","01 Aug 2013","16","148.50","5381.074"
"USEP","01 Aug 2013","17","152.57","5703.950"
"USEP","01 Aug 2013","18","152.63","5932.177"
"USEP","01 Aug 2013","19","154.22","6058.768"
"USEP","01 Aug 2013","20","154.20","6090.819"
"USEP","01 Aug 2013","21","152.20","6167.626"
"USEP","01 Aug 2013","22","152.62","6217.694"
"USEP","01 Aug 2013","23","152.62","6217.072"
"USEP","01 Aug 2013","24","151.15","6164.520"
"USEP","01 Aug 2013","25","149.57","6117.752"
"USEP","01 Aug 2013","26","151.16","6136.916"
"USEP","01 Aug 2013","27","152.59","6184.260"
"USEP","01 Aug 2013","28","148.58","6219.398"
"USEP","01 Aug 2013","29","148.62","6212.137"
"USEP","01 Aug 2013","30","148.60","6203.788"
"USEP","01 Aug 2013","31","165.66","6214.145"
"USEP","01 Aug 2013","32","152.65","6217.430"
"USEP","01 Aug 2013","33","182.03","6223.195"
"USEP","01 Aug 2013","34","202.27","6209.389"
"USEP","01 Aug 2013","35","152.66","6126.589"
"USEP","01 Aug 2013","36","149.49","5971.549"
"USEP","01 Aug 2013","37","148.61","5869.973"
"USEP","01 Aug 2013","38","147.19","5872.477"
"USEP","01 Aug 2013","39","147.20","5882.825"
"USEP","01 Aug 2013","40","147.29","5857.602"
"USEP","01 Aug 2013","41","149.44","5834.015"
"USEP","01 Aug 2013","42","155.35","5796.566"
"USEP","01 Aug 2013","43","152.60","5738.138"
"USEP","01 Aug 2013","44","152.55","5628.416"
"USEP","01 Aug 2013","45","155.45","5497.859"
"USEP","01 Aug 2013","46","152.40","5349.221"
"USEP","01 Aug 2013","47","148.38","5192.775"
"USEP","01 Aug 2013","48","147.00","5048.899"
"USEP","02 Aug 2013","1","148.20","4920.717"
"USEP","02 Aug 2013","2","145.96","4797.213"
"USEP","02 Aug 2013","3","144.28","4685.224"
"USEP","02 Aug 2013","4","144.01","4582.872"
"USEP","02 Aug 2013","5","137.01","4531.417"
"USEP","02 Aug 2013","6","136.95","4512.800"
"USEP","02 Aug 2013","7","134.00","4456.917"
"USEP","02 Aug 2013","8","130.78","4438.553"
"USEP","02 Aug 2013","9","130.78","4441.590"
"USEP","02 Aug 2013","10","136.90","4483.651"
