"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Jul 2016","1","88.52","0.00","5495.776","0.000"
"USEP","01 Jul 2016","2","77.27","0.00","5382.609","0.000"
"USEP","01 Jul 2016","3","75.21","0.00","5288.756","0.000"
"USEP","01 Jul 2016","4","64.07","0.00","5216.437","0.000"
"USEP","01 Jul 2016","5","62.04","0.00","5143.239","0.000"
"USEP","01 Jul 2016","6","61.48","0.00","5093.236","0.000"
"USEP","01 Jul 2016","7","61.47","0.00","5050.747","0.000"
"USEP","01 Jul 2016","8","58.45","0.00","5027.239","0.000"
"USEP","01 Jul 2016","9","58.45","0.00","5020.917","0.000"
"USEP","01 Jul 2016","10","60.39","0.00","5042.348","0.000"
"USEP","01 Jul 2016","11","61.93","0.00","5106.854","0.000"
"USEP","01 Jul 2016","12","63.91","0.00","5243.698","0.000"
"USEP","01 Jul 2016","13","66.00","0.00","5380.015","0.000"
"USEP","01 Jul 2016","14","75.20","0.00","5490.945","0.000"
"USEP","01 Jul 2016","15","55.77","0.00","5646.347","0.000"
"USEP","01 Jul 2016","16","59.38","0.00","5936.327","0.000"
"USEP","01 Jul 2016","17","63.20","0.00","6210.561","0.000"
"USEP","01 Jul 2016","18","62.07","0.00","6399.625","0.000"
"USEP","01 Jul 2016","19","63.09","0.00","6510.551","0.000"
"USEP","01 Jul 2016","20","64.93","0.00","6582.929","0.000"
"USEP","01 Jul 2016","21","69.47","0.00","6662.484","0.000"
"USEP","01 Jul 2016","22","83.54","0.00","6698.084","0.000"
"USEP","01 Jul 2016","23","74.43","0.00","6680.336","0.000"
"USEP","01 Jul 2016","24","67.45","0.00","6614.975","0.000"
"USEP","01 Jul 2016","25","64.97","0.00","6561.041","0.000"
"USEP","01 Jul 2016","26","65.04","0.00","6579.813","0.000"
"USEP","01 Jul 2016","27","69.20","0.00","6644.154","0.000"
"USEP","01 Jul 2016","28","77.58","0.00","6679.456","0.000"
"USEP","01 Jul 2016","29","77.58","0.00","6682.513","0.000"
"USEP","01 Jul 2016","30","72.34","0.00","6674.948","0.000"
"USEP","01 Jul 2016","31","1006.25","0.00","6681.459","0.000"
"USEP","01 Jul 2016","32","1053.02","0.00","6693.173","0.000"
"USEP","01 Jul 2016","33","146.40","0.00","6676.638","0.000"
"USEP","01 Jul 2016","34","103.41","0.00","6631.993","0.000"
"USEP","01 Jul 2016","35","103.39","0.00","6550.872","0.000"
"USEP","01 Jul 2016","36","99.62","0.00","6409.829","0.000"
"USEP","01 Jul 2016","37","90.10","0.00","6314.295","0.000"
"USEP","01 Jul 2016","38","91.99","0.00","6327.461","0.000"
"USEP","01 Jul 2016","39","91.96","0.00","6320.572","0.000"
"USEP","01 Jul 2016","40","90.56","0.00","6303.560","0.000"
"USEP","01 Jul 2016","41","86.62","0.00","6231.227","0.000"
"USEP","01 Jul 2016","42","87.58","0.00","6197.734","0.000"
"USEP","01 Jul 2016","43","89.50","0.00","6143.407","0.000"
"USEP","01 Jul 2016","44","72.25","0.00","6049.757","0.000"
"USEP","01 Jul 2016","45","83.43","0.00","5946.237","0.000"
"USEP","01 Jul 2016","46","77.32","0.00","5858.362","0.000"
"USEP","01 Jul 2016","47","69.03","0.00","5773.629","0.000"
"USEP","01 Jul 2016","48","65.37","0.00","5626.586","0.000"
"USEP","02 Jul 2016","1","80.77","0.00","5485.925","0.000"
"USEP","02 Jul 2016","2","75.60","0.00","5379.960","0.000"
"USEP","02 Jul 2016","3","72.36","0.00","5324.917","0.000"
"USEP","02 Jul 2016","4","70.34","0.00","5237.500","0.000"
"USEP","02 Jul 2016","5","65.44","0.00","5179.898","0.000"
"USEP","02 Jul 2016","6","63.98","0.00","5123.354","0.000"
"USEP","02 Jul 2016","7","62.03","0.00","5071.661","0.000"
"USEP","02 Jul 2016","8","60.46","0.00","5049.405","0.000"
"USEP","02 Jul 2016","9","60.42","0.00","5021.668","0.000"
"USEP","02 Jul 2016","10","60.41","0.00","5013.696","0.000"
"USEP","02 Jul 2016","11","60.41","0.00","5034.789","0.000"
"USEP","02 Jul 2016","12","60.43","0.00","5095.825","0.000"
"USEP","02 Jul 2016","13","60.47","0.00","5150.053","0.000"
"USEP","02 Jul 2016","14","60.43","0.00","5159.625","0.000"
"USEP","02 Jul 2016","15","58.29","0.00","5219.255","0.000"
"USEP","02 Jul 2016","16","60.59","0.00","5427.786","0.000"
"USEP","02 Jul 2016","17","69.90","0.00","5673.777","0.000"
"USEP","02 Jul 2016","18","61.16","0.00","5822.757","0.000"
"USEP","02 Jul 2016","19","62.10","0.00","5941.968","0.000"
"USEP","02 Jul 2016","20","64.20","0.00","6019.679","0.000"
"USEP","02 Jul 2016","21","66.58","0.00","6080.323","0.000"
"USEP","02 Jul 2016","22","70.64","0.00","6118.020","0.000"
"USEP","02 Jul 2016","23","70.44","0.00","6099.368","0.000"
"USEP","02 Jul 2016","24","64.11","0.00","6038.649","0.000"
"USEP","02 Jul 2016","25","63.73","0.00","5979.501","0.000"
"USEP","02 Jul 2016","26","62.18","0.00","5925.502","0.000"
"USEP","02 Jul 2016","27","61.32","0.00","5903.738","0.000"
"USEP","02 Jul 2016","28","61.16","0.00","5892.367","0.000"
"USEP","02 Jul 2016","29","60.54","0.00","5873.312","0.000"
"USEP","02 Jul 2016","30","60.50","0.00","5856.369","0.000"
"USEP","02 Jul 2016","31","60.53","0.00","5833.751","0.000"
"USEP","02 Jul 2016","32","60.52","0.00","5817.201","0.000"
"USEP","02 Jul 2016","33","60.52","0.00","5787.227","0.000"
"USEP","02 Jul 2016","34","60.49","0.00","5744.286","0.000"
"USEP","02 Jul 2016","35","60.43","0.00","5705.585","0.000"
"USEP","02 Jul 2016","36","59.30","0.00","5678.816","0.000"
"USEP","02 Jul 2016","37","59.32","0.00","5696.484","0.000"
"USEP","02 Jul 2016","38","60.53","0.00","5766.865","0.000"
"USEP","02 Jul 2016","39","65.46","0.00","5807.281","0.000"
"USEP","02 Jul 2016","40","65.61","0.00","5815.993","0.000"
"USEP","02 Jul 2016","41","65.61","0.00","5794.349","0.000"
"USEP","02 Jul 2016","42","70.70","0.00","5810.148","0.000"
"USEP","02 Jul 2016","43","72.28","0.00","5822.971","0.000"
"USEP","02 Jul 2016","44","73.70","0.00","5788.226","0.000"
"USEP","02 Jul 2016","45","66.58","0.00","5701.594","0.000"
"USEP","02 Jul 2016","46","65.60","0.00","5640.746","0.000"
"USEP","02 Jul 2016","47","65.59","0.00","5583.666","0.000"
"USEP","02 Jul 2016","48","75.69","0.00","5513.976","0.000"
"USEP","03 Jul 2016","1","79.14","0.00","5444.466","0.000"
"USEP","03 Jul 2016","2","73.61","0.00","5347.745","0.000"
"USEP","03 Jul 2016","3","70.48","0.00","5241.059","0.000"
"USEP","03 Jul 2016","4","64.00","0.00","5166.250","0.000"
"USEP","03 Jul 2016","5","63.14","0.00","5095.234","0.000"
"USEP","03 Jul 2016","6","61.97","0.00","5036.240","0.000"
"USEP","03 Jul 2016","7","60.40","0.00","4989.974","0.000"
"USEP","03 Jul 2016","8","59.27","0.00","4963.310","0.000"
"USEP","03 Jul 2016","9","58.64","0.00","4942.724","0.000"
"USEP","03 Jul 2016","10","57.37","0.00","4934.504","0.000"
"USEP","03 Jul 2016","11","58.59","0.00","4951.407","0.000"
"USEP","03 Jul 2016","12","58.64","0.00","4987.857","0.000"
"USEP","03 Jul 2016","13","59.27","0.00","5014.685","0.000"
"USEP","03 Jul 2016","14","57.37","0.00","5010.828","0.000"
"USEP","03 Jul 2016","15","55.13","0.00","5006.793","0.000"
"USEP","03 Jul 2016","16","55.82","0.00","5089.911","0.000"
"USEP","03 Jul 2016","17","56.86","0.00","5214.693","0.000"
"USEP","03 Jul 2016","18","57.45","0.00","5318.506","0.000"
"USEP","03 Jul 2016","19","60.43","0.00","5400.347","0.000"
"USEP","03 Jul 2016","20","60.47","0.00","5480.757","0.000"
"USEP","03 Jul 2016","21","62.05","0.00","5548.334","0.000"
"USEP","03 Jul 2016","22","58.94","0.00","5582.691","0.000"
"USEP","03 Jul 2016","23","59.22","0.00","5586.618","0.000"
"USEP","03 Jul 2016","24","57.74","0.00","5549.139","0.000"
"USEP","03 Jul 2016","25","57.47","0.00","5531.823","0.000"
"USEP","03 Jul 2016","26","57.74","0.00","5553.209","0.000"
"USEP","03 Jul 2016","27","59.32","0.00","5580.336","0.000"
"USEP","03 Jul 2016","28","60.49","0.00","5597.835","0.000"
"USEP","03 Jul 2016","29","57.46","0.00","5604.559","0.000"
"USEP","03 Jul 2016","30","56.19","0.00","5607.422","0.000"
"USEP","03 Jul 2016","31","55.82","0.00","5598.173","0.000"
"USEP","03 Jul 2016","32","56.87","0.00","5596.637","0.000"
"USEP","03 Jul 2016","33","57.46","0.00","5611.065","0.000"
"USEP","03 Jul 2016","34","56.89","0.00","5598.908","0.000"
"USEP","03 Jul 2016","35","60.47","0.00","5592.522","0.000"
"USEP","03 Jul 2016","36","57.92","0.00","5568.626","0.000"
"USEP","03 Jul 2016","37","59.47","0.00","5619.007","0.000"
"USEP","03 Jul 2016","38","62.08","0.00","5724.331","0.000"
"USEP","03 Jul 2016","39","63.23","0.00","5818.463","0.000"
"USEP","03 Jul 2016","40","64.19","0.00","5843.015","0.000"
"USEP","03 Jul 2016","41","63.38","0.00","5840.873","0.000"
"USEP","03 Jul 2016","42","70.63","0.00","5899.111","0.000"
"USEP","03 Jul 2016","43","72.26","0.00","5924.965","0.000"
"USEP","03 Jul 2016","44","72.23","0.00","5877.989","0.000"
"USEP","03 Jul 2016","45","72.23","0.00","5794.558","0.000"
"USEP","03 Jul 2016","46","69.64","0.00","5709.004","0.000"
"USEP","03 Jul 2016","47","79.56","0.00","5611.791","0.000"
"USEP","03 Jul 2016","48","73.68","0.00","5515.780","0.000"
"USEP","04 Jul 2016","1","66.06","0.00","5383.459","0.000"
"USEP","04 Jul 2016","2","65.33","0.00","5300.197","0.000"
"USEP","04 Jul 2016","3","63.50","0.00","5200.876","0.000"
"USEP","04 Jul 2016","4","63.13","0.00","5128.473","0.000"
"USEP","04 Jul 2016","5","61.93","0.00","5069.768","0.000"
"USEP","04 Jul 2016","6","60.42","0.00","5026.091","0.000"
"USEP","04 Jul 2016","7","60.40","0.00","4985.779","0.000"
"USEP","04 Jul 2016","8","57.66","0.00","4969.796","0.000"
"USEP","04 Jul 2016","9","57.43","0.00","4960.949","0.000"
"USEP","04 Jul 2016","10","57.65","0.00","4975.477","0.000"
"USEP","04 Jul 2016","11","60.42","0.00","5051.682","0.000"
"USEP","04 Jul 2016","12","63.43","0.00","5188.312","0.000"
"USEP","04 Jul 2016","13","64.20","0.00","5351.417","0.000"
"USEP","04 Jul 2016","14","66.34","0.00","5477.034","0.000"
"USEP","04 Jul 2016","15","62.07","0.00","5659.662","0.000"
"USEP","04 Jul 2016","16","64.20","0.00","5943.677","0.000"
"USEP","04 Jul 2016","17","73.68","0.00","6264.153","0.000"
"USEP","04 Jul 2016","18","67.86","0.00","6483.961","0.000"
"USEP","04 Jul 2016","19","76.87","0.00","6584.320","0.000"
"USEP","04 Jul 2016","20","81.45","0.00","6670.619","0.000"
"USEP","04 Jul 2016","21","93.16","0.00","6739.320","0.000"
"USEP","04 Jul 2016","22","131.27","0.00","6776.833","0.000"
"USEP","04 Jul 2016","23","101.08","0.00","6769.423","0.000"
"USEP","04 Jul 2016","24","80.51","0.00","6701.622","0.000"
"USEP","04 Jul 2016","25","72.31","0.00","6638.752","0.000"
"USEP","04 Jul 2016","26","75.79","0.00","6653.105","0.000"
"USEP","04 Jul 2016","27","77.45","0.00","6690.022","0.000"
"USEP","04 Jul 2016","28","92.78","0.00","6732.262","0.000"
"USEP","04 Jul 2016","29","99.92","0.00","6736.656","0.000"
"USEP","04 Jul 2016","30","93.60","0.00","6729.703","0.000"
"USEP","04 Jul 2016","31","99.91","0.00","6722.342","0.000"
"USEP","04 Jul 2016","32","92.79","0.00","6721.507","0.000"
"USEP","04 Jul 2016","33","102.92","0.00","6712.541","0.000"
"USEP","04 Jul 2016","34","90.58","0.00","6677.344","0.000"
