"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Jun 2012","1","272.40","4636.016"
"USEP","01 Jun 2012","2","292.54","4604.944"
"USEP","01 Jun 2012","3","282.39","4650.195"
"USEP","01 Jun 2012","4","292.43","4634.371"
"USEP","01 Jun 2012","5","278.35","4622.204"
"USEP","01 Jun 2012","6","308.46","4593.677"
"USEP","01 Jun 2012","7","292.44","4529.867"
"USEP","01 Jun 2012","8","251.83","4481.265"
"USEP","01 Jun 2012","9","228.96","4442.121"
"USEP","01 Jun 2012","10","229.14","4456.833"
"USEP","01 Jun 2012","11","262.17","4506.582"
"USEP","01 Jun 2012","12","284.28","4619.471"
"USEP","01 Jun 2012","13","317.39","4779.634"
"USEP","01 Jun 2012","14","292.70","4901.901"
"USEP","01 Jun 2012","15","292.71","5060.335"
"USEP","01 Jun 2012","16","258.55","5310.390"
"USEP","01 Jun 2012","17","290.73","5588.894"
"USEP","01 Jun 2012","18","285.69","5799.980"
"USEP","01 Jun 2012","19","292.47","5924.836"
"USEP","01 Jun 2012","20","277.67","5999.312"
"USEP","01 Jun 2012","21","291.03","6047.615"
"USEP","01 Jun 2012","22","312.74","6103.274"
"USEP","01 Jun 2012","23","302.31","6099.631"
"USEP","01 Jun 2012","24","287.49","6041.726"
"USEP","01 Jun 2012","25","282.36","5998.427"
"USEP","01 Jun 2012","26","290.77","6026.925"
"USEP","01 Jun 2012","27","302.55","6097.350"
"USEP","01 Jun 2012","28","316.33","6139.615"
"USEP","01 Jun 2012","29","303.87","6137.478"
"USEP","01 Jun 2012","30","303.33","6117.662"
"USEP","01 Jun 2012","31","302.90","6105.958"
"USEP","01 Jun 2012","32","303.83","6131.847"
"USEP","01 Jun 2012","33","301.98","6074.488"
"USEP","01 Jun 2012","34","284.73","6032.427"
"USEP","01 Jun 2012","35","273.22","5955.929"
"USEP","01 Jun 2012","36","272.70","5848.815"
"USEP","01 Jun 2012","37","272.62","5770.319"
"USEP","01 Jun 2012","38","272.17","5749.415"
"USEP","01 Jun 2012","39","272.65","5764.286"
"USEP","01 Jun 2012","40","272.66","5757.581"
"USEP","01 Jun 2012","41","272.68","5723.924"
"USEP","01 Jun 2012","42","277.82","5685.725"
"USEP","01 Jun 2012","43","290.58","5568.661"
"USEP","01 Jun 2012","44","272.63","5452.055"
"USEP","01 Jun 2012","45","287.25","5332.288"
"USEP","01 Jun 2012","46","258.40","5239.841"
"USEP","01 Jun 2012","47","272.42","5132.087"
"USEP","01 Jun 2012","48","301.91","5092.565"
"USEP","02 Jun 2012","1","282.53","5032.980"
"USEP","02 Jun 2012","2","282.47","4902.657"
"USEP","02 Jun 2012","3","197.64","4738.557"
"USEP","02 Jun 2012","4","191.34","4661.746"
"USEP","02 Jun 2012","5","240.73","4602.936"
"USEP","02 Jun 2012","6","181.22","4532.874"
"USEP","02 Jun 2012","7","180.01","4488.089"
"USEP","02 Jun 2012","8","177.22","4454.139"
"USEP","02 Jun 2012","9","177.23","4447.419"
"USEP","02 Jun 2012","10","177.23","4458.746"
"USEP","02 Jun 2012","11","177.37","4496.856"
"USEP","02 Jun 2012","12","180.00","4549.533"
"USEP","02 Jun 2012","13","177.39","4614.392"
"USEP","02 Jun 2012","14","176.89","4622.552"
"USEP","02 Jun 2012","15","177.27","4710.188"
"USEP","02 Jun 2012","16","180.47","4808.226"
"USEP","02 Jun 2012","17","236.99","5061.349"
"USEP","02 Jun 2012","18","261.32","5274.000"
"USEP","02 Jun 2012","19","264.88","5368.529"
"USEP","02 Jun 2012","20","282.11","5399.582"
"USEP","02 Jun 2012","21","312.38","5432.970"
"USEP","02 Jun 2012","22","388.54","5471.851"
"USEP","02 Jun 2012","23","315.70","5414.427"
"USEP","02 Jun 2012","24","263.87","5363.400"
"USEP","02 Jun 2012","25","262.28","5325.459"
"USEP","02 Jun 2012","26","284.52","5346.000"
"USEP","02 Jun 2012","27","263.21","5317.234"
"USEP","02 Jun 2012","28","261.72","5328.297"
"USEP","02 Jun 2012","29","282.06","5391.486"
"USEP","02 Jun 2012","30","281.86","5449.918"
"USEP","02 Jun 2012","31","242.05","5306.747"
"USEP","02 Jun 2012","32","242.03","5278.369"
"USEP","02 Jun 2012","33","235.94","5240.428"
"USEP","02 Jun 2012","34","230.91","5189.212"
"USEP","02 Jun 2012","35","221.28","5136.137"
"USEP","02 Jun 2012","36","191.05","5090.761"
"USEP","02 Jun 2012","37","191.05","5092.764"
"USEP","02 Jun 2012","38","230.94","5174.694"
"USEP","02 Jun 2012","39","241.57","5298.174"
"USEP","02 Jun 2012","40","236.02","5252.659"
"USEP","02 Jun 2012","41","236.08","5255.442"
"USEP","02 Jun 2012","42","236.06","5258.240"
"USEP","02 Jun 2012","43","236.03","5241.218"
"USEP","02 Jun 2012","44","230.99","5179.734"
"USEP","02 Jun 2012","45","191.12","5099.697"
"USEP","02 Jun 2012","46","189.26","5032.766"
"USEP","02 Jun 2012","47","190.27","5011.311"
"USEP","02 Jun 2012","48","192.50","4921.577"
"USEP","03 Jun 2012","1","252.20","4850.785"
"USEP","03 Jun 2012","2","266.09","4766.727"
"USEP","03 Jun 2012","3","187.44","4565.313"
"USEP","03 Jun 2012","4","176.50","4498.312"
"USEP","03 Jun 2012","5","176.19","4440.596"
"USEP","03 Jun 2012","6","171.11","4379.907"
"USEP","03 Jun 2012","7","170.94","4311.982"
"USEP","03 Jun 2012","8","170.26","4251.582"
"USEP","03 Jun 2012","9","168.13","4221.031"
"USEP","03 Jun 2012","10","169.19","4236.418"
"USEP","03 Jun 2012","11","170.25","4261.626"
"USEP","03 Jun 2012","12","170.56","4279.289"
"USEP","03 Jun 2012","13","170.84","4323.005"
"USEP","03 Jun 2012","14","171.03","4343.884"
"USEP","03 Jun 2012","15","171.07","4358.327"
"USEP","03 Jun 2012","16","173.21","4436.709"
"USEP","03 Jun 2012","17","176.25","4559.185"
"USEP","03 Jun 2012","18","231.51","4689.275"
"USEP","03 Jun 2012","19","236.97","4806.631"
"USEP","03 Jun 2012","20","239.40","4911.975"
"USEP","03 Jun 2012","21","242.04","4996.868"
"USEP","03 Jun 2012","22","242.04","5013.547"
"USEP","03 Jun 2012","23","242.00","5011.152"
"USEP","03 Jun 2012","24","242.05","5034.098"
"USEP","03 Jun 2012","25","242.06","5037.020"
"USEP","03 Jun 2012","26","242.05","5038.238"
"USEP","03 Jun 2012","27","242.05","5057.129"
"USEP","03 Jun 2012","28","251.95","5067.397"
"USEP","03 Jun 2012","29","241.99","5058.903"
"USEP","03 Jun 2012","30","251.56","5069.693"
"USEP","03 Jun 2012","31","252.08","5079.782"
"USEP","03 Jun 2012","32","252.23","5074.554"
"USEP","03 Jun 2012","33","251.55","5067.750"
"USEP","03 Jun 2012","34","242.06","5051.702"
"USEP","03 Jun 2012","35","237.67","4988.300"
"USEP","03 Jun 2012","36","231.87","4926.841"
"USEP","03 Jun 2012","37","235.67","4948.057"
"USEP","03 Jun 2012","38","242.07","5044.540"
"USEP","03 Jun 2012","39","252.26","5128.965"
"USEP","03 Jun 2012","40","255.32","5155.913"
"USEP","03 Jun 2012","41","262.50","5169.610"
"USEP","03 Jun 2012","42","268.02","5156.877"
"USEP","03 Jun 2012","43","271.46","5169.252"
"USEP","03 Jun 2012","44","271.50","5168.432"
"USEP","03 Jun 2012","45","262.17","5124.413"
"USEP","03 Jun 2012","46","241.17","4983.240"
"USEP","03 Jun 2012","47","252.22","4886.410"
"USEP","03 Jun 2012","48","262.36","4808.286"
"USEP","04 Jun 2012","1","237.01","4712.842"
"USEP","04 Jun 2012","2","236.95","4623.019"
"USEP","04 Jun 2012","3","200.86","4523.321"
"USEP","04 Jun 2012","4","188.26","4454.795"
"USEP","04 Jun 2012","5","179.01","4404.001"
"USEP","04 Jun 2012","6","168.13","4365.206"
"USEP","04 Jun 2012","7","166.09","4330.117"
"USEP","04 Jun 2012","8","163.42","4313.130"
"USEP","04 Jun 2012","9","163.42","4309.333"
