"PRICE TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Apr 2011","1","191.21","4591.957"
"USEP","01 Apr 2011","2","185.48","4460.769"
"USEP","01 Apr 2011","3","183.27","4339.724"
"USEP","01 Apr 2011","4","183.34","4248.490"
"USEP","01 Apr 2011","5","175.79","4205.246"
"USEP","01 Apr 2011","6","175.79","4192.091"
"USEP","01 Apr 2011","7","175.60","4167.171"
"USEP","01 Apr 2011","8","174.13","4151.486"
"USEP","01 Apr 2011","9","172.03","4139.036"
"USEP","01 Apr 2011","10","171.96","4153.036"
"USEP","01 Apr 2011","11","175.54","4224.261"
"USEP","01 Apr 2011","12","176.23","4342.592"
"USEP","01 Apr 2011","13","195.42","4485.599"
"USEP","01 Apr 2011","14","181.19","4623.024"
"USEP","01 Apr 2011","15","166.64","4813.390"
"USEP","01 Apr 2011","16","181.23","5076.761"
"USEP","01 Apr 2011","17","196.44","5357.998"
"USEP","01 Apr 2011","18","201.41","5566.733"
"USEP","01 Apr 2011","19","201.70","5709.819"
"USEP","01 Apr 2011","20","202.74","5830.724"
"USEP","01 Apr 2011","21","202.85","5906.949"
"USEP","01 Apr 2011","22","220.51","5961.048"
"USEP","01 Apr 2011","23","232.10","5975.660"
"USEP","01 Apr 2011","24","211.92","5921.338"
"USEP","01 Apr 2011","25","211.86","5888.864"
"USEP","01 Apr 2011","26","219.22","5923.683"
"USEP","01 Apr 2011","27","232.13","5969.666"
"USEP","01 Apr 2011","28","236.92","5991.549"
"USEP","01 Apr 2011","29","242.96","6000.689"
"USEP","01 Apr 2011","30","232.11","5997.831"
"USEP","01 Apr 2011","31","232.11","6019.222"
"USEP","01 Apr 2011","32","232.11","6026.070"
"USEP","01 Apr 2011","33","242.14","6026.508"
"USEP","01 Apr 2011","34","222.02","5990.932"
"USEP","01 Apr 2011","35","211.91","5907.958"
"USEP","01 Apr 2011","36","191.44","5755.121"
"USEP","01 Apr 2011","37","183.15","5653.276"
"USEP","01 Apr 2011","38","183.04","5647.868"
"USEP","01 Apr 2011","39","180.26","5654.329"
"USEP","01 Apr 2011","40","188.29","5604.132"
"USEP","01 Apr 2011","41","181.29","5556.932"
"USEP","01 Apr 2011","42","189.35","5486.348"
"USEP","01 Apr 2011","43","198.43","5396.958"
"USEP","01 Apr 2011","44","189.81","5283.513"
"USEP","01 Apr 2011","45","188.27","5162.473"
"USEP","01 Apr 2011","46","176.23","5047.482"
"USEP","01 Apr 2011","47","180.19","4937.963"
"USEP","01 Apr 2011","48","172.92","4824.747"
"USEP","02 Apr 2011","1","192.94","4694.463"
"USEP","02 Apr 2011","2","201.30","4583.587"
"USEP","02 Apr 2011","3","213.26","4483.641"
"USEP","02 Apr 2011","4","209.74","4388.903"
"USEP","02 Apr 2011","5","197.78","4325.063"
"USEP","02 Apr 2011","6","197.70","4297.748"
"USEP","02 Apr 2011","7","196.07","4270.015"
"USEP","02 Apr 2011","8","191.37","4247.745"
"USEP","02 Apr 2011","9","186.34","4226.155"
"USEP","02 Apr 2011","10","167.40","4207.060"
"USEP","02 Apr 2011","11","167.45","4218.337"
"USEP","02 Apr 2011","12","178.25","4276.282"
"USEP","02 Apr 2011","13","174.88","4333.989"
"USEP","02 Apr 2011","14","170.84","4353.611"
"USEP","02 Apr 2011","15","163.07","4397.749"
"USEP","02 Apr 2011","16","186.91","4574.174"
"USEP","02 Apr 2011","17","162.57","4768.452"
"USEP","02 Apr 2011","18","191.31","4985.382"
"USEP","02 Apr 2011","19","199.99","5118.797"
"USEP","02 Apr 2011","20","203.79","5219.916"
"USEP","02 Apr 2011","21","208.42","5283.035"
"USEP","02 Apr 2011","22","215.50","5334.728"
"USEP","02 Apr 2011","23","251.70","5348.436"
"USEP","02 Apr 2011","24","246.72","5322.169"
"USEP","02 Apr 2011","25","241.64","5286.559"
"USEP","02 Apr 2011","26","241.60","5288.105"
"USEP","02 Apr 2011","27","232.08","5262.440"
"USEP","02 Apr 2011","28","232.05","5250.547"
"USEP","02 Apr 2011","29","217.03","5229.046"
"USEP","02 Apr 2011","30","201.45","5176.310"
"USEP","02 Apr 2011","31","201.40","5140.903"
"USEP","02 Apr 2011","32","193.69","5121.878"
"USEP","02 Apr 2011","33","191.69","5100.781"
"USEP","02 Apr 2011","34","184.23","5057.894"
"USEP","02 Apr 2011","35","191.66","5014.193"
"USEP","02 Apr 2011","36","171.50","4993.682"
"USEP","02 Apr 2011","37","171.49","4994.085"
"USEP","02 Apr 2011","38","189.97","5066.522"
"USEP","02 Apr 2011","39","200.01","5137.583"
"USEP","02 Apr 2011","40","191.35","5149.427"
"USEP","02 Apr 2011","41","189.96","5131.972"
"USEP","02 Apr 2011","42","211.76","5111.352"
"USEP","02 Apr 2011","43","201.68","5073.664"
"USEP","02 Apr 2011","44","199.45","5005.048"
"USEP","02 Apr 2011","45","189.85","4904.346"
"USEP","02 Apr 2011","46","186.42","4799.415"
"USEP","02 Apr 2011","47","179.50","4686.119"
"USEP","02 Apr 2011","48","175.00","4652.586"
"USEP","03 Apr 2011","1","198.33","4560.984"
"USEP","03 Apr 2011","2","198.48","4463.149"
