"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Dec 2013","1","184.68","4708.255"
"USEP","01 Dec 2013","2","181.20","4615.062"
"USEP","01 Dec 2013","3","172.54","4523.957"
"USEP","01 Dec 2013","4","184.71","4460.063"
"USEP","01 Dec 2013","5","184.69","4380.816"
"USEP","01 Dec 2013","6","181.35","4329.253"
"USEP","01 Dec 2013","7","166.35","4277.331"
"USEP","01 Dec 2013","8","166.13","4256.924"
"USEP","01 Dec 2013","9","166.05","4253.246"
"USEP","01 Dec 2013","10","164.73","4249.917"
"USEP","01 Dec 2013","11","166.09","4284.299"
"USEP","01 Dec 2013","12","166.04","4312.290"
"USEP","01 Dec 2013","13","166.35","4388.023"
"USEP","01 Dec 2013","14","181.40","4416.789"
"USEP","01 Dec 2013","15","181.38","4435.253"
"USEP","01 Dec 2013","16","181.60","4531.865"
"USEP","01 Dec 2013","17","184.93","4581.063"
"USEP","01 Dec 2013","18","190.40","4704.865"
"USEP","01 Dec 2013","19","201.79","4863.483"
"USEP","01 Dec 2013","20","201.99","4968.917"
"USEP","01 Dec 2013","21","191.79","5054.440"
"USEP","01 Dec 2013","22","190.42","5035.152"
"USEP","01 Dec 2013","23","180.29","5022.269"
"USEP","01 Dec 2013","24","186.36","5112.540"
"USEP","01 Dec 2013","25","180.30","5091.228"
"USEP","01 Dec 2013","26","172.22","5046.135"
"USEP","01 Dec 2013","27","171.44","5020.853"
"USEP","01 Dec 2013","28","171.42","5003.995"
"USEP","01 Dec 2013","29","171.44","5010.993"
"USEP","01 Dec 2013","30","171.17","4996.078"
"USEP","01 Dec 2013","31","172.24","5053.576"
"USEP","01 Dec 2013","32","180.30","5092.525"
"USEP","01 Dec 2013","33","172.24","5058.163"
"USEP","01 Dec 2013","34","171.43","5010.908"
"USEP","01 Dec 2013","35","171.18","4996.987"
"USEP","01 Dec 2013","36","171.57","5023.418"
"USEP","01 Dec 2013","37","175.23","5076.631"
"USEP","01 Dec 2013","38","191.81","5187.020"
"USEP","01 Dec 2013","39","202.99","5241.526"
"USEP","01 Dec 2013","40","210.96","5220.657"
"USEP","01 Dec 2013","41","212.01","5216.119"
"USEP","01 Dec 2013","42","216.96","5247.281"
"USEP","01 Dec 2013","43","221.08","5271.888"
