"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Nov 2012","1","233.55","4648.411"
"USEP","01 Nov 2012","2","211.28","4543.340"
"USEP","01 Nov 2012","3","177.03","4439.576"
"USEP","01 Nov 2012","4","155.97","4358.809"
"USEP","01 Nov 2012","5","155.35","4297.743"
"USEP","01 Nov 2012","6","155.35","4249.399"
"USEP","01 Nov 2012","7","151.07","4214.440"
"USEP","01 Nov 2012","8","151.07","4205.892"
"USEP","01 Nov 2012","9","151.07","4207.299"
"USEP","01 Nov 2012","10","154.10","4226.985"
"USEP","01 Nov 2012","11","155.44","4303.851"
"USEP","01 Nov 2012","12","164.35","4440.337"
"USEP","01 Nov 2012","13","201.86","4610.097"
"USEP","01 Nov 2012","14","242.35","4744.988"
"USEP","01 Nov 2012","15","212.75","4939.673"
"USEP","01 Nov 2012","16","203.91","5226.725"
"USEP","01 Nov 2012","17","204.33","5528.826"
"USEP","01 Nov 2012","18","204.41","5728.666"
"USEP","01 Nov 2012","19","209.59","5863.929"
"USEP","01 Nov 2012","20","209.60","5965.918"
"USEP","01 Nov 2012","21","202.44","6052.232"
"USEP","01 Nov 2012","22","204.44","6093.513"
"USEP","01 Nov 2012","23","202.42","6073.991"
"USEP","01 Nov 2012","24","222.67","6034.022"
"USEP","01 Nov 2012","25","212.69","5992.965"
"USEP","01 Nov 2012","26","211.48","6022.984"
"USEP","01 Nov 2012","27","224.70","6095.337"
"USEP","01 Nov 2012","28","222.69","6137.537"
"USEP","01 Nov 2012","29","212.56","6119.750"
"USEP","01 Nov 2012","30","194.23","6078.588"
"USEP","01 Nov 2012","31","192.31","6026.195"
"USEP","01 Nov 2012","32","194.29","6039.519"
"USEP","01 Nov 2012","33","204.40","6041.969"
"USEP","01 Nov 2012","34","204.45","5991.613"
"USEP","01 Nov 2012","35","194.27","5915.617"
"USEP","01 Nov 2012","36","191.35","5793.405"
"USEP","01 Nov 2012","37","186.03","5726.971"
"USEP","01 Nov 2012","38","212.52","5757.233"
"USEP","01 Nov 2012","39","194.22","5766.278"
"USEP","01 Nov 2012","40","194.22","5713.403"
"USEP","01 Nov 2012","41","194.25","5631.090"
"USEP","01 Nov 2012","42","207.80","5553.746"
"USEP","01 Nov 2012","43","171.90","5455.996"
"USEP","01 Nov 2012","44","173.03","5328.397"
"USEP","01 Nov 2012","45","222.03","5165.306"
"USEP","01 Nov 2012","46","207.51","5012.702"
"USEP","01 Nov 2012","47","181.00","4879.745"
"USEP","01 Nov 2012","48","175.06","4726.728"
"USEP","02 Nov 2012","1","191.78","4566.307"
"USEP","02 Nov 2012","2","191.75","4455.555"
"USEP","02 Nov 2012","3","184.25","4371.170"
"USEP","02 Nov 2012","4","174.29","4332.329"
"USEP","02 Nov 2012","5","171.27","4269.136"
"USEP","02 Nov 2012","6","168.78","4221.170"
"USEP","02 Nov 2012","7","166.05","4199.049"
"USEP","02 Nov 2012","8","166.05","4196.439"
"USEP","02 Nov 2012","9","166.07","4195.853"
"USEP","02 Nov 2012","10","167.94","4217.383"
"USEP","02 Nov 2012","11","171.28","4278.628"
"USEP","02 Nov 2012","12","176.75","4404.086"
"USEP","02 Nov 2012","13","191.81","4584.929"
"USEP","02 Nov 2012","14","212.65","4732.041"
"USEP","02 Nov 2012","15","207.54","4915.330"
"USEP","02 Nov 2012","16","191.90","5212.079"
"USEP","02 Nov 2012","17","191.95","5539.845"
"USEP","02 Nov 2012","18","192.36","5761.000"
"USEP","02 Nov 2012","19","202.53","5875.877"
"USEP","02 Nov 2012","20","203.49","5890.951"
"USEP","02 Nov 2012","21","213.58","5964.716"
"USEP","02 Nov 2012","22","354.39","6071.869"
"USEP","02 Nov 2012","23","263.14","6087.763"
"USEP","02 Nov 2012","24","252.47","6068.022"
"USEP","02 Nov 2012","25","231.75","6042.963"
"USEP","02 Nov 2012","26","272.65","6076.421"
"USEP","02 Nov 2012","27","272.89","6100.576"
"USEP","02 Nov 2012","28","343.63","6150.335"
"USEP","02 Nov 2012","29","343.60","6149.739"
"USEP","02 Nov 2012","30","323.61","6156.975"
"USEP","02 Nov 2012","31","325.52","6161.339"
"USEP","02 Nov 2012","32","343.68","6184.579"
"USEP","02 Nov 2012","33","342.73","6167.522"
"USEP","02 Nov 2012","34","303.24","6136.325"
"USEP","02 Nov 2012","35","251.88","6043.083"
"USEP","02 Nov 2012","36","213.66","5890.459"
"USEP","02 Nov 2012","37","204.53","5785.647"
"USEP","02 Nov 2012","38","212.57","5796.118"
"USEP","02 Nov 2012","39","213.66","5814.736"
"USEP","02 Nov 2012","40","211.58","5754.027"
