"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Mar 2015","1","114.09","4910.047"
"USEP","01 Mar 2015","2","102.56","4825.860"
"USEP","01 Mar 2015","3","97.83","4726.873"
"USEP","01 Mar 2015","4","95.71","4658.341"
"USEP","01 Mar 2015","5","93.70","4597.170"
"USEP","01 Mar 2015","6","89.65","4552.107"
"USEP","01 Mar 2015","7","87.65","4525.344"
"USEP","01 Mar 2015","8","87.65","4500.106"
"USEP","01 Mar 2015","9","83.34","4473.462"
"USEP","01 Mar 2015","10","81.20","4456.455"
"USEP","01 Mar 2015","11","82.39","4479.754"
"USEP","01 Mar 2015","12","87.65","4527.103"
"USEP","01 Mar 2015","13","81.20","4578.896"
"USEP","01 Mar 2015","14","81.20","4592.096"
"USEP","01 Mar 2015","15","69.49","4606.017"
"USEP","01 Mar 2015","16","70.51","4703.205"
"USEP","01 Mar 2015","17","72.18","4838.126"
"USEP","01 Mar 2015","18","82.04","4947.337"
"USEP","01 Mar 2015","19","89.65","5053.928"
"USEP","01 Mar 2015","20","89.77","5153.766"
"USEP","01 Mar 2015","21","72.14","5233.624"
"USEP","01 Mar 2015","22","72.15","5242.262"
"USEP","01 Mar 2015","23","73.23","5248.966"
"USEP","01 Mar 2015","24","73.24","5250.721"
"USEP","01 Mar 2015","25","77.14","5277.762"
"USEP","01 Mar 2015","26","77.12","5279.711"
"USEP","01 Mar 2015","27","87.70","5312.627"
"USEP","01 Mar 2015","28","87.69","5331.289"
"USEP","01 Mar 2015","29","87.69","5328.402"
"USEP","01 Mar 2015","30","87.70","5322.761"
"USEP","01 Mar 2015","31","87.69","5350.294"
"USEP","01 Mar 2015","32","91.82","5374.742"
"USEP","01 Mar 2015","33","89.79","5355.255"
"USEP","01 Mar 2015","34","87.69","5320.638"
"USEP","01 Mar 2015","35","87.69","5301.981"
"USEP","01 Mar 2015","36","102.01","5293.194"
"USEP","01 Mar 2015","37","104.99","5325.022"
"USEP","01 Mar 2015","38","87.77","5395.770"
"USEP","01 Mar 2015","39","93.91","5475.260"
