"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 May 2017","1","85.28","0.00","5105.338","0.000"
"USEP","01 May 2017","2","79.52","0.00","5023.606","0.000"
"USEP","01 May 2017","3","78.65","0.00","4928.356","0.000"
"USEP","01 May 2017","4","75.62","0.00","4859.984","0.000"
"USEP","01 May 2017","5","71.25","0.00","4787.139","0.000"
"USEP","01 May 2017","6","70.49","0.00","4733.766","0.000"
"USEP","01 May 2017","7","68.82","0.00","4690.581","0.000"
"USEP","01 May 2017","8","68.75","0.00","4658.276","0.000"
"USEP","01 May 2017","9","67.56","0.00","4628.899","0.000"
"USEP","01 May 2017","10","68.49","0.00","4626.275","0.000"
"USEP","01 May 2017","11","68.49","0.00","4657.446","0.000"
"USEP","01 May 2017","12","68.50","0.00","4698.513","0.000"
"USEP","01 May 2017","13","68.24","0.00","4719.318","0.000"
"USEP","01 May 2017","14","67.90","0.00","4731.579","0.000"
"USEP","01 May 2017","15","68.38","0.00","4765.812","0.000"
"USEP","01 May 2017","16","67.91","0.00","4859.676","0.000"
"USEP","01 May 2017","17","70.54","0.00","5006.475","0.000"
"USEP","01 May 2017","18","79.09","0.00","5129.363","0.000"
"USEP","01 May 2017","19","83.87","0.00","5244.254","0.000"
"USEP","01 May 2017","20","86.46","0.00","5339.062","0.000"
"USEP","01 May 2017","21","89.91","0.00","5421.042","0.000"
"USEP","01 May 2017","22","85.40","0.00","5464.564","0.000"
"USEP","01 May 2017","23","85.39","0.00","5469.092","0.000"
"USEP","01 May 2017","24","85.29","0.00","5451.155","0.000"
"USEP","01 May 2017","25","85.25","0.00","5438.566","0.000"
"USEP","01 May 2017","26","85.27","0.00","5451.071","0.000"
"USEP","01 May 2017","27","86.35","0.00","5489.678","0.000"
"USEP","01 May 2017","28","86.89","0.00","5501.173","0.000"
"USEP","01 May 2017","29","86.85","0.00","5498.072","0.000"
"USEP","01 May 2017","30","86.76","0.00","5495.373","0.000"
"USEP","01 May 2017","31","86.32","0.00","5476.686","0.000"
"USEP","01 May 2017","32","86.34","0.00","5468.292","0.000"
"USEP","01 May 2017","33","86.34","0.00","5475.493","0.000"
"USEP","01 May 2017","34","86.45","0.00","5480.051","0.000"
"USEP","01 May 2017","35","86.78","0.00","5475.941","0.000"
"USEP","01 May 2017","36","86.88","0.00","5479.430","0.000"
"USEP","01 May 2017","37","87.91","0.00","5522.763","0.000"
"USEP","01 May 2017","38","95.30","0.00","5619.121","0.000"
"USEP","01 May 2017","39","115.44","0.00","5700.540","0.000"
"USEP","01 May 2017","40","135.35","0.00","5727.527","0.000"
"USEP","01 May 2017","41","151.27","0.00","5746.975","0.000"
"USEP","01 May 2017","42","202.17","0.00","5788.236","0.000"
"USEP","01 May 2017","43","205.66","0.00","5785.830","0.000"
"USEP","01 May 2017","44","133.66","0.00","5711.171","0.000"
"USEP","01 May 2017","45","95.33","0.00","5587.825","0.000"
"USEP","01 May 2017","46","89.04","0.00","5487.948","0.000"
"USEP","01 May 2017","47","92.51","0.00","5375.785","0.000"
"USEP","01 May 2017","48","89.01","0.00","5261.803","0.000"
"USEP","02 May 2017","1","79.66","0.00","5157.538","0.000"
"USEP","02 May 2017","2","77.23","0.00","5071.542","0.000"
"USEP","02 May 2017","3","73.60","0.00","4987.435","0.000"
"USEP","02 May 2017","4","70.55","0.00","4901.956","0.000"
"USEP","02 May 2017","5","69.51","0.00","4833.280","0.000"
"USEP","02 May 2017","6","68.38","0.00","4781.771","0.000"
"USEP","02 May 2017","7","67.90","0.00","4748.760","0.000"
"USEP","02 May 2017","8","67.24","0.00","4745.147","0.000"
"USEP","02 May 2017","9","67.90","0.00","4750.932","0.000"
"USEP","02 May 2017","10","67.92","0.00","4766.479","0.000"
"USEP","02 May 2017","11","67.95","0.00","4845.909","0.000"
"USEP","02 May 2017","12","70.47","0.00","4980.268","0.000"
"USEP","02 May 2017","13","73.51","0.00","5152.071","0.000"
"USEP","02 May 2017","14","78.03","0.00","5308.353","0.000"
"USEP","02 May 2017","15","78.37","0.00","5502.158","0.000"
"USEP","02 May 2017","16","89.75","0.00","5823.374","0.000"
"USEP","02 May 2017","17","161.51","0.00","6153.034","0.000"
"USEP","02 May 2017","18","170.28","0.00","6369.781","0.000"
"USEP","02 May 2017","19","181.26","0.00","6471.601","0.000"
"USEP","02 May 2017","20","183.29","0.00","6551.534","0.000"
"USEP","02 May 2017","21","166.55","0.00","6636.516","0.000"
"USEP","02 May 2017","22","89.94","0.00","6672.478","0.000"
"USEP","02 May 2017","23","87.92","0.00","6649.035","0.000"
"USEP","02 May 2017","24","86.52","0.00","6561.697","0.000"
"USEP","02 May 2017","25","79.78","0.00","6480.691","0.000"
"USEP","02 May 2017","26","77.08","0.00","6466.561","0.000"
"USEP","02 May 2017","27","77.82","0.00","6499.120","0.000"
"USEP","02 May 2017","28","77.81","0.00","6525.073","0.000"
"USEP","02 May 2017","29","77.94","0.00","6539.680","0.000"
"USEP","02 May 2017","30","77.80","0.00","6519.651","0.000"
"USEP","02 May 2017","31","77.81","0.00","6507.375","0.000"
"USEP","02 May 2017","32","85.21","0.00","6506.485","0.000"
"USEP","02 May 2017","33","85.44","0.00","6514.567","0.000"
"USEP","02 May 2017","34","85.26","0.00","6469.876","0.000"
"USEP","02 May 2017","35","80.73","0.00","6395.933","0.000"
"USEP","02 May 2017","36","76.96","0.00","6250.078","0.000"
"USEP","02 May 2017","37","77.00","0.00","6170.429","0.000"
"USEP","02 May 2017","38","76.98","0.00","6184.529","0.000"
"USEP","02 May 2017","39","80.73","0.00","6221.704","0.000"
"USEP","02 May 2017","40","85.24","0.00","6205.795","0.000"
"USEP","02 May 2017","41","85.41","0.00","6168.267","0.000"
"USEP","02 May 2017","42","87.89","0.00","6121.370","0.000"
"USEP","02 May 2017","43","86.85","0.00","6058.430","0.000"
"USEP","02 May 2017","44","85.78","0.00","5931.874","0.000"
