"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Aug 2017","1","82.56","0.00","5603.988","0.000"
"USEP","01 Aug 2017","2","80.33","0.00","5491.959","0.000"
"USEP","01 Aug 2017","3","76.89","0.00","5414.850","0.000"
"USEP","01 Aug 2017","4","76.16","0.00","5347.317","0.000"
"USEP","01 Aug 2017","5","76.90","0.00","5285.421","0.000"
"USEP","01 Aug 2017","6","75.18","0.00","5239.901","0.000"
"USEP","01 Aug 2017","7","75.18","0.00","5198.709","0.000"
"USEP","01 Aug 2017","8","70.63","0.00","5175.579","0.000"
"USEP","01 Aug 2017","9","70.57","0.00","5166.131","0.000"
"USEP","01 Aug 2017","10","70.63","0.00","5186.836","0.000"
"USEP","01 Aug 2017","11","73.56","0.00","5253.290","0.000"
"USEP","01 Aug 2017","12","75.21","0.00","5393.181","0.000"
"USEP","01 Aug 2017","13","75.74","0.00","5568.035","0.000"
"USEP","01 Aug 2017","14","75.01","0.00","5706.027","0.000"
"USEP","01 Aug 2017","15","70.70","0.00","5903.913","0.000"
"USEP","01 Aug 2017","16","74.49","0.00","6186.939","0.000"
"USEP","01 Aug 2017","17","78.43","0.00","6463.619","0.000"
"USEP","01 Aug 2017","18","78.41","0.00","6654.552","0.000"
"USEP","01 Aug 2017","19","80.45","0.00","6777.062","0.000"
"USEP","01 Aug 2017","20","83.34","0.00","6855.131","0.000"
"USEP","01 Aug 2017","21","85.72","0.00","6922.127","0.000"
"USEP","01 Aug 2017","22","94.53","0.00","6967.199","0.000"
"USEP","01 Aug 2017","23","94.53","0.00","6961.534","0.000"
"USEP","01 Aug 2017","24","87.49","0.00","6902.495","0.000"
"USEP","01 Aug 2017","25","83.33","0.00","6800.849","0.000"
"USEP","01 Aug 2017","26","82.50","0.00","6779.060","0.000"
"USEP","01 Aug 2017","27","83.33","0.00","6816.320","0.000"
"USEP","01 Aug 2017","28","80.85","0.00","6864.286","0.000"
"USEP","01 Aug 2017","29","82.31","0.00","6888.569","0.000"
"USEP","01 Aug 2017","30","80.86","0.00","6880.543","0.000"
"USEP","01 Aug 2017","31","82.51","0.00","6898.415","0.000"
"USEP","01 Aug 2017","32","83.22","0.00","6905.770","0.000"
"USEP","01 Aug 2017","33","85.73","0.00","6914.453","0.000"
"USEP","01 Aug 2017","34","84.35","0.00","6870.826","0.000"
"USEP","01 Aug 2017","35","80.43","0.00","6776.689","0.000"
"USEP","01 Aug 2017","36","71.52","0.00","6644.701","0.000"
"USEP","01 Aug 2017","37","68.81","0.00","6548.994","0.000"
"USEP","01 Aug 2017","38","71.61","0.00","6557.184","0.000"
"USEP","01 Aug 2017","39","73.39","0.00","6570.554","0.000"
"USEP","01 Aug 2017","40","73.27","0.00","6551.737","0.000"
"USEP","01 Aug 2017","41","70.59","0.00","6502.977","0.000"
"USEP","01 Aug 2017","42","82.34","0.00","6467.878","0.000"
"USEP","01 Aug 2017","43","80.46","0.00","6412.170","0.000"
"USEP","01 Aug 2017","44","77.44","0.00","6308.093","0.000"
"USEP","01 Aug 2017","45","75.40","0.00","6177.655","0.000"
"USEP","01 Aug 2017","46","72.53","0.00","6059.002","0.000"
"USEP","01 Aug 2017","47","68.17","0.00","5924.702","0.000"
"USEP","01 Aug 2017","48","66.16","0.00","5787.336","0.000"
"USEP","02 Aug 2017","1","74.80","0.00","5652.962","0.000"
"USEP","02 Aug 2017","2","69.69","0.00","5543.056","0.000"
"USEP","02 Aug 2017","3","69.37","0.00","5444.690","0.000"
"USEP","02 Aug 2017","4","67.75","0.00","5366.203","0.000"
"USEP","02 Aug 2017","5","69.15","0.00","5305.689","0.000"
"USEP","02 Aug 2017","6","67.73","0.00","5256.222","0.000"
"USEP","02 Aug 2017","7","66.57","0.00","5221.442","0.000"
"USEP","02 Aug 2017","8","65.96","0.00","5203.098","0.000"
"USEP","02 Aug 2017","9","65.96","0.00","5200.876","0.000"
"USEP","02 Aug 2017","10","66.55","0.00","5231.859","0.000"
