"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Aug 2015","1","100.85","5148.860"
"USEP","01 Aug 2015","2","90.72","5045.156"
"USEP","01 Aug 2015","3","90.70","4983.265"
"USEP","01 Aug 2015","4","84.88","4907.269"
"USEP","01 Aug 2015","5","80.52","4853.081"
"USEP","01 Aug 2015","6","75.52","4813.112"
"USEP","01 Aug 2015","7","76.19","4762.438"
"USEP","01 Aug 2015","8","75.67","4734.407"
"USEP","01 Aug 2015","9","75.48","4725.401"
"USEP","01 Aug 2015","10","68.96","4714.408"
"USEP","01 Aug 2015","11","67.84","4732.151"
"USEP","01 Aug 2015","12","69.97","4803.624"
"USEP","01 Aug 2015","13","69.98","4856.242"
"USEP","01 Aug 2015","14","70.44","4881.415"
"USEP","01 Aug 2015","15","69.99","4963.201"
"USEP","01 Aug 2015","16","75.92","5162.245"
"USEP","01 Aug 2015","17","87.01","5400.208"
"USEP","01 Aug 2015","18","92.85","5568.870"
"USEP","01 Aug 2015","19","112.91","5671.153"
"USEP","01 Aug 2015","20","181.62","5762.973"
"USEP","01 Aug 2015","21","201.83","5821.510"
"USEP","01 Aug 2015","22","241.69","5846.549"
"USEP","01 Aug 2015","23","227.00","5840.376"
"USEP","01 Aug 2015","24","157.27","5783.191"
"USEP","01 Aug 2015","25","138.07","5730.639"
"USEP","01 Aug 2015","26","125.41","5713.249"
"USEP","01 Aug 2015","27","110.81","5702.682"
"USEP","01 Aug 2015","28","106.33","5692.916"
"USEP","01 Aug 2015","29","100.84","5671.183"
"USEP","01 Aug 2015","30","99.09","5629.166"
"USEP","01 Aug 2015","31","94.07","5595.807"
"USEP","01 Aug 2015","32","90.74","5578.338"
"USEP","01 Aug 2015","33","90.75","5550.844"
"USEP","01 Aug 2015","34","84.67","5508.495"
"USEP","01 Aug 2015","35","83.63","5473.630"
"USEP","01 Aug 2015","36","80.64","5449.704"
"USEP","01 Aug 2015","37","80.65","5462.383"
"USEP","01 Aug 2015","38","90.73","5543.364"
"USEP","01 Aug 2015","39","94.13","5597.905"
"USEP","01 Aug 2015","40","95.37","5611.667"
"USEP","01 Aug 2015","41","95.36","5607.726"
"USEP","01 Aug 2015","42","96.61","5592.746"
"USEP","01 Aug 2015","43","90.80","5555.143"
"USEP","01 Aug 2015","44","90.78","5503.445"
"USEP","01 Aug 2015","45","94.10","5428.035"
"USEP","01 Aug 2015","46","100.87","5349.778"
"USEP","01 Aug 2015","47","90.78","5267.474"
"USEP","01 Aug 2015","48","125.39","5182.965"
"USEP","02 Aug 2015","1","122.05","5095.214"
"USEP","02 Aug 2015","2","100.84","5006.107"
"USEP","02 Aug 2015","3","90.70","4915.638"
"USEP","02 Aug 2015","4","86.29","4831.769"
"USEP","02 Aug 2015","5","80.52","4776.284"
"USEP","02 Aug 2015","6","80.50","4724.656"
"USEP","02 Aug 2015","7","77.81","4668.182"
"USEP","02 Aug 2015","8","76.77","4639.033"
"USEP","02 Aug 2015","9","76.74","4622.980"
"USEP","02 Aug 2015","10","76.76","4618.551"
"USEP","02 Aug 2015","11","76.75","4627.850"
"USEP","02 Aug 2015","12","77.75","4667.272"
"USEP","02 Aug 2015","13","77.77","4702.639"
"USEP","02 Aug 2015","14","70.40","4692.619"
"USEP","02 Aug 2015","15","70.41","4702.962"
