"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Nov 2017","1","71.54","0.00","5015.281","0.000"
"USEP","01 Nov 2017","2","69.53","0.00","4906.722","0.000"
"USEP","01 Nov 2017","3","69.53","0.00","4886.161","0.000"
"USEP","01 Nov 2017","4","68.88","0.00","4817.530","0.000"
"USEP","01 Nov 2017","5","68.50","0.00","4764.724","0.000"
"USEP","01 Nov 2017","6","67.15","0.00","4726.097","0.000"
"USEP","01 Nov 2017","7","67.11","0.00","4699.686","0.000"
"USEP","01 Nov 2017","8","67.11","0.00","4688.315","0.000"
"USEP","01 Nov 2017","9","67.11","0.00","4676.988","0.000"
"USEP","01 Nov 2017","10","67.15","0.00","4711.480","0.000"
"USEP","01 Nov 2017","11","68.51","0.00","4777.720","0.000"
"USEP","01 Nov 2017","12","69.53","0.00","4917.999","0.000"
"USEP","01 Nov 2017","13","73.05","0.00","5104.433","0.000"
"USEP","01 Nov 2017","14","74.67","0.00","5260.988","0.000"
"USEP","01 Nov 2017","15","71.04","0.00","5464.410","0.000"
"USEP","01 Nov 2017","16","74.51","0.00","5752.829","0.000"
"USEP","01 Nov 2017","17","77.67","0.00","6052.317","0.000"
"USEP","01 Nov 2017","18","74.72","0.00","6210.363","0.000"
"USEP","01 Nov 2017","19","81.92","0.00","6335.820","0.000"
"USEP","01 Nov 2017","20","81.14","0.00","6405.887","0.000"
"USEP","01 Nov 2017","21","82.79","0.00","6476.019","0.000"
"USEP","01 Nov 2017","22","86.13","0.00","6509.954","0.000"
"USEP","01 Nov 2017","23","86.16","0.00","6498.106","0.000"
"USEP","01 Nov 2017","24","82.18","0.00","6438.212","0.000"
"USEP","01 Nov 2017","25","87.19","0.00","6379.487","0.000"
"USEP","01 Nov 2017","26","87.32","0.00","6409.009","0.000"
"USEP","01 Nov 2017","27","86.59","0.00","6480.035","0.000"
"USEP","01 Nov 2017","28","86.19","0.00","6517.111","0.000"
"USEP","01 Nov 2017","29","85.76","0.00","6491.486","0.000"
"USEP","01 Nov 2017","30","85.41","0.00","6472.475","0.000"
"USEP","01 Nov 2017","31","85.45","0.00","6463.500","0.000"
"USEP","01 Nov 2017","32","85.46","0.00","6464.717","0.000"
"USEP","01 Nov 2017","33","85.43","0.00","6450.289","0.000"
"USEP","01 Nov 2017","34","82.18","0.00","6418.983","0.000"
"USEP","01 Nov 2017","35","77.69","0.00","6344.200","0.000"
"USEP","01 Nov 2017","36","75.27","0.00","6225.516","0.000"
"USEP","01 Nov 2017","37","74.75","0.00","6147.040","0.000"
