"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Feb 2015","1","177.07","4840.273"
"USEP","01 Feb 2015","2","155.64","4757.373"
"USEP","01 Feb 2015","3","135.10","4639.058"
"USEP","01 Feb 2015","4","101.66","4573.558"
"USEP","01 Feb 2015","5","95.71","4510.419"
"USEP","01 Feb 2015","6","91.95","4454.298"
"USEP","01 Feb 2015","7","85.62","4415.045"
"USEP","01 Feb 2015","8","83.62","4380.483"
"USEP","01 Feb 2015","9","81.62","4362.562"
"USEP","01 Feb 2015","10","81.62","4353.889"
"USEP","01 Feb 2015","11","81.62","4357.035"
"USEP","01 Feb 2015","12","83.62","4406.134"
"USEP","01 Feb 2015","13","85.21","4450.585"
"USEP","01 Feb 2015","14","85.63","4473.005"
"USEP","01 Feb 2015","15","85.62","4485.490"
"USEP","01 Feb 2015","16","92.47","4577.445"
"USEP","01 Feb 2015","17","102.38","4733.304"
"USEP","01 Feb 2015","18","142.16","4845.203"
"USEP","01 Feb 2015","19","180.34","4954.886"
"USEP","01 Feb 2015","20","172.68","5051.031"
"USEP","01 Feb 2015","21","123.64","5120.755"
"USEP","01 Feb 2015","22","112.99","5155.376"
"USEP","01 Feb 2015","23","143.22","5172.115"
"USEP","01 Feb 2015","24","133.97","5146.818"
"USEP","01 Feb 2015","25","104.60","5130.432"
"USEP","01 Feb 2015","26","93.66","5143.746"
"USEP","01 Feb 2015","27","94.39","5165.470"
"USEP","01 Feb 2015","28","95.40","5172.870"
"USEP","01 Feb 2015","29","94.37","5164.849"
"USEP","01 Feb 2015","30","93.65","5159.188"
"USEP","01 Feb 2015","31","93.66","5145.307"
"USEP","01 Feb 2015","32","84.90","5126.307"
"USEP","01 Feb 2015","33","81.40","5107.952"
"USEP","01 Feb 2015","34","80.25","5106.178"
"USEP","01 Feb 2015","35","75.35","5120.631"
"USEP","01 Feb 2015","36","98.13","5107.575"
"USEP","01 Feb 2015","37","130.67","5152.891"
"USEP","01 Feb 2015","38","84.15","5250.030"
"USEP","01 Feb 2015","39","92.42","5314.535"
"USEP","01 Feb 2015","40","93.08","5328.531"
"USEP","01 Feb 2015","41","94.40","5351.249"
"USEP","01 Feb 2015","42","103.10","5378.102"
"USEP","01 Feb 2015","43","103.10","5356.343"
"USEP","01 Feb 2015","44","98.28","5288.617"
"USEP","01 Feb 2015","45","92.09","5188.735"
"USEP","01 Feb 2015","46","82.05","5072.114"
"USEP","01 Feb 2015","47","130.64","4962.391"
"USEP","01 Feb 2015","48","99.32","4822.888"
"USEP","02 Feb 2015","1","103.27","4687.023"
"USEP","02 Feb 2015","2","92.60","4581.833"
"USEP","02 Feb 2015","3","86.95","4522.611"
"USEP","02 Feb 2015","4","82.06","4460.297"
"USEP","02 Feb 2015","5","74.91","4414.284"
"USEP","02 Feb 2015","6","73.89","4378.386"
"USEP","02 Feb 2015","7","73.15","4351.752"
"USEP","02 Feb 2015","8","73.10","4332.185"
"USEP","02 Feb 2015","9","73.11","4341.360"
"USEP","02 Feb 2015","10","73.15","4361.886"
"USEP","02 Feb 2015","11","78.73","4451.276"
"USEP","02 Feb 2015","12","94.24","4610.868"
"USEP","02 Feb 2015","13","122.93","4819.160"
"USEP","02 Feb 2015","14","156.69","5029.809"
"USEP","02 Feb 2015","15","123.16","5249.021"
"USEP","02 Feb 2015","16","104.38","5529.538"
