"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Apr 2013","1","157.19","4671.233"
"USEP","01 Apr 2013","2","155.54","4584.989"
"USEP","01 Apr 2013","3","150.94","4477.051"
"USEP","01 Apr 2013","4","150.40","4432.753"
"USEP","01 Apr 2013","5","150.32","4380.046"
"USEP","01 Apr 2013","6","150.27","4342.294"
"USEP","01 Apr 2013","7","150.18","4304.984"
"USEP","01 Apr 2013","8","150.07","4284.165"
"USEP","01 Apr 2013","9","147.87","4296.361"
"USEP","01 Apr 2013","10","147.78","4303.140"
"USEP","01 Apr 2013","11","147.80","4373.158"
"USEP","01 Apr 2013","12","150.11","4492.676"
"USEP","01 Apr 2013","13","150.44","4646.955"
"USEP","01 Apr 2013","14","155.50","4828.111"
"USEP","01 Apr 2013","15","155.57","5048.884"
"USEP","01 Apr 2013","16","155.54","5336.831"
"USEP","01 Apr 2013","17","155.70","5627.993"
"USEP","01 Apr 2013","18","163.28","5862.269"
"USEP","01 Apr 2013","19","184.36","6021.960"
"USEP","01 Apr 2013","20","207.89","6126.807"
"USEP","01 Apr 2013","21","527.84","6225.924"
"USEP","01 Apr 2013","22","592.87","6281.330"
"USEP","01 Apr 2013","23","305.71","6283.601"
"USEP","01 Apr 2013","24","305.35","6252.404"
"USEP","01 Apr 2013","25","226.82","6220.969"
"USEP","01 Apr 2013","26","239.77","6258.308"
"USEP","01 Apr 2013","27","446.71","6327.645"
"USEP","01 Apr 2013","28","612.95","6353.235"
"USEP","01 Apr 2013","29","553.36","6345.542"
"USEP","01 Apr 2013","30","570.18","6349.717"
"USEP","01 Apr 2013","31","493.67","6336.427"
"USEP","01 Apr 2013","32","531.54","6340.363"
"USEP","01 Apr 2013","33","480.62","6328.932"
"USEP","01 Apr 2013","34","226.84","6223.031"
"USEP","01 Apr 2013","35","172.01","6063.952"
"USEP","01 Apr 2013","36","155.67","5896.999"
"USEP","01 Apr 2013","37","155.62","5769.022"
"USEP","01 Apr 2013","38","155.61","5744.296"
"USEP","01 Apr 2013","39","155.63","5743.178"
"USEP","01 Apr 2013","40","152.82","5684.467"
"USEP","01 Apr 2013","41","152.19","5638.644"
"USEP","01 Apr 2013","42","157.27","5609.067"
"USEP","01 Apr 2013","43","161.94","5559.114"
"USEP","01 Apr 2013","44","155.68","5446.767"
"USEP","01 Apr 2013","45","155.60","5301.231"
"USEP","01 Apr 2013","46","150.52","5106.963"
"USEP","01 Apr 2013","47","152.10","4992.946"
"USEP","01 Apr 2013","48","150.47","4854.353"
"USEP","02 Apr 2013","1","155.46","4707.823"
"USEP","02 Apr 2013","2","154.12","4602.682"
"USEP","02 Apr 2013","3","152.03","4549.309"
"USEP","02 Apr 2013","4","151.00","4507.701"
"USEP","02 Apr 2013","5","150.24","4484.272"
"USEP","02 Apr 2013","6","150.19","4459.869"
"USEP","02 Apr 2013","7","150.14","4422.281"
"USEP","02 Apr 2013","8","147.99","4376.378"
"USEP","02 Apr 2013","9","146.94","4351.767"
"USEP","02 Apr 2013","10","146.93","4358.670"
"USEP","02 Apr 2013","11","150.15","4467.135"
"USEP","02 Apr 2013","12","155.37","4605.724"
"USEP","02 Apr 2013","13","155.49","4766.116"
"USEP","02 Apr 2013","14","159.17","4915.936"
"USEP","02 Apr 2013","15","172.71","5125.308"
"USEP","02 Apr 2013","16","156.14","5395.507"
"USEP","02 Apr 2013","17","172.83","5638.813"
"USEP","02 Apr 2013","18","157.22","5830.203"
"USEP","02 Apr 2013","19","168.00","5993.621"
"USEP","02 Apr 2013","20","202.26","6143.437"
