"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Sep 2012","1","162.51","4671.536"
"USEP","01 Sep 2012","2","182.69","4571.823"
"USEP","01 Sep 2012","3","162.49","4407.773"
"USEP","01 Sep 2012","4","161.11","4344.749"
"USEP","01 Sep 2012","5","157.34","4294.631"
"USEP","01 Sep 2012","6","157.32","4275.159"
"USEP","01 Sep 2012","7","157.31","4237.307"
"USEP","01 Sep 2012","8","157.29","4209.227"
"USEP","01 Sep 2012","9","157.29","4201.046"
"USEP","01 Sep 2012","10","157.29","4205.639"
"USEP","01 Sep 2012","11","157.30","4255.294"
"USEP","01 Sep 2012","12","157.34","4310.242"
"USEP","01 Sep 2012","13","157.44","4372.983"
"USEP","01 Sep 2012","14","162.51","4398.097"
"USEP","01 Sep 2012","15","162.53","4466.335"
"USEP","01 Sep 2012","16","185.79","4657.789"
"USEP","01 Sep 2012","17","185.40","4910.201"
"USEP","01 Sep 2012","18","191.41","5030.654"
"USEP","01 Sep 2012","19","196.51","5147.091"
"USEP","01 Sep 2012","20","211.90","5290.689"
"USEP","01 Sep 2012","21","243.65","5400.695"
"USEP","01 Sep 2012","22","251.71","5491.557"
"USEP","01 Sep 2012","23","226.95","5468.963"
"USEP","01 Sep 2012","24","284.53","5406.967"
"USEP","01 Sep 2012","25","228.42","5358.962"
"USEP","01 Sep 2012","26","216.29","5326.016"
"USEP","01 Sep 2012","27","211.32","5311.171"
"USEP","01 Sep 2012","28","206.70","5287.131"
"USEP","01 Sep 2012","29","203.67","5267.768"
"USEP","01 Sep 2012","30","206.71","5216.189"
"USEP","01 Sep 2012","31","201.73","5168.606"
"USEP","01 Sep 2012","32","194.33","5137.195"
"USEP","01 Sep 2012","33","183.27","5119.313"
"USEP","01 Sep 2012","34","182.11","5094.449"
"USEP","01 Sep 2012","35","173.21","5078.923"
"USEP","01 Sep 2012","36","182.12","5070.797"
"USEP","01 Sep 2012","37","186.51","5096.307"
"USEP","01 Sep 2012","38","196.72","5166.643"
"USEP","01 Sep 2012","39","194.23","5202.596"
"USEP","01 Sep 2012","40","193.44","5185.882"
"USEP","01 Sep 2012","41","201.73","5171.588"
"USEP","01 Sep 2012","42","208.13","5164.361"
"USEP","01 Sep 2012","43","208.13","5154.133"
"USEP","01 Sep 2012","44","201.63","5081.889"
"USEP","01 Sep 2012","45","183.73","4979.885"
"USEP","01 Sep 2012","46","178.13","4907.974"
"USEP","01 Sep 2012","47","178.15","4812.386"
"USEP","01 Sep 2012","48","184.28","4720.227"
"USEP","02 Sep 2012","1","185.84","4613.243"
"USEP","02 Sep 2012","2","182.22","4530.607"
"USEP","02 Sep 2012","3","162.56","4405.567"
"USEP","02 Sep 2012","4","162.53","4370.021"
"USEP","02 Sep 2012","5","162.32","4307.991"
"USEP","02 Sep 2012","6","157.42","4239.062"
"USEP","02 Sep 2012","7","157.29","4194.734"
"USEP","02 Sep 2012","8","157.30","4166.540"
"USEP","02 Sep 2012","9","157.32","4151.416"
"USEP","02 Sep 2012","10","157.30","4149.010"
"USEP","02 Sep 2012","11","157.29","4166.664"
"USEP","02 Sep 2012","12","157.32","4216.930"
"USEP","02 Sep 2012","13","157.41","4265.766"
"USEP","02 Sep 2012","14","157.32","4270.129"
"USEP","02 Sep 2012","15","157.29","4272.018"
"USEP","02 Sep 2012","16","157.42","4339.431"
"USEP","02 Sep 2012","17","162.52","4450.003"
"USEP","02 Sep 2012","18","166.13","4569.910"
"USEP","02 Sep 2012","19","181.97","4699.811"
"USEP","02 Sep 2012","20","186.30","4807.625"
"USEP","02 Sep 2012","21","188.39","4900.927"
"USEP","02 Sep 2012","22","191.64","4943.892"
"USEP","02 Sep 2012","23","191.68","4966.928"
"USEP","02 Sep 2012","24","189.34","4920.056"
"USEP","02 Sep 2012","25","181.52","4883.000"
"USEP","02 Sep 2012","26","169.22","4870.714"
"USEP","02 Sep 2012","27","179.30","4934.762"
"USEP","02 Sep 2012","28","169.41","4963.131"
"USEP","02 Sep 2012","29","169.40","4969.672"
"USEP","02 Sep 2012","30","169.38","4968.355"
"USEP","02 Sep 2012","31","169.40","4959.071"
"USEP","02 Sep 2012","32","168.17","4945.433"
