"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Jul 2015","1","146.82","5400.869"
"USEP","01 Jul 2015","2","110.62","5295.505"
"USEP","01 Jul 2015","3","100.89","5202.352"
"USEP","01 Jul 2015","4","95.94","5137.260"
"USEP","01 Jul 2015","5","94.84","5077.938"
"USEP","01 Jul 2015","6","92.85","5030.082"
"USEP","01 Jul 2015","7","92.76","4986.550"
"USEP","01 Jul 2015","8","92.73","4952.898"
"USEP","01 Jul 2015","9","92.72","4962.709"
"USEP","01 Jul 2015","10","92.72","4970.890"
"USEP","01 Jul 2015","11","92.73","5019.889"
"USEP","01 Jul 2015","12","94.75","5151.768"
"USEP","01 Jul 2015","13","100.99","5305.276"
"USEP","01 Jul 2015","14","95.92","5418.423"
"USEP","01 Jul 2015","15","80.69","5556.500"
"USEP","01 Jul 2015","16","92.38","5855.729"
"USEP","01 Jul 2015","17","94.98","6156.786"
"USEP","01 Jul 2015","18","93.90","6345.835"
"USEP","01 Jul 2015","19","138.45","6464.862"
"USEP","01 Jul 2015","20","153.05","6546.330"
"USEP","01 Jul 2015","21","197.47","6622.659"
"USEP","01 Jul 2015","22","252.69","6658.344"
"USEP","01 Jul 2015","23","246.63","6643.916"
"USEP","01 Jul 2015","24","196.21","6536.519"
"USEP","01 Jul 2015","25","147.88","6410.067"
"USEP","01 Jul 2015","26","147.86","6377.996"
"USEP","01 Jul 2015","27","147.89","6406.305"
"USEP","01 Jul 2015","28","171.35","6450.588"
"USEP","01 Jul 2015","29","172.24","6464.906"
"USEP","01 Jul 2015","30","173.52","6457.968"
"USEP","01 Jul 2015","31","172.22","6470.443"
"USEP","01 Jul 2015","32","146.34","6463.535"
"USEP","01 Jul 2015","33","145.91","6447.511"
"USEP","01 Jul 2015","34","147.87","6412.488"
"USEP","01 Jul 2015","35","98.20","6332.948"
"USEP","01 Jul 2015","36","93.78","6195.428"
"USEP","01 Jul 2015","37","91.72","6108.050"
"USEP","01 Jul 2015","38","91.72","6108.826"
"USEP","01 Jul 2015","39","93.81","6139.958"
"USEP","01 Jul 2015","40","92.96","6109.179"
"USEP","01 Jul 2015","41","93.80","6064.921"
"USEP","01 Jul 2015","42","144.43","6020.673"
"USEP","01 Jul 2015","43","127.86","5951.351"
"USEP","01 Jul 2015","44","95.87","5848.318"
"USEP","01 Jul 2015","45","93.83","5733.124"
"USEP","01 Jul 2015","46","92.93","5624.151"
"USEP","01 Jul 2015","47","92.83","5502.645"
"USEP","01 Jul 2015","48","91.17","5384.081"
"USEP","02 Jul 2015","1","124.47","5267.559"
"USEP","02 Jul 2015","2","95.66","5156.186"
"USEP","02 Jul 2015","3","91.15","5047.129"
"USEP","02 Jul 2015","4","90.72","4982.390"
"USEP","02 Jul 2015","5","89.22","4934.718"
"USEP","02 Jul 2015","6","80.70","4882.503"
"USEP","02 Jul 2015","7","80.49","4844.204"
"USEP","02 Jul 2015","8","78.25","4818.534"
"USEP","02 Jul 2015","9","78.25","4816.000"
"USEP","02 Jul 2015","10","78.25","4833.906"
"USEP","02 Jul 2015","11","80.68","4896.777"
"USEP","02 Jul 2015","12","90.78","5020.058"
"USEP","02 Jul 2015","13","92.58","5184.296"
"USEP","02 Jul 2015","14","93.79","5312.513"
"USEP","02 Jul 2015","15","80.36","5479.688"
"USEP","02 Jul 2015","16","84.79","5758.645"
"USEP","02 Jul 2015","17","91.52","6053.047"
"USEP","02 Jul 2015","18","93.29","6250.595"
"USEP","02 Jul 2015","19","135.63","6380.720"
"USEP","02 Jul 2015","20","168.28","6457.268"
"USEP","02 Jul 2015","21","193.98","6526.669"
"USEP","02 Jul 2015","22","203.34","6574.644"
"USEP","02 Jul 2015","23","209.49","6567.254"
"USEP","02 Jul 2015","24","189.70","6507.221"
"USEP","02 Jul 2015","25","160.92","6459.837"
"USEP","02 Jul 2015","26","173.48","6480.294"
"USEP","02 Jul 2015","27","193.07","6540.421"
"USEP","02 Jul 2015","28","203.31","6572.179"
"USEP","02 Jul 2015","29","204.44","6578.714"
"USEP","02 Jul 2015","30","194.08","6563.238"
"USEP","02 Jul 2015","31","193.97","6549.516"
"USEP","02 Jul 2015","32","191.33","6554.794"
"USEP","02 Jul 2015","33","191.33","6551.613"
"USEP","02 Jul 2015","34","154.54","6519.437"
"USEP","02 Jul 2015","35","138.12","6428.377"
"USEP","02 Jul 2015","36","95.79","6291.309"
"USEP","02 Jul 2015","37","92.96","6189.439"
"USEP","02 Jul 2015","38","93.91","6196.074"
"USEP","02 Jul 2015","39","95.97","6207.282"
"USEP","02 Jul 2015","40","95.97","6188.415"
"USEP","02 Jul 2015","41","95.83","6138.974"
"USEP","02 Jul 2015","42","153.10","6090.874"
"USEP","02 Jul 2015","43","151.65","6037.874"
"USEP","02 Jul 2015","44","132.64","5935.567"
"USEP","02 Jul 2015","45","105.00","5819.115"
"USEP","02 Jul 2015","46","95.75","5694.874"
"USEP","02 Jul 2015","47","94.72","5574.670"
"USEP","02 Jul 2015","48","90.88","5411.763"
"USEP","03 Jul 2015","1","104.91","5242.222"
"USEP","03 Jul 2015","2","93.88","5132.892"
"USEP","03 Jul 2015","3","92.67","5089.479"
"USEP","03 Jul 2015","4","91.13","5024.725"
"USEP","03 Jul 2015","5","90.79","4966.451"
"USEP","03 Jul 2015","6","90.71","4932.805"
"USEP","03 Jul 2015","7","83.52","4884.730"
"USEP","03 Jul 2015","8","80.69","4867.971"
"USEP","03 Jul 2015","9","80.58","4857.166"
"USEP","03 Jul 2015","10","80.67","4878.149"
"USEP","03 Jul 2015","11","90.65","4926.443"
"USEP","03 Jul 2015","12","92.45","5053.193"
"USEP","03 Jul 2015","13","93.68","5201.935"
"USEP","03 Jul 2015","14","94.69","5333.223"
"USEP","03 Jul 2015","15","80.28","5483.580"
"USEP","03 Jul 2015","16","90.89","5773.122"
"USEP","03 Jul 2015","17","93.93","6077.227"
"USEP","03 Jul 2015","18","93.22","6263.502"
"USEP","03 Jul 2015","19","104.41","6369.840"
"USEP","03 Jul 2015","20","145.00","6460.866"
"USEP","03 Jul 2015","21","191.07","6538.771"
"USEP","03 Jul 2015","22","192.06","6563.626"
"USEP","03 Jul 2015","23","192.06","6567.472"
"USEP","03 Jul 2015","24","145.02","6482.197"
"USEP","03 Jul 2015","25","141.28","6429.933"
"USEP","03 Jul 2015","26","142.90","6446.423"
"USEP","03 Jul 2015","27","191.09","6509.577"
"USEP","03 Jul 2015","28","198.29","6551.310"
"USEP","03 Jul 2015","29","202.17","6555.669"
"USEP","03 Jul 2015","30","191.83","6540.883"
"USEP","03 Jul 2015","31","198.27","6549.307"
"USEP","03 Jul 2015","32","191.83","6541.882"
"USEP","03 Jul 2015","33","199.40","6541.111"
"USEP","03 Jul 2015","34","145.01","6492.932"
"USEP","03 Jul 2015","35","114.97","6413.228"
"USEP","03 Jul 2015","36","93.93","6259.616"
"USEP","03 Jul 2015","37","91.30","6144.958"
"USEP","03 Jul 2015","38","92.64","6142.831"
"USEP","03 Jul 2015","39","93.88","6132.970"
"USEP","03 Jul 2015","40","93.88","6118.483"
"USEP","03 Jul 2015","41","91.31","6044.106"
"USEP","03 Jul 2015","42","99.05","5981.887"
