"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Feb 2016","1","50.42","4981.903"
"USEP","01 Feb 2016","2","50.41","4879.720"
"USEP","01 Feb 2016","3","43.32","4746.722"
"USEP","01 Feb 2016","4","42.31","4679.856"
"USEP","01 Feb 2016","5","42.27","4630.285"
"USEP","01 Feb 2016","6","42.26","4582.479"
"USEP","01 Feb 2016","7","41.54","4549.960"
"USEP","01 Feb 2016","8","41.54","4539.235"
"USEP","01 Feb 2016","9","41.22","4523.048"
"USEP","01 Feb 2016","10","39.46","4547.366"
"USEP","01 Feb 2016","11","41.54","4631.135"
"USEP","01 Feb 2016","12","42.61","4768.874"
"USEP","01 Feb 2016","13","49.39","4952.063"
"USEP","01 Feb 2016","14","50.70","5133.677"
"USEP","01 Feb 2016","15","50.37","5330.668"
"USEP","01 Feb 2016","16","52.69","5588.705"
"USEP","01 Feb 2016","17","60.50","5895.970"
"USEP","01 Feb 2016","18","56.15","6081.143"
"USEP","01 Feb 2016","19","61.92","6224.244"
"USEP","01 Feb 2016","20","73.23","6336.939"
"USEP","01 Feb 2016","21","100.91","6407.532"
"USEP","01 Feb 2016","22","100.93","6451.273"
"USEP","01 Feb 2016","23","73.14","6453.366"
"USEP","01 Feb 2016","24","60.54","6394.814"
"USEP","01 Feb 2016","25","57.50","6346.436"
"USEP","01 Feb 2016","26","60.51","6368.831"
"USEP","01 Feb 2016","27","73.14","6415.475"
"USEP","01 Feb 2016","28","72.15","6464.414"
"USEP","01 Feb 2016","29","94.45","6485.069"
"USEP","01 Feb 2016","30","74.11","6463.629"
"USEP","01 Feb 2016","31","70.62","6469.464"
"USEP","01 Feb 2016","32","69.35","6469.648"
"USEP","01 Feb 2016","33","60.58","6454.961"
"USEP","01 Feb 2016","34","60.54","6424.291"
"USEP","01 Feb 2016","35","57.47","6360.993"
"USEP","01 Feb 2016","36","52.43","6239.109"
"USEP","01 Feb 2016","37","52.31","6142.308"
"USEP","01 Feb 2016","38","50.77","6113.661"
"USEP","01 Feb 2016","39","51.93","6125.644"
"USEP","01 Feb 2016","40","51.93","6078.200"
"USEP","01 Feb 2016","41","51.73","6007.095"
"USEP","01 Feb 2016","42","62.02","5954.492"
"USEP","01 Feb 2016","43","70.58","5875.360"
"USEP","01 Feb 2016","44","60.45","5764.479"
"USEP","01 Feb 2016","45","51.94","5622.978"
"USEP","01 Feb 2016","46","48.60","5487.466"
"USEP","01 Feb 2016","47","46.34","5359.041"
"USEP","01 Feb 2016","48","43.30","5196.249"
"USEP","02 Feb 2016","1","45.38","5034.481"
"USEP","02 Feb 2016","2","43.10","4929.932"
"USEP","02 Feb 2016","3","42.53","4868.189"
"USEP","02 Feb 2016","4","40.54","4798.425"
"USEP","02 Feb 2016","5","45.68","4746.524"
"USEP","02 Feb 2016","6","45.30","4700.094"
"USEP","02 Feb 2016","7","43.19","4660.602"
"USEP","02 Feb 2016","8","42.76","4635.857"
"USEP","02 Feb 2016","9","41.56","4622.761"
"USEP","02 Feb 2016","10","42.58","4647.104"
"USEP","02 Feb 2016","11","43.72","4716.132"
"USEP","02 Feb 2016","12","46.19","4843.563"
"USEP","02 Feb 2016","13","49.07","5032.507"
"USEP","02 Feb 2016","14","51.73","5207.163"
"USEP","02 Feb 2016","15","46.21","5398.001"
"USEP","02 Feb 2016","16","51.63","5670.849"
"USEP","02 Feb 2016","17","60.83","5951.987"
"USEP","02 Feb 2016","18","53.68","6115.923"
"USEP","02 Feb 2016","19","53.72","6232.345"
"USEP","02 Feb 2016","20","57.22","6303.853"
"USEP","02 Feb 2016","21","61.93","6337.659"
"USEP","02 Feb 2016","22","62.49","6369.885"
"USEP","02 Feb 2016","23","62.50","6369.477"
"USEP","02 Feb 2016","24","55.56","6320.413"
"USEP","02 Feb 2016","25","53.80","6285.688"
"USEP","02 Feb 2016","26","58.26","6325.030"
"USEP","02 Feb 2016","27","64.94","6382.021"
"USEP","02 Feb 2016","28","68.31","6423.844"
"USEP","02 Feb 2016","29","63.89","6391.420"
"USEP","02 Feb 2016","30","62.95","6381.405"
"USEP","02 Feb 2016","31","62.95","6385.068"
"USEP","02 Feb 2016","32","63.89","6387.369"
"USEP","02 Feb 2016","33","64.94","6396.449"
"USEP","02 Feb 2016","34","64.95","6372.424"
"USEP","02 Feb 2016","35","62.51","6303.346"
"USEP","02 Feb 2016","36","53.73","6192.386"
"USEP","02 Feb 2016","37","52.78","6089.363"
"USEP","02 Feb 2016","38","53.73","6088.717"
"USEP","02 Feb 2016","39","62.56","6095.610"
"USEP","02 Feb 2016","40","61.89","6051.919"
"USEP","02 Feb 2016","41","68.35","5996.951"
"USEP","02 Feb 2016","42","95.55","5943.334"
"USEP","02 Feb 2016","43","69.38","5860.301"
"USEP","02 Feb 2016","44","61.99","5755.354"
"USEP","02 Feb 2016","45","54.86","5608.361"
"USEP","02 Feb 2016","46","51.69","5476.492"
"USEP","02 Feb 2016","47","50.41","5338.530"
"USEP","02 Feb 2016","48","48.60","5224.633"
"USEP","03 Feb 2016","1","58.38","5120.138"
"USEP","03 Feb 2016","2","51.76","5006.470"
"USEP","03 Feb 2016","3","48.61","4885.728"
"USEP","03 Feb 2016","4","45.71","4802.918"
"USEP","03 Feb 2016","5","43.20","4741.897"
"USEP","03 Feb 2016","6","43.18","4693.921"
"USEP","03 Feb 2016","7","42.30","4665.677"
"USEP","03 Feb 2016","8","42.26","4637.830"
"USEP","03 Feb 2016","9","41.55","4630.042"
"USEP","03 Feb 2016","10","42.26","4653.595"
