"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Jul 2018","1","93.04","0.00","5370.915","0.000"
"USEP","01 Jul 2018","2","89.90","0.00","5263.538","0.000"
"USEP","01 Jul 2018","3","88.35","0.00","5204.564","0.000"
"USEP","01 Jul 2018","4","90.23","0.00","5133.921","0.000"
"USEP","01 Jul 2018","5","90.77","0.00","5076.721","0.000"
"USEP","01 Jul 2018","6","89.87","0.00","5008.209","0.000"
"USEP","01 Jul 2018","7","88.16","0.00","4970.765","0.000"
"USEP","01 Jul 2018","8","87.65","0.00","4943.251","0.000"
"USEP","01 Jul 2018","9","85.83","0.00","4916.508","0.000"
"USEP","01 Jul 2018","10","85.93","0.00","4930.976","0.000"
"USEP","01 Jul 2018","11","87.62","0.00","4952.516","0.000"
"USEP","01 Jul 2018","12","87.84","0.00","5001.286","0.000"
"USEP","01 Jul 2018","13","87.75","0.00","5016.176","0.000"
"USEP","01 Jul 2018","14","87.66","0.00","5036.876","0.000"
"USEP","01 Jul 2018","15","87.10","0.00","5076.264","0.000"
"USEP","01 Jul 2018","16","85.51","0.00","5151.604","0.000"
"USEP","01 Jul 2018","17","87.80","0.00","5276.341","0.000"
"USEP","01 Jul 2018","18","89.87","0.00","5378.489","0.000"
"USEP","01 Jul 2018","19","91.95","0.00","5475.563","0.000"
"USEP","01 Jul 2018","20","100.53","0.00","5575.142","0.000"
"USEP","01 Jul 2018","21","103.34","0.00","5649.608","0.000"
"USEP","01 Jul 2018","22","94.41","0.00","5680.312","0.000"
"USEP","01 Jul 2018","23","99.65","0.00","5696.957","0.000"
"USEP","01 Jul 2018","24","92.80","0.00","5681.396","0.000"
"USEP","01 Jul 2018","25","92.70","0.00","5658.922","0.000"
"USEP","01 Jul 2018","26","92.03","0.00","5646.303","0.000"
"USEP","01 Jul 2018","27","92.53","0.00","5651.332","0.000"
"USEP","01 Jul 2018","28","92.54","0.00","5658.057","0.000"
"USEP","01 Jul 2018","29","91.98","0.00","5639.852","0.000"
"USEP","01 Jul 2018","30","91.98","0.00","5625.618","0.000"
"USEP","01 Jul 2018","31","91.96","0.00","5623.958","0.000"
"USEP","01 Jul 2018","32","91.90","0.00","5597.771","0.000"
"USEP","01 Jul 2018","33","91.87","0.00","5587.746","0.000"
"USEP","01 Jul 2018","34","91.62","0.00","5571.355","0.000"
"USEP","01 Jul 2018","35","91.87","0.00","5569.581","0.000"
"USEP","01 Jul 2018","36","91.87","0.00","5569.019","0.000"
"USEP","01 Jul 2018","37","91.84","0.00","5595.122","0.000"
"USEP","01 Jul 2018","38","100.68","0.00","5712.419","0.000"
"USEP","01 Jul 2018","39","105.21","0.00","5806.535","0.000"
"USEP","01 Jul 2018","40","110.97","0.00","5858.293","0.000"
"USEP","01 Jul 2018","41","111.89","0.00","5874.545","0.000"
"USEP","01 Jul 2018","42","112.88","0.00","5910.811","0.000"
"USEP","01 Jul 2018","43","111.90","0.00","5906.313","0.000"
"USEP","01 Jul 2018","44","104.61","0.00","5824.785","0.000"
"USEP","01 Jul 2018","45","98.91","0.00","5717.677","0.000"
"USEP","01 Jul 2018","46","91.28","0.00","5604.883","0.000"
"USEP","01 Jul 2018","47","87.72","0.00","5475.852","0.000"
"USEP","01 Jul 2018","48","85.18","0.00","5348.570","0.000"
"USEP","02 Jul 2018","1","84.95","0.00","5210.399","0.000"
"USEP","02 Jul 2018","2","84.94","0.00","5101.680","0.000"
"USEP","02 Jul 2018","3","81.74","0.00","5039.968","0.000"
"USEP","02 Jul 2018","4","84.07","0.00","4966.988","0.000"
"USEP","02 Jul 2018","5","83.72","0.00","4920.201","0.000"
"USEP","02 Jul 2018","6","75.61","0.00","4867.171","0.000"
"USEP","02 Jul 2018","7","75.56","0.00","4847.122","0.000"
"USEP","02 Jul 2018","8","70.49","0.00","4827.962","0.000"
"USEP","02 Jul 2018","9","70.49","0.00","4837.048","0.000"
"USEP","02 Jul 2018","10","70.58","0.00","4859.572","0.000"
"USEP","02 Jul 2018","11","75.62","0.00","4922.780","0.000"
"USEP","02 Jul 2018","12","84.47","0.00","5068.938","0.000"
"USEP","02 Jul 2018","13","86.30","0.00","5245.328","0.000"
"USEP","02 Jul 2018","14","87.80","0.00","5424.308","0.000"
"USEP","02 Jul 2018","15","94.00","0.00","5631.547","0.000"
"USEP","02 Jul 2018","16","97.20","0.00","5916.949","0.000"
"USEP","02 Jul 2018","17","103.98","0.00","6252.583","0.000"
"USEP","02 Jul 2018","18","111.67","0.00","6431.950","0.000"
"USEP","02 Jul 2018","19","113.70","0.00","6537.498","0.000"
"USEP","02 Jul 2018","20","114.80","0.00","6588.078","0.000"
"USEP","02 Jul 2018","21","113.53","0.00","6646.272","0.000"
"USEP","02 Jul 2018","22","112.01","0.00","6688.606","0.000"
"USEP","02 Jul 2018","23","107.88","0.00","6682.264","0.000"
"USEP","02 Jul 2018","24","103.85","0.00","6628.370","0.000"
"USEP","02 Jul 2018","25","102.92","0.00","6563.158","0.000"
"USEP","02 Jul 2018","26","102.93","0.00","6582.139","0.000"
"USEP","02 Jul 2018","27","103.75","0.00","6626.834","0.000"
"USEP","02 Jul 2018","28","103.92","0.00","6649.800","0.000"
"USEP","02 Jul 2018","29","103.96","0.00","6658.702","0.000"
"USEP","02 Jul 2018","30","104.02","0.00","6655.556","0.000"
"USEP","02 Jul 2018","31","104.02","0.00","6653.319","0.000"
"USEP","02 Jul 2018","32","103.96","0.00","6655.928","0.000"
"USEP","02 Jul 2018","33","103.94","0.00","6636.297","0.000"
"USEP","02 Jul 2018","34","102.90","0.00","6569.252","0.000"
"USEP","02 Jul 2018","35","98.71","0.00","6487.371","0.000"
"USEP","02 Jul 2018","36","92.56","0.00","6362.077","0.000"
"USEP","02 Jul 2018","37","91.55","0.00","6288.009","0.000"
"USEP","02 Jul 2018","38","94.54","0.00","6318.386","0.000"
"USEP","02 Jul 2018","39","103.57","0.00","6354.965","0.000"
"USEP","02 Jul 2018","40","104.86","0.00","6354.344","0.000"
"USEP","02 Jul 2018","41","101.00","0.00","6348.907","0.000"
"USEP","02 Jul 2018","42","107.99","0.00","6310.906","0.000"
"USEP","02 Jul 2018","43","105.86","0.00","6256.917","0.000"
"USEP","02 Jul 2018","44","101.86","0.00","6144.331","0.000"
"USEP","02 Jul 2018","45","94.35","0.00","5999.938","0.000"
"USEP","02 Jul 2018","46","94.12","0.00","5868.044","0.000"
"USEP","02 Jul 2018","47","92.18","0.00","5712.443","0.000"
"USEP","02 Jul 2018","48","93.26","0.00","5591.469","0.000"
"USEP","03 Jul 2018","1","104.12","0.00","5488.132","0.000"
"USEP","03 Jul 2018","2","100.03","0.00","5371.472","0.000"
"USEP","03 Jul 2018","3","97.38","0.00","5261.585","0.000"
"USEP","03 Jul 2018","4","99.63","0.00","5189.833","0.000"
"USEP","03 Jul 2018","5","93.01","0.00","5119.761","0.000"
"USEP","03 Jul 2018","6","92.46","0.00","5089.350","0.000"
"USEP","03 Jul 2018","7","91.95","0.00","5054.574","0.000"
"USEP","03 Jul 2018","8","91.91","0.00","5032.388","0.000"
"USEP","03 Jul 2018","9","91.92","0.00","5033.671","0.000"
"USEP","03 Jul 2018","10","91.93","0.00","5054.112","0.000"
"USEP","03 Jul 2018","11","92.44","0.00","5122.127","0.000"
"USEP","03 Jul 2018","12","91.94","0.00","5248.593","0.000"
"USEP","03 Jul 2018","13","94.51","0.00","5426.847","0.000"
"USEP","03 Jul 2018","14","102.41","0.00","5613.376","0.000"
"USEP","03 Jul 2018","15","91.99","0.00","5817.301","0.000"
"USEP","03 Jul 2018","16","95.67","0.00","6092.897","0.000"
"USEP","03 Jul 2018","17","103.95","0.00","6373.682","0.000"
"USEP","03 Jul 2018","18","107.44","0.00","6546.956","0.000"
"USEP","03 Jul 2018","19","108.01","0.00","6650.243","0.000"
"USEP","03 Jul 2018","20","109.02","0.00","6685.386","0.000"
"USEP","03 Jul 2018","21","112.89","0.00","6696.697","0.000"
"USEP","03 Jul 2018","22","112.92","0.00","6706.105","0.000"
"USEP","03 Jul 2018","23","107.50","0.00","6649.184","0.000"
"USEP","03 Jul 2018","24","105.10","0.00","6587.288","0.000"
"USEP","03 Jul 2018","25","104.15","0.00","6556.200","0.000"
"USEP","03 Jul 2018","26","106.40","0.00","6607.665","0.000"
"USEP","03 Jul 2018","27","110.00","0.00","6686.444","0.000"
"USEP","03 Jul 2018","28","113.67","0.00","6739.047","0.000"
"USEP","03 Jul 2018","29","112.89","0.00","6717.835","0.000"
"USEP","03 Jul 2018","30","111.03","0.00","6707.030","0.000"
"USEP","03 Jul 2018","31","111.04","0.00","6704.888","0.000"
"USEP","03 Jul 2018","32","111.03","0.00","6712.860","0.000"
"USEP","03 Jul 2018","33","109.76","0.00","6689.625","0.000"
"USEP","03 Jul 2018","34","108.07","0.00","6647.952","0.000"
"USEP","03 Jul 2018","35","105.98","0.00","6591.651","0.000"
"USEP","03 Jul 2018","36","102.20","0.00","6482.724","0.000"
"USEP","03 Jul 2018","37","96.17","0.00","6418.442","0.000"
"USEP","03 Jul 2018","38","100.97","0.00","6440.116","0.000"
"USEP","03 Jul 2018","39","103.80","0.00","6454.966","0.000"
"USEP","03 Jul 2018","40","104.81","0.00","6457.422","0.000"
"USEP","03 Jul 2018","41","105.91","0.00","6444.013","0.000"
"USEP","03 Jul 2018","42","117.68","0.00","6418.149","0.000"
"USEP","03 Jul 2018","43","114.94","0.00","6341.924","0.000"
"USEP","03 Jul 2018","44","108.35","0.00","6212.117","0.000"
"USEP","03 Jul 2018","45","103.18","0.00","6062.719","0.000"
"USEP","03 Jul 2018","46","94.27","0.00","5889.982","0.000"
"USEP","03 Jul 2018","47","93.01","0.00","5741.076","0.000"
"USEP","03 Jul 2018","48","90.72","0.00","5549.557","0.000"
"USEP","04 Jul 2018","1","100.95","0.00","5389.115","0.000"
"USEP","04 Jul 2018","2","97.02","0.00","5268.732","0.000"
"USEP","04 Jul 2018","3","97.53","0.00","5204.594","0.000"
"USEP","04 Jul 2018","4","98.26","0.00","5134.885","0.000"
"USEP","04 Jul 2018","5","97.00","0.00","5089.449","0.000"
"USEP","04 Jul 2018","6","94.95","0.00","5039.630","0.000"
"USEP","04 Jul 2018","7","94.44","0.00","5013.587","0.000"
"USEP","04 Jul 2018","8","94.44","0.00","4987.668","0.000"
"USEP","04 Jul 2018","9","94.43","0.00","5000.029","0.000"
"USEP","04 Jul 2018","10","94.95","0.00","5036.136","0.000"
"USEP","04 Jul 2018","11","95.81","0.00","5098.370","0.000"
