"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 May 2012","1","225.56","4702.867"
"USEP","01 May 2012","2","220.37","4606.599"
"USEP","01 May 2012","3","211.48","4561.779"
"USEP","01 May 2012","4","211.11","4494.157"
"USEP","01 May 2012","5","209.26","4471.400"
"USEP","01 May 2012","6","208.53","4453.170"
"USEP","01 May 2012","7","200.92","4419.727"
"USEP","01 May 2012","8","200.88","4393.893"
"USEP","01 May 2012","9","200.89","4392.754"
"USEP","01 May 2012","10","200.88","4388.127"
"USEP","01 May 2012","11","200.89","4402.456"
"USEP","01 May 2012","12","200.93","4436.833"
"USEP","01 May 2012","13","211.03","4489.848"
"USEP","01 May 2012","14","200.92","4473.050"
"USEP","01 May 2012","15","200.88","4467.334"
"USEP","01 May 2012","16","196.55","4549.846"
"USEP","01 May 2012","17","210.47","4700.035"
"USEP","01 May 2012","18","233.79","4815.130"
"USEP","01 May 2012","19","256.69","4939.753"
"USEP","01 May 2012","20","234.73","4977.162"
"USEP","01 May 2012","21","193.41","4977.624"
"USEP","01 May 2012","22","191.26","4996.232"
"USEP","01 May 2012","23","193.43","5024.009"
"USEP","01 May 2012","24","193.40","5019.958"
"USEP","01 May 2012","25","192.43","5020.222"
"USEP","01 May 2012","26","194.00","5051.647"
"USEP","01 May 2012","27","211.57","5078.271"
"USEP","01 May 2012","28","212.33","5084.981"
"USEP","01 May 2012","29","211.66","5081.129"
"USEP","01 May 2012","30","211.68","5069.102"
"USEP","01 May 2012","31","213.99","5070.389"
"USEP","01 May 2012","32","215.69","5078.719"
"USEP","01 May 2012","33","213.86","5075.598"
"USEP","01 May 2012","34","211.51","5061.299"
"USEP","01 May 2012","35","211.48","5044.033"
"USEP","01 May 2012","36","211.52","5053.720"
"USEP","01 May 2012","37","232.05","5110.895"
"USEP","01 May 2012","38","284.77","5182.880"
"USEP","01 May 2012","39","266.22","5147.842"
"USEP","01 May 2012","40","267.40","5151.445"
"USEP","01 May 2012","41","267.40","5144.899"
"USEP","01 May 2012","42","259.72","5118.101"
"USEP","01 May 2012","43","215.88","5080.245"
"USEP","01 May 2012","44","277.48","5177.463"
"USEP","01 May 2012","45","263.54","5135.004"
"USEP","01 May 2012","46","219.92","5011.430"
"USEP","01 May 2012","47","256.38","4862.872"
"USEP","01 May 2012","48","252.58","4764.302"
"USEP","02 May 2012","1","224.27","4678.430"
"USEP","02 May 2012","2","221.24","4632.348"
"USEP","02 May 2012","3","221.14","4518.157"
"USEP","02 May 2012","4","221.13","4491.011"
"USEP","02 May 2012","5","210.91","4396.497"
"USEP","02 May 2012","6","187.11","4194.188"
"USEP","02 May 2012","7","179.49","4140.601"
"USEP","02 May 2012","8","181.26","4181.997"
"USEP","02 May 2012","9","188.28","4237.298"
"USEP","02 May 2012","10","191.62","4319.507"
"USEP","02 May 2012","11","191.67","4410.239"
"USEP","02 May 2012","12","191.70","4440.884"
"USEP","02 May 2012","13","200.90","4567.852"
"USEP","02 May 2012","14","208.65","4685.865"
"USEP","02 May 2012","15","215.56","4895.798"
"USEP","02 May 2012","16","206.09","5209.564"
"USEP","02 May 2012","17","247.69","5526.044"
"USEP","02 May 2012","18","221.28","5554.810"
"USEP","02 May 2012","19","248.67","5777.138"
"USEP","02 May 2012","20","332.51","6044.345"
"USEP","02 May 2012","21","319.48","6107.489"
"USEP","02 May 2012","22","321.94","6141.991"
"USEP","02 May 2012","23","362.57","6148.879"
"USEP","02 May 2012","24","321.78","6055.985"
"USEP","02 May 2012","25","321.46","6030.255"
"USEP","02 May 2012","26","343.16","6065.537"
"USEP","02 May 2012","27","332.33","6116.629"
"USEP","02 May 2012","28","343.20","6173.471"
