"PRICE TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Dec 2010","1","171.32","4529.991"
"USEP","01 Dec 2010","2","155.71","4417.967"
"USEP","01 Dec 2010","3","137.04","4264.195"
"USEP","01 Dec 2010","4","137.01","4233.973"
"USEP","01 Dec 2010","5","135.88","4202.721"
"USEP","01 Dec 2010","6","128.09","4149.985"
"USEP","01 Dec 2010","7","128.04","4119.056"
"USEP","01 Dec 2010","8","127.84","4100.499"
"USEP","01 Dec 2010","9","127.84","4103.421"
"USEP","01 Dec 2010","10","128.10","4125.493"
"USEP","01 Dec 2010","11","127.98","4186.251"
"USEP","01 Dec 2010","12","132.40","4285.467"
"USEP","01 Dec 2010","13","130.89","4419.553"
"USEP","01 Dec 2010","14","128.13","4584.154"
"USEP","01 Dec 2010","15","126.13","4785.911"
"USEP","01 Dec 2010","16","140.92","5084.812"
"USEP","01 Dec 2010","17","171.89","5388.444"
"USEP","01 Dec 2010","18","166.23","5587.905"
"USEP","01 Dec 2010","19","166.23","5696.410"
"USEP","01 Dec 2010","20","166.36","5762.650"
"USEP","01 Dec 2010","21","167.19","5816.098"
"USEP","01 Dec 2010","22","170.43","5878.302"
"USEP","01 Dec 2010","23","170.41","5897.029"
"USEP","01 Dec 2010","24","170.44","5890.633"
"USEP","01 Dec 2010","25","169.29","5856.603"
"USEP","01 Dec 2010","26","168.45","5864.585"
"USEP","01 Dec 2010","27","169.28","5885.156"
"USEP","01 Dec 2010","28","168.42","5883.292"
"USEP","01 Dec 2010","29","168.38","5863.447"
"USEP","01 Dec 2010","30","168.37","5835.898"
"USEP","01 Dec 2010","31","168.38","5829.333"
"USEP","01 Dec 2010","32","168.38","5834.263"
"USEP","01 Dec 2010","33","167.21","5821.122"
"USEP","01 Dec 2010","34","167.16","5804.876"
"USEP","01 Dec 2010","35","168.45","5763.376"
"USEP","01 Dec 2010","36","166.37","5638.082"
"USEP","01 Dec 2010","37","166.09","5573.999"
"USEP","01 Dec 2010","38","165.99","5565.933"
"USEP","01 Dec 2010","39","162.28","5546.778"
"USEP","01 Dec 2010","40","162.21","5537.509"
"USEP","01 Dec 2010","41","161.15","5486.671"
"USEP","01 Dec 2010","42","166.30","5431.211"
"USEP","01 Dec 2010","43","166.29","5361.313"
"USEP","01 Dec 2010","44","181.57","5238.335"
"USEP","01 Dec 2010","45","172.91","5105.512"
"USEP","01 Dec 2010","46","159.42","4967.818"
"USEP","01 Dec 2010","47","166.20","4850.869"
"USEP","01 Dec 2010","48","156.89","4721.719"
"USEP","02 Dec 2010","1","156.09","4605.570"
"USEP","02 Dec 2010","2","145.70","4504.152"
"USEP","02 Dec 2010","3","133.43","4380.424"
"USEP","02 Dec 2010","4","141.70","4326.082"
"USEP","02 Dec 2010","5","140.73","4295.715"
"USEP","02 Dec 2010","6","128.05","4243.078"
"USEP","02 Dec 2010","7","135.64","4205.539"
"USEP","02 Dec 2010","8","128.06","4177.568"
"USEP","02 Dec 2010","9","125.97","4165.690"
"USEP","02 Dec 2010","10","126.04","4166.739"
"USEP","02 Dec 2010","11","126.08","4204.287"
"USEP","02 Dec 2010","12","128.24","4303.185"
"USEP","02 Dec 2010","13","144.86","4456.843"
"USEP","02 Dec 2010","14","146.28","4605.043"
"USEP","02 Dec 2010","15","133.47","4792.154"
"USEP","02 Dec 2010","16","152.22","5074.151"
"USEP","02 Dec 2010","17","168.42","5355.389"
"USEP","02 Dec 2010","18","168.38","5576.688"
"USEP","02 Dec 2010","19","312.92","5735.698"
"USEP","02 Dec 2010","20","312.84","5838.945"
"USEP","02 Dec 2010","21","408.24","5919.210"
"USEP","02 Dec 2010","22","512.78","5987.125"
"USEP","02 Dec 2010","23","521.84","5999.630"
"USEP","02 Dec 2010","24","481.02","5946.779"
"USEP","02 Dec 2010","25","408.20","5902.332"
"USEP","02 Dec 2010","26","353.71","5904.996"
"USEP","02 Dec 2010","27","361.54","5960.173"
"USEP","02 Dec 2010","28","408.23","5992.264"
"USEP","02 Dec 2010","29","408.22","5990.475"
"USEP","02 Dec 2010","30","706.92","5967.211"
"USEP","02 Dec 2010","31","708.07","5989.352"
"USEP","02 Dec 2010","32","706.93","5968.791"
"USEP","02 Dec 2010","33","706.84","5949.224"
"USEP","02 Dec 2010","34","408.17","5913.564"
"USEP","02 Dec 2010","35","311.76","5776.204"
"USEP","02 Dec 2010","36","170.42","5650.229"
"USEP","02 Dec 2010","37","196.61","5577.622"
"USEP","02 Dec 2010","38","168.40","5572.906"
"USEP","02 Dec 2010","39","166.36","5544.527"
"USEP","02 Dec 2010","40","156.04","5474.609"
"USEP","02 Dec 2010","41","155.64","5419.442"
"USEP","02 Dec 2010","42","151.50","5335.215"
"USEP","02 Dec 2010","43","151.36","5257.495"
"USEP","02 Dec 2010","44","152.04","5108.265"
"USEP","02 Dec 2010","45","136.02","4962.421"
"USEP","02 Dec 2010","46","132.92","4825.766"
"USEP","02 Dec 2010","47","133.57","4705.154"
"USEP","02 Dec 2010","48","128.23","4551.148"
"USEP","03 Dec 2010","1","149.06","4389.966"
"USEP","03 Dec 2010","2","130.17","4268.897"
"USEP","03 Dec 2010","3","126.90","4172.976"
"USEP","03 Dec 2010","4","125.86","4093.004"
"USEP","03 Dec 2010","5","126.86","4064.257"
"USEP","03 Dec 2010","6","126.85","4065.356"
"USEP","03 Dec 2010","7","126.84","4059.516"
"USEP","03 Dec 2010","8","125.82","4041.708"
"USEP","03 Dec 2010","9","125.81","4049.472"
"USEP","03 Dec 2010","10","126.82","4063.641"
"USEP","03 Dec 2010","11","127.79","4105.598"
"USEP","03 Dec 2010","12","130.06","4218.660"
"USEP","03 Dec 2010","13","133.34","4352.840"
