"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 May 2013","1","160.65","4849.622"
"USEP","01 May 2013","2","155.77","4781.980"
"USEP","01 May 2013","3","153.25","4680.274"
"USEP","01 May 2013","4","153.25","4618.427"
"USEP","01 May 2013","5","211.98","4677.217"
"USEP","01 May 2013","6","353.30","4816.820"
"USEP","01 May 2013","7","252.49","4768.939"
"USEP","01 May 2013","8","165.83","4498.824"
"USEP","01 May 2013","9","156.19","4440.268"
"USEP","01 May 2013","10","155.78","4433.951"
"USEP","01 May 2013","11","156.99","4449.889"
"USEP","01 May 2013","12","160.74","4483.974"
"USEP","01 May 2013","13","162.58","4515.006"
"USEP","01 May 2013","14","160.75","4504.982"
"USEP","01 May 2013","15","156.96","4498.317"
"USEP","01 May 2013","16","163.28","4589.532"
"USEP","01 May 2013","17","201.95","4713.106"
"USEP","01 May 2013","18","241.11","4840.199"
"USEP","01 May 2013","19","361.79","4969.717"
"USEP","01 May 2013","20","251.79","5056.702"
"USEP","01 May 2013","21","175.13","5135.367"
"USEP","01 May 2013","22","189.92","5162.200"
"USEP","01 May 2013","23","202.06","5174.426"
"USEP","01 May 2013","24","182.00","5151.166"
"USEP","01 May 2013","25","257.29","5122.703"
"USEP","01 May 2013","26","251.56","5128.275"
"USEP","01 May 2013","27","260.18","5139.686"
"USEP","01 May 2013","28","251.41","5164.769"
"USEP","01 May 2013","29","236.30","5170.594"
"USEP","01 May 2013","30","221.17","5156.817"
"USEP","01 May 2013","31","170.89","5140.560"
"USEP","01 May 2013","32","165.01","5107.028"
"USEP","01 May 2013","33","151.09","5070.493"
"USEP","01 May 2013","34","150.51","5039.749"
"USEP","01 May 2013","35","150.51","5029.814"
"USEP","01 May 2013","36","150.52","5031.971"
"USEP","01 May 2013","37","150.52","5086.691"
"USEP","01 May 2013","38","212.29","5188.968"
"USEP","01 May 2013","39","190.33","5265.650"
"USEP","01 May 2013","40","527.47","5289.263"
"USEP","01 May 2013","41","445.23","5305.803"
"USEP","01 May 2013","42","515.05","5309.814"
"USEP","01 May 2013","43","494.09","5293.234"
"USEP","01 May 2013","44","457.77","5249.443"
"USEP","01 May 2013","45","226.68","5194.947"
"USEP","01 May 2013","46","172.11","5146.982"
"USEP","01 May 2013","47","160.84","5063.635"
"USEP","01 May 2013","48","160.84","4979.905"
"USEP","02 May 2013","1","159.25","4883.333"
"USEP","02 May 2013","2","154.06","4767.025"
"USEP","02 May 2013","3","150.46","4642.890"
"USEP","02 May 2013","4","150.34","4520.906"
"USEP","02 May 2013","5","146.31","4401.745"
"USEP","02 May 2013","6","144.44","4313.836"
"USEP","02 May 2013","7","140.10","4271.104"
"USEP","02 May 2013","8","140.11","4274.444"
"USEP","02 May 2013","9","140.11","4305.407"
"USEP","02 May 2013","10","144.43","4350.877"
"USEP","02 May 2013","11","144.43","4430.000"
"USEP","02 May 2013","12","147.95","4571.331"
"USEP","02 May 2013","13","150.40","4729.218"
"USEP","02 May 2013","14","150.46","4845.839"
"USEP","02 May 2013","15","150.47","5061.925"
"USEP","02 May 2013","16","150.59","5403.568"
"USEP","02 May 2013","17","156.17","5713.487"
"USEP","02 May 2013","18","156.21","5871.424"
"USEP","02 May 2013","19","168.31","6065.999"
"USEP","02 May 2013","20","222.45","6198.067"
"USEP","02 May 2013","21","312.43","6261.678"
"USEP","02 May 2013","22","389.18","6316.015"
"USEP","02 May 2013","23","326.33","6299.808"
"USEP","02 May 2013","24","287.60","6263.984"
"USEP","02 May 2013","25","213.21","6216.456"
"USEP","02 May 2013","26","303.30","6269.133"
"USEP","02 May 2013","27","404.40","6329.370"
"USEP","02 May 2013","28","475.18","6375.516"
"USEP","02 May 2013","29","461.72","6386.713"
"USEP","02 May 2013","30","404.43","6366.068"
"USEP","02 May 2013","31","541.51","6362.475"
"USEP","02 May 2013","32","538.78","6353.827"
"USEP","02 May 2013","33","404.44","6324.211"
"USEP","02 May 2013","34","393.99","6277.572"
"USEP","02 May 2013","35","172.00","6169.172"
"USEP","02 May 2013","36","156.19","6000.505"
"USEP","02 May 2013","37","153.17","5896.159"
"USEP","02 May 2013","38","154.18","5921.159"
"USEP","02 May 2013","39","156.19","5956.465"
"USEP","02 May 2013","40","154.41","5914.216"
"USEP","02 May 2013","41","154.21","5888.690"
"USEP","02 May 2013","42","173.91","5822.688"
"USEP","02 May 2013","43","165.92","5750.394"
"USEP","02 May 2013","44","158.57","5644.166"
"USEP","02 May 2013","45","157.26","5496.462"
"USEP","02 May 2013","46","154.16","5365.244"
"USEP","02 May 2013","47","150.57","5228.977"
"USEP","02 May 2013","48","149.08","5087.227"
"USEP","03 May 2013","1","153.02","4976.252"
"USEP","03 May 2013","2","152.05","4870.063"
"USEP","03 May 2013","3","150.44","4734.367"
"USEP","03 May 2013","4","150.32","4670.403"
"USEP","03 May 2013","5","146.96","4613.735"
"USEP","03 May 2013","6","142.18","4556.640"
"USEP","03 May 2013","7","142.03","4529.961"
"USEP","03 May 2013","8","138.13","4495.037"
"USEP","03 May 2013","9","132.45","4486.523"
"USEP","03 May 2013","10","132.38","4511.667"
"USEP","03 May 2013","11","134.11","4562.684"
"USEP","03 May 2013","12","142.17","4725.322"
"USEP","03 May 2013","13","146.00","4878.612"
"USEP","03 May 2013","14","146.99","4995.481"
"USEP","03 May 2013","15","150.44","5152.787"
"USEP","03 May 2013","16","148.08","5429.645"
"USEP","03 May 2013","17","150.56","5710.431"
"USEP","03 May 2013","18","150.62","5916.507"
"USEP","03 May 2013","19","150.63","6043.103"
"USEP","03 May 2013","20","153.12","6143.929"
"USEP","03 May 2013","21","161.51","6220.924"
"USEP","03 May 2013","22","167.90","6248.339"
"USEP","03 May 2013","23","164.21","6242.345"
"USEP","03 May 2013","24","159.18","6197.893"
"USEP","03 May 2013","25","177.90","6131.643"
"USEP","03 May 2013","26","168.75","6115.416"
"USEP","03 May 2013","27","158.67","6116.360"
"USEP","03 May 2013","28","169.81","6144.292"
"USEP","03 May 2013","29","158.15","6164.763"
"USEP","03 May 2013","30","178.07","6180.324"
"USEP","03 May 2013","31","163.18","6196.735"
"USEP","03 May 2013","32","159.16","6206.218"
"USEP","03 May 2013","33","158.15","6199.986"
"USEP","03 May 2013","34","154.10","6152.616"
"USEP","03 May 2013","35","172.89","6067.953"
"USEP","03 May 2013","36","169.23","5954.801"
"USEP","03 May 2013","37","162.81","5857.314"
"USEP","03 May 2013","38","163.15","5870.917"
"USEP","03 May 2013","39","167.82","5879.947"
"USEP","03 May 2013","40","163.48","5840.605"
"USEP","03 May 2013","41","161.16","5781.606"
"USEP","03 May 2013","42","169.00","5706.231"
"USEP","03 May 2013","43","169.23","5625.990"
"USEP","03 May 2013","44","169.00","5524.239"
"USEP","03 May 2013","45","161.06","5420.695"
"USEP","03 May 2013","46","160.95","5316.141"
"USEP","03 May 2013","47","150.89","5189.604"
"USEP","03 May 2013","48","150.49","5068.451"
"USEP","04 May 2013","1","150.48","4948.286"
"USEP","04 May 2013","2","151.97","4845.054"
"USEP","04 May 2013","3","150.36","4714.065"
"USEP","04 May 2013","4","148.94","4623.084"
"USEP","04 May 2013","5","146.88","4578.215"
"USEP","04 May 2013","6","146.86","4547.292"
"USEP","04 May 2013","7","145.45","4498.978"
"USEP","04 May 2013","8","144.52","4460.565"
"USEP","04 May 2013","9","144.21","4445.983"
"USEP","04 May 2013","10","144.46","4453.637"
"USEP","04 May 2013","11","144.45","4458.229"
"USEP","04 May 2013","12","145.45","4512.889"
"USEP","04 May 2013","13","150.16","4574.149"
"USEP","04 May 2013","14","150.16","4595.361"
"USEP","04 May 2013","15","150.21","4647.432"
"USEP","04 May 2013","16","150.56","4833.360"
"USEP","04 May 2013","17","152.98","5068.013"
"USEP","04 May 2013","18","157.68","5242.018"
"USEP","04 May 2013","19","158.11","5398.006"
"USEP","04 May 2013","20","168.20","5530.860"
"USEP","04 May 2013","21","212.18","5635.095"
"USEP","04 May 2013","22","221.11","5674.915"
"USEP","04 May 2013","23","221.14","5689.745"
"USEP","04 May 2013","24","212.60","5648.857"
"USEP","04 May 2013","25","212.14","5602.383"
"USEP","04 May 2013","26","212.55","5578.408"
"USEP","04 May 2013","27","231.18","5566.484"
"USEP","04 May 2013","28","221.09","5549.393"
"USEP","04 May 2013","29","212.13","5526.287"
"USEP","04 May 2013","30","221.09","5518.882"
"USEP","04 May 2013","31","212.06","5466.538"
"USEP","04 May 2013","32","210.86","5426.768"
"USEP","04 May 2013","33","210.62","5427.011"
"USEP","04 May 2013","34","160.28","5328.426"
"USEP","04 May 2013","35","156.78","5301.782"
"USEP","04 May 2013","36","156.71","5299.476"
"USEP","04 May 2013","37","159.45","5307.423"
"USEP","04 May 2013","38","232.40","5399.488"
"USEP","04 May 2013","39","252.61","5469.515"
"USEP","04 May 2013","40","242.50","5417.499"
"USEP","04 May 2013","41","232.39","5384.021"
"USEP","04 May 2013","42","233.76","5401.227"
"USEP","04 May 2013","43","212.99","5356.159"
"USEP","04 May 2013","44","211.86","5307.731"
"USEP","04 May 2013","45","157.73","5209.176"
"USEP","04 May 2013","46","157.98","5156.166"
"USEP","04 May 2013","47","156.05","5007.131"
"USEP","04 May 2013","48","168.25","4974.339"
"USEP","05 May 2013","1","169.85","4941.840"
"USEP","05 May 2013","2","159.24","4818.882"
"USEP","05 May 2013","3","152.04","4699.120"
"USEP","05 May 2013","4","150.44","4629.098"
"USEP","05 May 2013","5","150.42","4595.550"
"USEP","05 May 2013","6","150.34","4516.532"
"USEP","05 May 2013","7","147.95","4446.331"
"USEP","05 May 2013","8","146.98","4431.386"
"USEP","05 May 2013","9","145.97","4407.704"
"USEP","05 May 2013","10","145.97","4409.086"
"USEP","05 May 2013","11","143.26","4386.756"
"USEP","05 May 2013","12","143.24","4408.484"
"USEP","05 May 2013","13","147.92","4462.250"
"USEP","05 May 2013","14","145.94","4451.629"
"USEP","05 May 2013","15","140.24","4439.423"
"USEP","05 May 2013","16","147.95","4519.882"
"USEP","05 May 2013","17","150.46","4676.203"
"USEP","05 May 2013","18","150.49","4773.526"
"USEP","05 May 2013","19","151.90","4827.490"
"USEP","05 May 2013","20","156.98","4953.201"
"USEP","05 May 2013","21","150.93","4999.398"
"USEP","05 May 2013","22","151.89","5011.529"
"USEP","05 May 2013","23","153.08","5039.878"
"USEP","05 May 2013","24","151.86","5015.451"
"USEP","05 May 2013","25","150.97","4991.470"
"USEP","05 May 2013","26","150.47","4987.778"
"USEP","05 May 2013","27","150.51","5015.689"
"USEP","05 May 2013","28","150.50","5034.153"
"USEP","05 May 2013","29","150.50","5018.418"
"USEP","05 May 2013","30","150.46","4988.941"
"USEP","05 May 2013","31","149.03","4957.605"
"USEP","05 May 2013","32","146.91","4914.878"
"USEP","05 May 2013","33","145.91","4879.531"
"USEP","05 May 2013","34","141.64","4869.452"
"USEP","05 May 2013","35","140.85","4863.811"
"USEP","05 May 2013","36","141.29","4873.995"
"USEP","05 May 2013","37","148.04","4929.012"
"USEP","05 May 2013","38","150.52","5035.405"
"USEP","05 May 2013","39","152.11","5147.210"
"USEP","05 May 2013","40","153.42","5175.057"
"USEP","05 May 2013","41","156.16","5201.537"
"USEP","05 May 2013","42","156.17","5202.005"
"USEP","05 May 2013","43","154.43","5189.828"
"USEP","05 May 2013","44","152.04","5137.613"
"USEP","05 May 2013","45","150.57","5052.845"
"USEP","05 May 2013","46","150.54","4964.528"
"USEP","05 May 2013","47","150.49","4847.753"
"USEP","05 May 2013","48","150.47","4712.937"
"USEP","06 May 2013","1","146.01","4578.314"
"USEP","06 May 2013","2","140.20","4474.740"
"USEP","06 May 2013","3","140.19","4415.000"
"USEP","06 May 2013","4","136.92","4361.165"
"USEP","06 May 2013","5","130.09","4303.135"
"USEP","06 May 2013","6","128.45","4260.940"
"USEP","06 May 2013","7","128.36","4219.793"
"USEP","06 May 2013","8","128.34","4210.301"
"USEP","06 May 2013","9","128.33","4217.597"
"USEP","06 May 2013","10","128.34","4239.594"
"USEP","06 May 2013","11","128.43","4323.239"
"USEP","06 May 2013","12","140.16","4473.880"
"USEP","06 May 2013","13","147.06","4692.470"
"USEP","06 May 2013","14","149.05","4819.250"
"USEP","06 May 2013","15","150.53","5034.193"
"USEP","06 May 2013","16","150.49","5246.814"
"USEP","06 May 2013","17","153.07","5571.012"
"USEP","06 May 2013","18","158.45","5851.370"
"USEP","06 May 2013","19","203.52","6023.923"
"USEP","06 May 2013","20","196.05","6135.072"
"USEP","06 May 2013","21","216.16","6215.363"
"USEP","06 May 2013","22","191.00","6248.165"
"USEP","06 May 2013","23","162.19","6237.405"
"USEP","06 May 2013","24","156.16","6187.804"
"USEP","06 May 2013","25","196.07","6148.884"
"USEP","06 May 2013","26","197.08","6167.308"
"USEP","06 May 2013","27","169.30","6245.113"
"USEP","06 May 2013","28","161.24","6290.951"
"USEP","06 May 2013","29","169.30","6315.926"
"USEP","06 May 2013","30","191.03","6284.525"
"USEP","06 May 2013","31","168.30","6240.894"
"USEP","06 May 2013","32","162.22","6196.452"
"USEP","06 May 2013","33","153.13","6128.775"
"USEP","06 May 2013","34","150.57","6074.105"
"USEP","06 May 2013","35","162.19","5996.802"
"USEP","06 May 2013","36","157.19","5868.839"
"USEP","06 May 2013","37","150.50","5783.485"
"USEP","06 May 2013","38","149.10","5805.189"
"USEP","06 May 2013","39","150.58","5835.595"
"USEP","06 May 2013","40","162.23","5828.667"
"USEP","06 May 2013","41","156.19","5771.547"
"USEP","06 May 2013","42","169.38","5730.276"
"USEP","06 May 2013","43","170.84","5653.087"
"USEP","06 May 2013","44","156.25","5531.580"
"USEP","06 May 2013","45","150.53","5374.642"
"USEP","06 May 2013","46","150.52","5228.917"
"USEP","06 May 2013","47","149.07","5096.114"
"USEP","06 May 2013","48","142.36","4942.088"
"USEP","07 May 2013","1","148.92","4778.923"
"USEP","07 May 2013","2","145.93","4684.762"
"USEP","07 May 2013","3","142.16","4620.311"
"USEP","07 May 2013","4","142.09","4551.297"
"USEP","07 May 2013","5","138.44","4496.339"
"USEP","07 May 2013","6","136.41","4452.747"
"USEP","07 May 2013","7","136.35","4398.584"
"USEP","07 May 2013","8","136.35","4384.295"
"USEP","07 May 2013","9","136.34","4369.922"
"USEP","07 May 2013","10","136.34","4381.965"
"USEP","07 May 2013","11","136.34","4450.168"
"USEP","07 May 2013","12","142.08","4588.617"
"USEP","07 May 2013","13","148.91","4749.148"
"USEP","07 May 2013","14","150.46","4868.195"
"USEP","07 May 2013","15","150.48","5041.717"
"USEP","07 May 2013","16","150.43","5340.031"
"USEP","07 May 2013","17","151.04","5639.335"
"USEP","07 May 2013","18","151.85","5856.757"
"USEP","07 May 2013","19","153.13","5983.284"
"USEP","07 May 2013","20","158.17","6060.045"
"USEP","07 May 2013","21","164.43","6102.787"
"USEP","07 May 2013","22","163.89","6133.770"
"USEP","07 May 2013","23","168.26","6153.238"
"USEP","07 May 2013","24","158.19","6122.926"
"USEP","07 May 2013","25","153.22","6060.025"
"USEP","07 May 2013","26","156.22","6097.256"
"USEP","07 May 2013","27","167.35","6171.507"
"USEP","07 May 2013","28","184.99","6217.962"
"USEP","07 May 2013","29","191.05","6224.483"
"USEP","07 May 2013","30","191.07","6224.085"
"USEP","07 May 2013","31","191.02","6206.551"
"USEP","07 May 2013","32","196.10","6203.236"
"USEP","07 May 2013","33","191.00","6184.116"
"USEP","07 May 2013","34","161.28","6133.815"
"USEP","07 May 2013","35","153.22","6056.328"
"USEP","07 May 2013","36","152.17","5926.427"
"USEP","07 May 2013","37","153.17","5837.185"
"USEP","07 May 2013","38","151.93","5791.407"
"USEP","07 May 2013","39","157.17","5847.265"
"USEP","07 May 2013","40","158.20","5788.594"
"USEP","07 May 2013","41","151.11","5710.918"
"USEP","07 May 2013","42","161.27","5616.632"
"USEP","07 May 2013","43","157.23","5530.039"
"USEP","07 May 2013","44","156.19","5407.559"
"USEP","07 May 2013","45","150.49","5265.635"
"USEP","07 May 2013","46","149.05","5129.020"
"USEP","07 May 2013","47","142.43","4998.105"
"USEP","07 May 2013","48","136.65","4853.354"
"USEP","08 May 2013","1","142.34","4691.004"
"USEP","08 May 2013","2","142.10","4548.628"
"USEP","08 May 2013","3","126.15","4394.658"
"USEP","08 May 2013","4","116.08","4310.968"
"USEP","08 May 2013","5","116.07","4290.820"
"USEP","08 May 2013","6","117.05","4307.027"
"USEP","08 May 2013","7","116.06","4285.556"
"USEP","08 May 2013","8","116.06","4285.228"
"USEP","08 May 2013","9","116.06","4285.994"
"USEP","08 May 2013","10","117.06","4308.220"
"USEP","08 May 2013","11","117.89","4383.212"
"USEP","08 May 2013","12","128.00","4522.089"
"USEP","08 May 2013","13","142.11","4689.697"
"USEP","08 May 2013","14","145.97","4830.964"
"USEP","08 May 2013","15","150.39","5004.363"
"USEP","08 May 2013","16","150.56","5309.183"
"USEP","08 May 2013","17","404.25","5621.706"
"USEP","08 May 2013","18","253.14","5809.344"
"USEP","08 May 2013","19","391.59","5923.977"
"USEP","08 May 2013","20","222.34","6010.186"
"USEP","08 May 2013","21","250.92","6074.190"
"USEP","08 May 2013","22","246.62","6169.564"
"USEP","08 May 2013","23","222.36","6150.778"
"USEP","08 May 2013","24","251.15","6165.991"
"USEP","08 May 2013","25","215.08","6137.826"
"USEP","08 May 2013","26","196.10","6152.333"
"USEP","08 May 2013","27","235.07","6215.825"
"USEP","08 May 2013","28","201.18","6211.272"
"USEP","08 May 2013","29","200.16","6189.380"
"USEP","08 May 2013","30","200.17","6196.482"
"USEP","08 May 2013","31","201.18","6200.666"
"USEP","08 May 2013","32","191.04","6187.252"
"USEP","08 May 2013","33","190.82","6178.818"
"USEP","08 May 2013","34","191.08","6160.469"
"USEP","08 May 2013","35","191.04","6074.195"
"USEP","08 May 2013","36","169.30","5934.727"
"USEP","08 May 2013","37","156.14","5843.348"
"USEP","08 May 2013","38","179.90","5852.274"
"USEP","08 May 2013","39","179.90","5839.387"
"USEP","08 May 2013","40","169.62","5806.058"
"USEP","08 May 2013","41","161.19","5721.529"
"USEP","08 May 2013","42","167.22","5630.235"
"USEP","08 May 2013","43","162.17","5556.868"
"USEP","08 May 2013","44","154.13","5426.360"
"USEP","08 May 2013","45","151.07","5272.807"
"USEP","08 May 2013","46","150.49","5133.846"
"USEP","08 May 2013","47","149.07","4990.029"
"USEP","08 May 2013","48","142.16","4822.138"
"USEP","09 May 2013","1","148.00","4683.032"
"USEP","09 May 2013","2","145.98","4579.910"
"USEP","09 May 2013","3","142.13","4486.518"
"USEP","09 May 2013","4","142.08","4457.046"
"USEP","09 May 2013","5","135.43","4397.396"
"USEP","09 May 2013","6","135.30","4363.143"
"USEP","09 May 2013","7","126.11","4328.453"
"USEP","09 May 2013","8","126.05","4304.075"
"USEP","09 May 2013","9","126.04","4295.004"
"USEP","09 May 2013","10","130.87","4309.194"
"USEP","09 May 2013","11","135.36","4381.825"
"USEP","09 May 2013","12","142.16","4530.190"
"USEP","09 May 2013","13","147.95","4699.120"
"USEP","09 May 2013","14","150.44","4844.324"
"USEP","09 May 2013","15","150.53","5014.730"
