"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Oct 2012","1","185.02","4717.052"
"USEP","01 Oct 2012","2","163.09","4494.500"
"USEP","01 Oct 2012","3","162.96","4372.874"
"USEP","01 Oct 2012","4","161.96","4306.863"
"USEP","01 Oct 2012","5","161.11","4245.344"
"USEP","01 Oct 2012","6","160.91","4210.951"
"USEP","01 Oct 2012","7","160.91","4183.105"
"USEP","01 Oct 2012","8","156.41","4152.957"
"USEP","01 Oct 2012","9","156.45","4150.228"
"USEP","01 Oct 2012","10","156.58","4162.633"
"USEP","01 Oct 2012","11","161.06","4249.708"
"USEP","01 Oct 2012","12","162.11","4402.769"
"USEP","01 Oct 2012","13","162.99","4587.707"
"USEP","01 Oct 2012","14","162.26","4737.230"
"USEP","01 Oct 2012","15","162.31","4931.045"
"USEP","01 Oct 2012","16","164.28","5235.338"
"USEP","01 Oct 2012","17","164.71","5544.666"
"USEP","01 Oct 2012","18","164.70","5778.917"
"USEP","01 Oct 2012","19","174.37","5926.253"
"USEP","01 Oct 2012","20","196.12","6044.842"
"USEP","01 Oct 2012","21","203.18","6129.600"
"USEP","01 Oct 2012","22","211.22","6197.977"
"USEP","01 Oct 2012","23","222.08","6228.881"
"USEP","01 Oct 2012","24","208.76","6180.349"
"USEP","01 Oct 2012","25","206.19","6139.863"
"USEP","01 Oct 2012","26","211.26","6171.333"
"USEP","01 Oct 2012","27","227.15","6223.205"
"USEP","01 Oct 2012","28","236.11","6253.736"
"USEP","01 Oct 2012","29","251.41","6267.761"
"USEP","01 Oct 2012","30","227.19","6243.344"
"USEP","01 Oct 2012","31","234.19","6246.162"
"USEP","01 Oct 2012","32","244.24","6262.428"
"USEP","01 Oct 2012","33","251.42","6267.244"
"USEP","01 Oct 2012","34","227.16","6246.902"
"USEP","01 Oct 2012","35","251.36","6163.187"
"USEP","01 Oct 2012","36","215.79","5949.979"
"USEP","01 Oct 2012","37","201.14","5837.344"
"USEP","01 Oct 2012","38","213.23","5894.201"
"USEP","01 Oct 2012","39","387.24","5872.184"
"USEP","01 Oct 2012","40","297.03","5815.536"
"USEP","01 Oct 2012","41","234.16","5801.257"
"USEP","01 Oct 2012","42","236.51","5741.801"
"USEP","01 Oct 2012","43","223.71","5655.069"
