"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Jan 2015","1","90.46","4498.580"
"USEP","01 Jan 2015","2","89.45","4452.310"
"USEP","01 Jan 2015","3","89.24","4409.886"
"USEP","01 Jan 2015","4","88.88","4373.470"
"USEP","01 Jan 2015","5","84.84","4334.386"
"USEP","01 Jan 2015","6","79.12","4274.687"
"USEP","01 Jan 2015","7","76.99","4222.164"
"USEP","01 Jan 2015","8","76.06","4187.433"
"USEP","01 Jan 2015","9","75.63","4159.184"
"USEP","01 Jan 2015","10","75.54","4149.150"
"USEP","01 Jan 2015","11","75.54","4153.404"
"USEP","01 Jan 2015","12","75.57","4185.768"
"USEP","01 Jan 2015","13","76.07","4235.881"
"USEP","01 Jan 2015","14","77.00","4268.280"
"USEP","01 Jan 2015","15","77.01","4269.752"
"USEP","01 Jan 2015","16","79.32","4340.743"
"USEP","01 Jan 2015","17","89.24","4464.849"
"USEP","01 Jan 2015","18","96.21","4582.459"
"USEP","01 Jan 2015","19","120.68","4666.894"
"USEP","01 Jan 2015","20","133.05","4741.852"
"USEP","01 Jan 2015","21","80.94","4805.299"
"USEP","01 Jan 2015","22","89.10","4884.695"
"USEP","01 Jan 2015","23","89.36","4907.547"
"USEP","01 Jan 2015","24","85.03","4883.189"
"USEP","01 Jan 2015","25","85.54","4870.003"
"USEP","01 Jan 2015","26","85.54","4871.092"
"USEP","01 Jan 2015","27","85.52","4871.822"
"USEP","01 Jan 2015","28","89.09","4885.872"
"USEP","01 Jan 2015","29","89.36","4888.422"
"USEP","01 Jan 2015","30","89.09","4889.366"
"USEP","01 Jan 2015","31","93.82","4893.675"
"USEP","01 Jan 2015","32","93.82","4893.646"
"USEP","01 Jan 2015","33","90.28","4863.363"
"USEP","01 Jan 2015","34","89.58","4842.718"
"USEP","01 Jan 2015","35","90.37","4853.239"
"USEP","01 Jan 2015","36","201.04","4868.279"
"USEP","01 Jan 2015","37","211.98","4907.323"
"USEP","01 Jan 2015","38","142.35","5001.395"
"USEP","01 Jan 2015","39","164.51","5088.281"
"USEP","01 Jan 2015","40","202.34","5106.148"
"USEP","01 Jan 2015","41","202.98","5118.215"
"USEP","01 Jan 2015","42","203.36","5124.259"
"USEP","01 Jan 2015","43","201.20","5082.252"
"USEP","01 Jan 2015","44","142.38","4953.624"
"USEP","01 Jan 2015","45","101.87","4815.830"
"USEP","01 Jan 2015","46","89.38","4712.504"
"USEP","01 Jan 2015","47","172.09","4621.444"
"USEP","01 Jan 2015","48","172.07","4546.933"
"USEP","02 Jan 2015","1","141.79","4497.209"
"USEP","02 Jan 2015","2","102.67","4424.179"
"USEP","02 Jan 2015","3","89.25","4321.440"
"USEP","02 Jan 2015","4","78.48","4238.977"
"USEP","02 Jan 2015","5","76.00","4191.807"
