"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Sep 2013","1","141.25","4961.119"
"USEP","01 Sep 2013","2","141.18","4859.413"
"USEP","01 Sep 2013","3","136.94","4769.227"
"USEP","01 Sep 2013","4","132.86","4675.423"
"USEP","01 Sep 2013","5","131.03","4607.553"
"USEP","01 Sep 2013","6","129.65","4542.172"
"USEP","01 Sep 2013","7","127.52","4511.224"
"USEP","01 Sep 2013","8","127.52","4503.242"
"USEP","01 Sep 2013","9","127.43","4487.736"
"USEP","01 Sep 2013","10","126.06","4478.030"
"USEP","01 Sep 2013","11","126.06","4473.671"
"USEP","01 Sep 2013","12","127.43","4503.421"
"USEP","01 Sep 2013","13","128.71","4547.446"
"USEP","01 Sep 2013","14","128.71","4558.176"
"USEP","01 Sep 2013","15","128.71","4564.279"
"USEP","01 Sep 2013","16","131.02","4665.041"
"USEP","01 Sep 2013","17","135.84","4792.581"
"USEP","01 Sep 2013","18","141.09","4925.737"
"USEP","01 Sep 2013","19","141.33","5038.208"
"USEP","01 Sep 2013","20","143.17","5130.297"
"USEP","01 Sep 2013","21","141.37","5212.114"
"USEP","01 Sep 2013","22","141.39","5272.792"
"USEP","01 Sep 2013","23","135.59","5272.305"
"USEP","01 Sep 2013","24","141.17","5221.169"
"USEP","01 Sep 2013","25","141.35","5160.083"
"USEP","01 Sep 2013","26","141.30","5156.703"
"USEP","01 Sep 2013","27","141.20","5169.237"
"USEP","01 Sep 2013","28","139.58","5139.711"
"USEP","01 Sep 2013","29","138.88","5119.786"
"USEP","01 Sep 2013","30","137.89","5095.567"
"USEP","01 Sep 2013","31","136.29","5102.540"
"USEP","01 Sep 2013","32","138.92","5130.993"
"USEP","01 Sep 2013","33","134.30","5129.666"
"USEP","01 Sep 2013","34","134.30","5113.300"
"USEP","01 Sep 2013","35","136.89","5099.041"
"USEP","01 Sep 2013","36","136.91","5080.945"
"USEP","01 Sep 2013","37","136.89","5121.903"
"USEP","01 Sep 2013","38","141.35","5227.550"
"USEP","01 Sep 2013","39","156.09","5357.357"
"USEP","01 Sep 2013","40","197.54","5406.023"
"USEP","01 Sep 2013","41","213.12","5441.156"
"USEP","01 Sep 2013","42","252.77","5449.501"
"USEP","01 Sep 2013","43","262.78","5457.184"
"USEP","01 Sep 2013","44","156.14","5382.485"
"USEP","01 Sep 2013","45","141.96","5237.744"
"USEP","01 Sep 2013","46","140.14","5112.371"
"USEP","01 Sep 2013","47","141.32","5014.372"
"USEP","01 Sep 2013","48","136.31","4891.146"
"USEP","02 Sep 2013","1","141.25","4813.569"
"USEP","02 Sep 2013","2","140.08","4712.514"
"USEP","02 Sep 2013","3","133.80","4606.852"
"USEP","02 Sep 2013","4","132.97","4532.749"
"USEP","02 Sep 2013","5","131.09","4470.177"
"USEP","02 Sep 2013","6","130.94","4442.802"
"USEP","02 Sep 2013","7","130.92","4427.539"
"USEP","02 Sep 2013","8","130.90","4410.085"
"USEP","02 Sep 2013","9","130.93","4411.476"
"USEP","02 Sep 2013","10","130.91","4424.468"
"USEP","02 Sep 2013","11","130.96","4485.167"
"USEP","02 Sep 2013","12","133.39","4656.358"
"USEP","02 Sep 2013","13","136.41","4840.044"
"USEP","02 Sep 2013","14","141.31","5006.833"
"USEP","02 Sep 2013","15","142.98","5192.895"
"USEP","02 Sep 2013","16","142.98","5470.941"
"USEP","02 Sep 2013","17","192.02","5798.583"
"USEP","02 Sep 2013","18","180.94","6020.817"
"USEP","02 Sep 2013","19","191.02","6134.993"
"USEP","02 Sep 2013","20","191.87","6207.520"
"USEP","02 Sep 2013","21","190.97","6285.142"
"USEP","02 Sep 2013","22","181.93","6370.864"
"USEP","02 Sep 2013","23","192.03","6364.219"
"USEP","02 Sep 2013","24","156.18","6282.791"
"USEP","02 Sep 2013","25","152.15","6240.774"
"USEP","02 Sep 2013","26","143.17","6241.331"
"USEP","02 Sep 2013","27","154.82","6276.797"
"USEP","02 Sep 2013","28","141.51","6281.677"
"USEP","02 Sep 2013","29","150.72","6290.539"
"USEP","02 Sep 2013","30","144.50","6296.568"
"USEP","02 Sep 2013","31","150.71","6320.612"
"USEP","02 Sep 2013","32","152.15","6363.379"
"USEP","02 Sep 2013","33","171.79","6377.126"
"USEP","02 Sep 2013","34","162.24","6344.831"
"USEP","02 Sep 2013","35","175.15","6257.180"
"USEP","02 Sep 2013","36","175.86","6085.318"
"USEP","02 Sep 2013","37","157.11","5998.213"
"USEP","02 Sep 2013","38","161.68","6017.303"
"USEP","02 Sep 2013","39","175.92","6075.169"
"USEP","02 Sep 2013","40","162.19","6053.187"
"USEP","02 Sep 2013","41","175.91","5978.035"
