"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Oct 2015","1","70.51","5191.473"
"USEP","01 Oct 2015","2","67.60","5074.534"
"USEP","01 Oct 2015","3","65.45","4982.271"
"USEP","01 Oct 2015","4","59.14","4905.807"
"USEP","01 Oct 2015","5","58.38","4851.515"
"USEP","01 Oct 2015","6","55.24","4807.213"
"USEP","01 Oct 2015","7","53.68","4769.381"
"USEP","01 Oct 2015","8","52.66","4738.333"
"USEP","01 Oct 2015","9","50.35","4723.985"
"USEP","01 Oct 2015","10","50.35","4739.670"
"USEP","01 Oct 2015","11","53.67","4814.688"
"USEP","01 Oct 2015","12","62.75","4945.632"
"USEP","01 Oct 2015","13","66.40","5109.985"
"USEP","01 Oct 2015","14","65.82","5232.769"
"USEP","01 Oct 2015","15","53.72","5424.810"
"USEP","01 Oct 2015","16","63.06","5712.791"
"USEP","01 Oct 2015","17","66.82","6012.870"
"USEP","01 Oct 2015","18","68.99","6219.781"
"USEP","01 Oct 2015","19","74.86","6344.314"
"USEP","01 Oct 2015","20","80.23","6427.880"
"USEP","01 Oct 2015","21","84.83","6494.041"
"USEP","01 Oct 2015","22","83.84","6531.077"
"USEP","01 Oct 2015","23","83.46","6521.589"
"USEP","01 Oct 2015","24","77.43","6459.787"
"USEP","01 Oct 2015","25","77.43","6411.091"
"USEP","01 Oct 2015","26","77.43","6426.613"
"USEP","01 Oct 2015","27","78.26","6475.324"
"USEP","01 Oct 2015","28","83.46","6517.017"
"USEP","01 Oct 2015","29","83.46","6532.155"
"USEP","01 Oct 2015","30","74.73","6524.298"
"USEP","01 Oct 2015","31","74.05","6523.702"
"USEP","01 Oct 2015","32","83.57","6528.503"
"USEP","01 Oct 2015","33","73.72","6515.496"
"USEP","01 Oct 2015","34","77.60","6480.482"
"USEP","01 Oct 2015","35","68.60","6393.269"
"USEP","01 Oct 2015","36","69.27","6260.520"
"USEP","01 Oct 2015","37","68.57","6174.738"
"USEP","01 Oct 2015","38","69.27","6190.652"
"USEP","01 Oct 2015","39","69.58","6176.209"
"USEP","01 Oct 2015","40","69.04","6133.397"
"USEP","01 Oct 2015","41","70.61","6072.659"
"USEP","01 Oct 2015","42","72.63","6014.416"
"USEP","01 Oct 2015","43","70.62","5942.664"
"USEP","01 Oct 2015","44","69.25","5834.765"
"USEP","01 Oct 2015","45","67.70","5709.009"
"USEP","01 Oct 2015","46","66.48","5586.499"
"USEP","01 Oct 2015","47","65.65","5452.990"
"USEP","01 Oct 2015","48","62.51","5316.051"
"USEP","02 Oct 2015","1","67.61","5171.598"
"USEP","02 Oct 2015","2","65.83","5059.480"
"USEP","02 Oct 2015","3","64.43","4969.722"
"USEP","02 Oct 2015","4","62.41","4904.485"
"USEP","02 Oct 2015","5","54.68","4842.872"
"USEP","02 Oct 2015","6","52.66","4791.174"
"USEP","02 Oct 2015","7","52.65","4751.062"
"USEP","02 Oct 2015","8","50.61","4715.760"
"USEP","02 Oct 2015","9","50.61","4703.260"
"USEP","02 Oct 2015","10","50.61","4717.638"
"USEP","02 Oct 2015","11","50.61","4782.154"
"USEP","02 Oct 2015","12","52.65","4912.219"
"USEP","02 Oct 2015","13","54.14","5046.588"
"USEP","02 Oct 2015","14","58.85","5161.663"
"USEP","02 Oct 2015","15","50.36","5331.647"
"USEP","02 Oct 2015","16","53.78","5608.372"
"USEP","02 Oct 2015","17","59.06","5881.085"
"USEP","02 Oct 2015","18","64.52","6078.345"
"USEP","02 Oct 2015","19","66.04","6185.180"
"USEP","02 Oct 2015","20","66.73","6256.957"
"USEP","02 Oct 2015","21","69.65","6333.768"
"USEP","02 Oct 2015","22","70.61","6369.209"
"USEP","02 Oct 2015","23","69.65","6369.353"
"USEP","02 Oct 2015","24","67.71","6322.834"
"USEP","02 Oct 2015","25","66.83","6279.819"
"USEP","02 Oct 2015","26","68.64","6308.968"
"USEP","02 Oct 2015","27","70.60","6362.380"
"USEP","02 Oct 2015","28","73.69","6406.887"
"USEP","02 Oct 2015","29","73.91","6417.895"
"USEP","02 Oct 2015","30","73.92","6417.587"
"USEP","02 Oct 2015","31","74.88","6433.163"
"USEP","02 Oct 2015","32","68.99","6443.446"
"USEP","02 Oct 2015","33","75.69","6431.448"
"USEP","02 Oct 2015","34","67.64","6399.551"
"USEP","02 Oct 2015","35","70.61","6317.397"
"USEP","02 Oct 2015","36","59.09","6185.806"
"USEP","02 Oct 2015","37","66.15","6105.725"
"USEP","02 Oct 2015","38","66.53","6113.289"
"USEP","02 Oct 2015","39","67.62","6106.371"
"USEP","02 Oct 2015","40","66.52","6063.166"
"USEP","02 Oct 2015","41","66.52","6009.490"
"USEP","02 Oct 2015","42","72.69","5951.759"
"USEP","02 Oct 2015","43","69.02","5877.925"
"USEP","02 Oct 2015","44","66.82","5779.027"
"USEP","02 Oct 2015","45","66.42","5662.917"
"USEP","02 Oct 2015","46","66.11","5559.571"
"USEP","02 Oct 2015","47","66.09","5447.314"
"USEP","02 Oct 2015","48","58.92","5304.392"
"USEP","03 Oct 2015","1","67.48","5161.096"
"USEP","03 Oct 2015","2","67.41","5060.350"
"USEP","03 Oct 2015","3","65.08","4990.625"
"USEP","03 Oct 2015","4","62.42","4913.610"
"USEP","03 Oct 2015","5","58.84","4851.510"
