"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Jan 2012","1","185.09","4327.488"
"USEP","01 Jan 2012","2","183.60","4269.434"
"USEP","01 Jan 2012","3","176.49","4153.106"
"USEP","01 Jan 2012","4","176.50","4119.777"
"USEP","01 Jan 2012","5","176.43","4095.529"
"USEP","01 Jan 2012","6","180.02","4070.882"
"USEP","01 Jan 2012","7","170.96","4022.708"
"USEP","01 Jan 2012","8","166.24","3952.735"
"USEP","01 Jan 2012","9","166.00","3919.695"
"USEP","01 Jan 2012","10","162.07","3899.079"
"USEP","01 Jan 2012","11","162.06","3900.625"
"USEP","01 Jan 2012","12","164.02","3908.319"
"USEP","01 Jan 2012","13","164.23","3935.703"
"USEP","01 Jan 2012","14","164.26","3925.192"
"USEP","01 Jan 2012","15","164.26","3942.845"
"USEP","01 Jan 2012","16","166.01","4028.434"
"USEP","01 Jan 2012","17","169.91","4127.033"
"USEP","01 Jan 2012","18","176.46","4223.670"
"USEP","01 Jan 2012","19","181.56","4314.382"
"USEP","01 Jan 2012","20","190.14","4422.540"
"USEP","01 Jan 2012","21","185.14","4489.197"
"USEP","01 Jan 2012","22","180.93","4518.202"
"USEP","01 Jan 2012","23","180.94","4527.327"
"USEP","01 Jan 2012","24","176.13","4498.993"
"USEP","01 Jan 2012","25","175.96","4479.600"
"USEP","01 Jan 2012","26","176.59","4502.427"
"USEP","01 Jan 2012","27","180.98","4527.203"
"USEP","01 Jan 2012","28","181.64","4536.298"
"USEP","01 Jan 2012","29","181.68","4537.829"
"USEP","01 Jan 2012","30","180.96","4517.432"
"USEP","01 Jan 2012","31","176.12","4494.093"
"USEP","01 Jan 2012","32","175.96","4470.421"
"USEP","01 Jan 2012","33","176.13","4493.760"
"USEP","01 Jan 2012","34","181.69","4545.890"
"USEP","01 Jan 2012","35","513.48","4554.145"
"USEP","01 Jan 2012","36","487.63","4533.023"
"USEP","01 Jan 2012","37","486.32","4576.098"
"USEP","01 Jan 2012","38","191.88","4642.353"
"USEP","01 Jan 2012","39","270.53","4680.438"
"USEP","01 Jan 2012","40","181.20","4638.098"
"USEP","01 Jan 2012","41","181.18","4629.098"
"USEP","01 Jan 2012","42","181.19","4652.815"
"USEP","01 Jan 2012","43","181.75","4682.858"
"USEP","01 Jan 2012","44","181.16","4595.764"
"USEP","01 Jan 2012","45","171.61","4465.192"
"USEP","01 Jan 2012","46","171.47","4383.843"
"USEP","01 Jan 2012","47","176.21","4349.098"
"USEP","01 Jan 2012","48","172.99","4303.622"
"USEP","02 Jan 2012","1","183.55","4279.528"
"USEP","02 Jan 2012","2","176.46","4194.511"
"USEP","02 Jan 2012","3","169.48","4042.454"
"USEP","02 Jan 2012","4","169.31","4011.342"
"USEP","02 Jan 2012","5","166.10","3950.141"
"USEP","02 Jan 2012","6","166.01","3898.856"
"USEP","02 Jan 2012","7","165.66","3855.547"
"USEP","02 Jan 2012","8","165.64","3825.548"
"USEP","02 Jan 2012","9","165.64","3817.790"
"USEP","02 Jan 2012","10","165.63","3804.923"
"USEP","02 Jan 2012","11","165.62","3820.906"
"USEP","02 Jan 2012","12","165.63","3860.279"
"USEP","02 Jan 2012","13","165.64","3911.211"
"USEP","02 Jan 2012","14","165.65","3917.677"
"USEP","02 Jan 2012","15","165.66","3935.604"
"USEP","02 Jan 2012","16","166.28","4065.147"
"USEP","02 Jan 2012","17","170.14","4177.489"
"USEP","02 Jan 2012","18","183.51","4309.661"
"USEP","02 Jan 2012","19","190.28","4438.394"
"USEP","02 Jan 2012","20","191.75","4552.083"
"USEP","02 Jan 2012","21","190.31","4644.803"
"USEP","02 Jan 2012","22","191.77","4694.334"
"USEP","02 Jan 2012","23","189.80","4682.063"
"USEP","02 Jan 2012","24","181.70","4645.971"
"USEP","02 Jan 2012","25","176.02","4605.381"
"USEP","02 Jan 2012","26","181.67","4625.808"
"USEP","02 Jan 2012","27","191.77","4701.322"
"USEP","02 Jan 2012","28","191.76","4709.756"
"USEP","02 Jan 2012","29","190.56","4693.767"
"USEP","02 Jan 2012","30","189.21","4669.713"
"USEP","02 Jan 2012","31","191.76","4700.601"
"USEP","02 Jan 2012","32","189.83","4682.068"
"USEP","02 Jan 2012","33","188.50","4659.902"
"USEP","02 Jan 2012","34","189.91","4683.117"
"USEP","02 Jan 2012","35","188.53","4703.290"
"USEP","02 Jan 2012","36","189.71","4719.035"
"USEP","02 Jan 2012","37","192.04","4752.384"
"USEP","02 Jan 2012","38","203.27","4814.543"
"USEP","02 Jan 2012","39","337.20","4871.216"
"USEP","02 Jan 2012","40","341.00","4891.479"
"USEP","02 Jan 2012","41","337.21","4889.585"
"USEP","02 Jan 2012","42","341.09","4884.456"
"USEP","02 Jan 2012","43","293.13","4858.304"
"USEP","02 Jan 2012","44","202.14","4770.181"
"USEP","02 Jan 2012","45","183.67","4655.419"
"USEP","02 Jan 2012","46","173.02","4556.909"
"USEP","02 Jan 2012","47","190.06","4502.979"
"USEP","02 Jan 2012","48","190.05","4476.235"
"USEP","03 Jan 2012","1","197.75","4398.833"
"USEP","03 Jan 2012","2","188.28","4272.301"
"USEP","03 Jan 2012","3","173.08","4099.589"
"USEP","03 Jan 2012","4","168.25","4016.068"
"USEP","03 Jan 2012","5","168.23","3984.156"
"USEP","03 Jan 2012","6","166.22","3946.627"
"USEP","03 Jan 2012","7","166.05","3926.270"
"USEP","03 Jan 2012","8","165.98","3902.031"
"USEP","03 Jan 2012","9","165.98","3897.206"
"USEP","03 Jan 2012","10","165.98","3905.282"
"USEP","03 Jan 2012","11","166.06","3960.280"
"USEP","03 Jan 2012","12","166.87","4061.976"
"USEP","03 Jan 2012","13","166.36","4208.144"
"USEP","03 Jan 2012","14","166.22","4386.944"
"USEP","03 Jan 2012","15","168.24","4611.141"
"USEP","03 Jan 2012","16","171.29","4872.747"
"USEP","03 Jan 2012","17","188.38","5117.122"
"USEP","03 Jan 2012","18","186.19","5330.931"
"USEP","03 Jan 2012","19","190.14","5557.558"
"USEP","03 Jan 2012","20","211.76","5703.105"
"USEP","03 Jan 2012","21","252.17","5786.362"
"USEP","03 Jan 2012","22","299.80","5840.814"
"USEP","03 Jan 2012","23","297.79","5868.183"
"USEP","03 Jan 2012","24","338.24","5817.117"
"USEP","03 Jan 2012","25","232.01","5772.779"
"USEP","03 Jan 2012","26","232.01","5768.520"
"USEP","03 Jan 2012","27","297.93","5852.329"
"USEP","03 Jan 2012","28","297.96","5859.963"
"USEP","03 Jan 2012","29","255.30","5841.718"
"USEP","03 Jan 2012","30","211.80","5815.059"
"USEP","03 Jan 2012","31","207.76","5803.971"
"USEP","03 Jan 2012","32","207.74","5824.144"
"USEP","03 Jan 2012","33","207.77","5832.474"
"USEP","03 Jan 2012","34","207.76","5817.231"
"USEP","03 Jan 2012","35","203.92","5760.379"
"USEP","03 Jan 2012","36","185.06","5638.276"
"USEP","03 Jan 2012","37","184.56","5538.508"
"USEP","03 Jan 2012","38","186.23","5548.960"
"USEP","03 Jan 2012","39","185.33","5536.948"
"USEP","03 Jan 2012","40","184.08","5457.627"
"USEP","03 Jan 2012","41","184.09","5370.915"
"USEP","03 Jan 2012","42","231.38","5310.042"
"USEP","03 Jan 2012","43","231.38","5221.055"
"USEP","03 Jan 2012","44","249.70","5093.162"
"USEP","03 Jan 2012","45","215.86","4986.232"
"USEP","03 Jan 2012","46","182.76","4869.541"
"USEP","03 Jan 2012","47","182.01","4728.582"
"USEP","03 Jan 2012","48","171.02","4567.107"
"USEP","04 Jan 2012","1","192.65","4405.542"
"USEP","04 Jan 2012","2","182.51","4279.508"
"USEP","04 Jan 2012","3","175.95","4192.031"
"USEP","04 Jan 2012","4","172.09","4101.562"
"USEP","04 Jan 2012","5","175.39","4120.647"
"USEP","04 Jan 2012","6","175.93","4153.807"
"USEP","04 Jan 2012","7","172.19","4115.891"
"USEP","04 Jan 2012","8","166.32","4006.685"
"USEP","04 Jan 2012","9","166.17","3984.494"
"USEP","04 Jan 2012","10","166.31","4003.534"
"USEP","04 Jan 2012","11","169.20","4070.072"
"USEP","04 Jan 2012","12","175.89","4184.591"
"USEP","04 Jan 2012","13","184.30","4406.750"
"USEP","04 Jan 2012","14","182.57","4553.186"
"USEP","04 Jan 2012","15","198.69","4697.843"
"USEP","04 Jan 2012","16","176.01","4947.029"
"USEP","04 Jan 2012","17","188.07","5196.090"
"USEP","04 Jan 2012","18","179.25","5392.848"
"USEP","04 Jan 2012","19","183.30","5539.453"
"USEP","04 Jan 2012","20","197.24","5692.797"
"USEP","04 Jan 2012","21","207.76","5824.954"
"USEP","04 Jan 2012","22","208.23","5868.352"
"USEP","04 Jan 2012","23","207.75","5824.830"
"USEP","04 Jan 2012","24","193.50","5738.074"
"USEP","04 Jan 2012","25","184.69","5649.131"
"USEP","04 Jan 2012","26","185.07","5658.484"
"USEP","04 Jan 2012","27","215.82","5879.932"
"USEP","04 Jan 2012","28","222.92","5931.412"
