"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Jul 2012","1","242.31","4817.376"
"USEP","01 Jul 2012","2","215.84","4695.860"
"USEP","01 Jul 2012","3","199.18","4584.278"
"USEP","01 Jul 2012","4","186.55","4492.562"
"USEP","01 Jul 2012","5","170.93","4433.593"
"USEP","01 Jul 2012","6","163.76","4376.438"
"USEP","01 Jul 2012","7","163.60","4329.451"
"USEP","01 Jul 2012","8","159.95","4293.066"
"USEP","01 Jul 2012","9","151.81","4263.952"
"USEP","01 Jul 2012","10","151.81","4254.265"
"USEP","01 Jul 2012","11","151.79","4267.814"
"USEP","01 Jul 2012","12","163.61","4299.979"
"USEP","01 Jul 2012","13","163.61","4330.928"
"USEP","01 Jul 2012","14","163.61","4324.660"
"USEP","01 Jul 2012","15","163.60","4327.160"
"USEP","01 Jul 2012","16","163.92","4443.438"
"USEP","01 Jul 2012","17","185.89","4602.767"
"USEP","01 Jul 2012","18","191.43","4674.310"
"USEP","01 Jul 2012","19","211.76","4780.196"
"USEP","01 Jul 2012","20","216.93","4875.192"
"USEP","01 Jul 2012","21","194.17","4949.563"
"USEP","01 Jul 2012","22","200.83","4992.892"
"USEP","01 Jul 2012","23","201.64","5007.235"
"USEP","01 Jul 2012","24","200.76","4988.891"
"USEP","01 Jul 2012","25","197.01","4967.475"
"USEP","01 Jul 2012","26","198.54","4978.812"
"USEP","01 Jul 2012","27","200.77","4995.635"
"USEP","01 Jul 2012","28","201.20","5004.701"
"USEP","01 Jul 2012","29","203.24","5010.292"
"USEP","01 Jul 2012","30","201.19","5003.885"
"USEP","01 Jul 2012","31","201.08","4998.011"
"USEP","01 Jul 2012","32","194.06","4945.394"
"USEP","01 Jul 2012","33","188.37","4920.270"
"USEP","01 Jul 2012","34","186.39","4904.471"
"USEP","01 Jul 2012","35","185.80","4885.843"
"USEP","01 Jul 2012","36","183.38","4876.027"
"USEP","01 Jul 2012","37","186.44","4894.695"
"USEP","01 Jul 2012","38","195.53","4978.727"
