"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Dec 2012","1","191.64","4746.409"
"USEP","01 Dec 2012","2","252.07","4622.974"
"USEP","01 Dec 2012","3","252.07","4541.069"
"USEP","01 Dec 2012","4","252.28","4486.478"
"USEP","01 Dec 2012","5","225.07","4433.533"
"USEP","01 Dec 2012","6","221.84","4389.717"
"USEP","01 Dec 2012","7","211.59","4345.325"
"USEP","01 Dec 2012","8","191.47","4301.425"
"USEP","01 Dec 2012","9","182.77","4273.131"
"USEP","01 Dec 2012","10","184.75","4276.774"
"USEP","01 Dec 2012","11","191.30","4291.406"
"USEP","01 Dec 2012","12","191.49","4343.904"
"USEP","01 Dec 2012","13","186.44","4394.797"
"USEP","01 Dec 2012","14","173.13","4452.722"
"USEP","01 Dec 2012","15","191.51","4561.232"
"USEP","01 Dec 2012","16","191.67","4726.793"
"USEP","01 Dec 2012","17","180.58","4928.262"
"USEP","01 Dec 2012","18","168.88","5121.147"
"USEP","01 Dec 2012","19","282.71","5304.844"
"USEP","01 Dec 2012","20","313.02","5406.828"
"USEP","01 Dec 2012","21","282.86","5485.001"
"USEP","01 Dec 2012","22","388.55","5545.904"
"USEP","01 Dec 2012","23","282.84","5517.421"
"USEP","01 Dec 2012","24","252.63","5491.308"
"USEP","01 Dec 2012","25","252.54","5492.869"
"USEP","01 Dec 2012","26","222.31","5431.569"
"USEP","01 Dec 2012","27","231.50","5369.320"
"USEP","01 Dec 2012","28","183.56","5313.069"
"USEP","01 Dec 2012","29","179.80","5249.627"
"USEP","01 Dec 2012","30","164.37","5179.297"
"USEP","01 Dec 2012","31","160.19","5136.092"
"USEP","01 Dec 2012","32","162.86","5112.758"
"USEP","01 Dec 2012","33","166.20","5110.502"
"USEP","01 Dec 2012","34","174.26","5080.751"
"USEP","01 Dec 2012","35","156.13","5013.527"
"USEP","01 Dec 2012","36","161.85","4981.868"
"USEP","01 Dec 2012","37","161.15","4989.437"
"USEP","01 Dec 2012","38","160.54","5085.483"
"USEP","01 Dec 2012","39","182.34","5143.791"
"USEP","01 Dec 2012","40","222.20","5140.148"
"USEP","01 Dec 2012","41","222.22","5130.998"
"USEP","01 Dec 2012","42","191.84","5107.669"
"USEP","01 Dec 2012","43","182.37","5071.557"
"USEP","01 Dec 2012","44","211.93","4986.739"
