"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Sep 2016","1","84.28","0.00","5417.618","0.000"
"USEP","01 Sep 2016","2","75.59","0.00","5306.643","0.000"
"USEP","01 Sep 2016","3","72.64","0.00","5209.246","0.000"
"USEP","01 Sep 2016","4","64.90","0.00","5132.082","0.000"
"USEP","01 Sep 2016","5","64.67","0.00","5076.726","0.000"
"USEP","01 Sep 2016","6","62.77","0.00","5023.855","0.000"
"USEP","01 Sep 2016","7","61.75","0.00","4981.580","0.000"
"USEP","01 Sep 2016","8","60.38","0.00","4955.388","0.000"
"USEP","01 Sep 2016","9","60.38","0.00","4947.933","0.000"
"USEP","01 Sep 2016","10","60.39","0.00","4966.929","0.000"
"USEP","01 Sep 2016","11","61.76","0.00","5028.865","0.000"
"USEP","01 Sep 2016","12","64.87","0.00","5173.526","0.000"
"USEP","01 Sep 2016","13","75.52","0.00","5347.685","0.000"
"USEP","01 Sep 2016","14","75.62","0.00","5481.756","0.000"
"USEP","01 Sep 2016","15","60.43","0.00","5648.693","0.000"
"USEP","01 Sep 2016","16","69.88","0.00","5927.823","0.000"
"USEP","01 Sep 2016","17","75.71","0.00","6230.357","0.000"
"USEP","01 Sep 2016","18","75.71","0.00","6404.849","0.000"
"USEP","01 Sep 2016","19","75.70","0.00","6508.508","0.000"
"USEP","01 Sep 2016","20","71.75","0.00","6577.750","0.000"
"USEP","01 Sep 2016","21","70.15","0.00","6637.654","0.000"
"USEP","01 Sep 2016","22","72.66","0.00","6677.975","0.000"
"USEP","01 Sep 2016","23","72.66","0.00","6671.236","0.000"
"USEP","01 Sep 2016","24","65.05","0.00","6617.813","0.000"
"USEP","01 Sep 2016","25","61.79","0.00","6549.550","0.000"
"USEP","01 Sep 2016","26","61.94","0.00","6557.294","0.000"
"USEP","01 Sep 2016","27","61.94","0.00","6598.078","0.000"
"USEP","01 Sep 2016","28","62.95","0.00","6623.439","0.000"
"USEP","01 Sep 2016","29","62.95","0.00","6612.013","0.000"
"USEP","01 Sep 2016","30","62.95","0.00","6617.644","0.000"
"USEP","01 Sep 2016","31","62.95","0.00","6598.406","0.000"
"USEP","01 Sep 2016","32","61.99","0.00","6568.143","0.000"
"USEP","01 Sep 2016","33","61.93","0.00","6540.778","0.000"
"USEP","01 Sep 2016","34","57.70","0.00","6483.509","0.000"
"USEP","01 Sep 2016","35","56.87","0.00","6400.654","0.000"
"USEP","01 Sep 2016","36","55.48","0.00","6272.751","0.000"
"USEP","01 Sep 2016","37","57.84","0.00","6186.298","0.000"
"USEP","01 Sep 2016","38","58.87","0.00","6188.853","0.000"
"USEP","01 Sep 2016","39","62.72","0.00","6197.386","0.000"
"USEP","01 Sep 2016","40","63.49","0.00","6165.866","0.000"
"USEP","01 Sep 2016","41","63.96","0.00","6119.894","0.000"
"USEP","01 Sep 2016","42","67.04","0.00","6070.343","0.000"
"USEP","01 Sep 2016","43","69.91","0.00","5988.676","0.000"
"USEP","01 Sep 2016","44","63.48","0.00","5876.404","0.000"
"USEP","01 Sep 2016","45","61.85","0.00","5739.401","0.000"
"USEP","01 Sep 2016","46","60.50","0.00","5611.393","0.000"
"USEP","01 Sep 2016","47","55.78","0.00","5479.669","0.000"
"USEP","01 Sep 2016","48","54.66","0.00","5279.189","0.000"
"USEP","02 Sep 2016","1","60.40","0.00","5102.838","0.000"
"USEP","02 Sep 2016","2","60.07","0.00","5007.061","0.000"
"USEP","02 Sep 2016","3","60.38","0.00","4983.071","0.000"
"USEP","02 Sep 2016","4","60.07","0.00","4939.191","0.000"
"USEP","02 Sep 2016","5","55.50","0.00","4884.476","0.000"
"USEP","02 Sep 2016","6","55.34","0.00","4842.415","0.000"
"USEP","02 Sep 2016","7","54.70","0.00","4816.685","0.000"
"USEP","02 Sep 2016","8","54.63","0.00","4800.722","0.000"
"USEP","02 Sep 2016","9","54.63","0.00","4805.533","0.000"
"USEP","02 Sep 2016","10","54.63","0.00","4825.115","0.000"
"USEP","02 Sep 2016","11","55.35","0.00","4895.346","0.000"
"USEP","02 Sep 2016","12","60.44","0.00","5040.509","0.000"
"USEP","02 Sep 2016","13","62.78","0.00","5201.344","0.000"
"USEP","02 Sep 2016","14","66.93","0.00","5370.920","0.000"
"USEP","02 Sep 2016","15","57.81","0.00","5599.992","0.000"
"USEP","02 Sep 2016","16","64.95","0.00","5892.760","0.000"
"USEP","02 Sep 2016","17","63.94","0.00","6142.562","0.000"
"USEP","02 Sep 2016","18","62.86","0.00","6331.467","0.000"
"USEP","02 Sep 2016","19","65.63","0.00","6438.546","0.000"
