"PRICE TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Jun 2011","1","216.78","4696.521"
"USEP","01 Jun 2011","2","222.77","4621.459"
"USEP","01 Jun 2011","3","222.88","4522.620"
"USEP","01 Jun 2011","4","231.64","4468.681"
"USEP","01 Jun 2011","5","215.55","4412.769"
"USEP","01 Jun 2011","6","252.95","4369.142"
"USEP","01 Jun 2011","7","238.07","4340.569"
"USEP","01 Jun 2011","8","470.93","4323.741"
"USEP","01 Jun 2011","9","263.12","4307.459"
"USEP","01 Jun 2011","10","253.04","4315.381"
"USEP","01 Jun 2011","11","231.36","4350.743"
"USEP","01 Jun 2011","12","222.85","4469.009"
"USEP","01 Jun 2011","13","233.74","4621.722"
"USEP","01 Jun 2011","14","222.47","4753.477"
"USEP","01 Jun 2011","15","206.52","4931.000"
"USEP","01 Jun 2011","16","215.64","5239.290"
"USEP","01 Jun 2011","17","241.77","5572.568"
"USEP","01 Jun 2011","18","231.76","5786.849"
"USEP","01 Jun 2011","19","228.08","5898.550"
"USEP","01 Jun 2011","20","246.97","6008.382"
"USEP","01 Jun 2011","21","251.04","6093.389"
"USEP","01 Jun 2011","22","258.47","6154.505"
"USEP","01 Jun 2011","23","258.46","6173.818"
"USEP","01 Jun 2011","24","253.41","6116.022"
"USEP","01 Jun 2011","25","246.54","6056.556"
"USEP","01 Jun 2011","26","250.09","6072.232"
"USEP","01 Jun 2011","27","253.45","6117.195"
"USEP","01 Jun 2011","28","258.46","6169.669"
"USEP","01 Jun 2011","29","263.57","6188.445"
"USEP","01 Jun 2011","30","258.02","6151.270"
"USEP","01 Jun 2011","31","250.07","6101.301"
"USEP","01 Jun 2011","32","236.89","5953.851"
"USEP","01 Jun 2011","33","238.18","5936.004"
"USEP","01 Jun 2011","34","236.87","5929.573"
"USEP","01 Jun 2011","35","222.94","5840.421"
"USEP","01 Jun 2011","36","221.64","5720.217"
"USEP","01 Jun 2011","37","222.93","5645.627"
"USEP","01 Jun 2011","38","222.93","5653.544"
"USEP","01 Jun 2011","39","227.95","5665.253"
"USEP","01 Jun 2011","40","227.99","5638.351"
