"PRICE TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 May 2010","1","211.50","4695.969"
"USEP","01 May 2010","2","211.47","4639.982"
"USEP","01 May 2010","3","192.23","4521.333"
"USEP","01 May 2010","4","187.15","4441.182"
"USEP","01 May 2010","5","181.07","4406.332"
"USEP","01 May 2010","6","173.94","4372.621"
"USEP","01 May 2010","7","167.15","4335.495"
"USEP","01 May 2010","8","160.84","4293.161"
"USEP","01 May 2010","9","156.56","4278.176"
"USEP","01 May 2010","10","156.56","4269.121"
"USEP","01 May 2010","11","156.55","4266.506"
"USEP","01 May 2010","12","160.83","4286.317"
"USEP","01 May 2010","13","169.62","4314.696"
"USEP","01 May 2010","14","156.57","4277.356"
"USEP","01 May 2010","15","191.97","4258.952"
"USEP","01 May 2010","16","201.26","4355.827"
"USEP","01 May 2010","17","136.73","4467.588"
"USEP","01 May 2010","18","140.72","4552.923"
"USEP","01 May 2010","19","176.83","4675.070"
"USEP","01 May 2010","20","159.02","4740.416"
"USEP","01 May 2010","21","201.95","4849.304"
"USEP","01 May 2010","22","226.51","4870.178"
"USEP","01 May 2010","23","251.51","4901.021"
"USEP","01 May 2010","24","188.28","4885.083"
"USEP","01 May 2010","25","171.07","4854.070"
"USEP","01 May 2010","26","140.84","4826.953"
"USEP","01 May 2010","27","179.15","4863.483"
"USEP","01 May 2010","28","187.29","4955.408"
"USEP","01 May 2010","29","189.23","4967.754"
"USEP","01 May 2010","30","180.15","4939.668"
"USEP","01 May 2010","31","180.16","4937.322"
"USEP","01 May 2010","32","191.23","4895.346"
"USEP","01 May 2010","33","176.69","4869.462"
"USEP","01 May 2010","34","176.70","4869.000"
"USEP","01 May 2010","35","163.03","4861.460"
"USEP","01 May 2010","36","162.93","4859.815"
"USEP","01 May 2010","37","226.55","4907.582"
"USEP","01 May 2010","38","251.57","5004.636"
"USEP","01 May 2010","39","252.09","5089.429"
"USEP","01 May 2010","40","251.68","5073.893"
"USEP","01 May 2010","41","303.55","5065.787"
"USEP","01 May 2010","42","302.21","5071.269"
"USEP","01 May 2010","43","302.05","5059.455"
"USEP","01 May 2010","44","263.92","4992.440"
"USEP","01 May 2010","45","254.70","4911.349"
"USEP","01 May 2010","46","251.47","4836.705"
"USEP","01 May 2010","47","251.41","4723.761"
"USEP","01 May 2010","48","231.47","4617.811"
"USEP","02 May 2010","1","251.63","4581.257"
"USEP","02 May 2010","2","251.39","4530.602"
"USEP","02 May 2010","3","234.41","4453.085"
"USEP","02 May 2010","4","251.33","4390.702"
"USEP","02 May 2010","5","176.87","4329.511"
"USEP","02 May 2010","6","169.68","4263.659"
"USEP","02 May 2010","7","157.07","4227.318"
"USEP","02 May 2010","8","150.72","4194.084"
"USEP","02 May 2010","9","138.29","4176.157"
"USEP","02 May 2010","10","145.38","4178.249"
"USEP","02 May 2010","11","145.38","4179.442"
"USEP","02 May 2010","12","150.72","4197.866"
"USEP","02 May 2010","13","133.16","4244.057"
"USEP","02 May 2010","14","130.12","4211.305"
"USEP","02 May 2010","15","129.98","4186.355"
"USEP","02 May 2010","16","129.87","4268.544"
"USEP","02 May 2010","17","130.16","4398.107"
"USEP","02 May 2010","18","133.16","4509.584"
"USEP","02 May 2010","19","133.22","4622.831"
"USEP","02 May 2010","20","170.93","4722.733"
"USEP","02 May 2010","21","231.50","4798.580"
"USEP","02 May 2010","22","225.48","4830.934"
"USEP","02 May 2010","23","190.21","4858.543"
"USEP","02 May 2010","24","180.03","4818.987"
"USEP","02 May 2010","25","155.97","4786.254"
"USEP","02 May 2010","26","136.73","4772.318"
"USEP","02 May 2010","27","136.83","4812.864"
"USEP","02 May 2010","28","136.83","4844.845"
"USEP","02 May 2010","29","169.67","4879.591"
"USEP","02 May 2010","30","180.17","4932.998"
"USEP","02 May 2010","31","181.15","4922.010"
"USEP","02 May 2010","32","157.56","4896.240"
"USEP","02 May 2010","33","156.98","4883.522"
"USEP","02 May 2010","34","136.83","4868.726"
"USEP","02 May 2010","35","133.31","4858.399"
"USEP","02 May 2010","36","218.81","4859.338"
"USEP","02 May 2010","37","264.86","4905.942"
"USEP","02 May 2010","38","884.47","5002.250"
"USEP","02 May 2010","39","824.15","5089.315"
"USEP","02 May 2010","40","899.01","5095.671"
"USEP","02 May 2010","41","892.97","5093.012"
"USEP","02 May 2010","42","296.92","5105.651"
"USEP","02 May 2010","43","251.46","5098.604"
"USEP","02 May 2010","44","266.79","5043.168"
"USEP","02 May 2010","45","251.36","4972.132"
"USEP","02 May 2010","46","202.42","4907.656"
"USEP","02 May 2010","47","191.27","4802.685"
"USEP","02 May 2010","48","181.20","4697.197"
"USEP","03 May 2010","1","226.26","4599.690"
"USEP","03 May 2010","2","201.27","4510.866"
"USEP","03 May 2010","3","189.26","4439.631"
"USEP","03 May 2010","4","177.21","4381.830"
"USEP","03 May 2010","5","167.87","4316.679"
"USEP","03 May 2010","6","156.59","4279.488"
"USEP","03 May 2010","7","153.82","4255.458"
"USEP","03 May 2010","8","136.69","4230.742"
"USEP","03 May 2010","9","136.67","4222.293"
"USEP","03 May 2010","10","136.66","4225.559"
"USEP","03 May 2010","11","156.57","4287.554"
"USEP","03 May 2010","12","156.45","4415.194"
"USEP","03 May 2010","13","176.50","4557.420"
"USEP","03 May 2010","14","156.66","4641.239"
"USEP","03 May 2010","15","131.13","4782.984"
"USEP","03 May 2010","16","151.13","5084.091"
"USEP","03 May 2010","17","177.43","5394.065"
"USEP","03 May 2010","18","181.37","5602.060"
"USEP","03 May 2010","19","185.30","5728.690"
"USEP","03 May 2010","20","189.49","5830.327"
"USEP","03 May 2010","21","180.39","5899.947"
"USEP","03 May 2010","22","181.35","5929.801"
"USEP","03 May 2010","23","177.61","5917.709"
"USEP","03 May 2010","24","174.55","5886.642"
"USEP","03 May 2010","25","178.34","5848.920"
"USEP","03 May 2010","26","196.38","5866.011"
"USEP","03 May 2010","27","228.25","5930.398"
"USEP","03 May 2010","28","251.98","5988.050"
"USEP","03 May 2010","29","195.46","5993.805"
"USEP","03 May 2010","30","184.49","6010.788"
"USEP","03 May 2010","31","179.61","5952.057"
"USEP","03 May 2010","32","177.60","5907.889"
"USEP","03 May 2010","33","175.54","5863.397"
"USEP","03 May 2010","34","177.58","5865.877"
"USEP","03 May 2010","35","179.60","5827.106"
"USEP","03 May 2010","36","179.18","5693.046"
"USEP","03 May 2010","37","176.07","5569.546"
"USEP","03 May 2010","38","174.16","5537.191"
"USEP","03 May 2010","39","175.49","5579.357"
"USEP","03 May 2010","40","174.24","5533.220"
"USEP","03 May 2010","41","174.26","5533.832"
"USEP","03 May 2010","42","177.53","5489.723"
"USEP","03 May 2010","43","179.30","5430.192"
"USEP","03 May 2010","44","183.99","5330.936"
"USEP","03 May 2010","45","266.76","5257.082"
"USEP","03 May 2010","46","233.51","5138.115"
"USEP","03 May 2010","47","178.25","5039.739"
"USEP","03 May 2010","48","164.12","4925.205"
"USEP","04 May 2010","1","176.19","4801.711"
"USEP","04 May 2010","2","178.16","4699.721"
"USEP","04 May 2010","3","179.25","4556.615"
"USEP","04 May 2010","4","176.12","4503.610"
"USEP","04 May 2010","5","172.03","4457.951"
"USEP","04 May 2010","6","170.91","4412.952"
"USEP","04 May 2010","7","169.68","4370.931"
"USEP","04 May 2010","8","165.85","4343.636"
"USEP","04 May 2010","9","137.19","4306.207"
"USEP","04 May 2010","10","137.49","4310.014"
"USEP","04 May 2010","11","137.72","4367.025"
"USEP","04 May 2010","12","169.75","4504.127"
"USEP","04 May 2010","13","177.33","4638.978"
"USEP","04 May 2010","14","172.13","4740.639"
"USEP","04 May 2010","15","137.79","4890.649"
"USEP","04 May 2010","16","137.27","5182.960"
"USEP","04 May 2010","17","171.29","5545.506"
"USEP","04 May 2010","18","177.33","5765.737"
"USEP","04 May 2010","19","211.66","5948.320"
"USEP","04 May 2010","20","282.91","6052.605"
"USEP","04 May 2010","21","252.01","6104.462"
"USEP","04 May 2010","22","251.74","6158.372"
"USEP","04 May 2010","23","211.99","6134.685"
"USEP","04 May 2010","24","251.80","6076.705"
"USEP","04 May 2010","25","201.60","6006.026"
"USEP","04 May 2010","26","201.37","6026.801"
"USEP","04 May 2010","27","201.63","6106.058"
"USEP","04 May 2010","28","209.72","6147.512"
"USEP","04 May 2010","29","190.56","6149.600"
"USEP","04 May 2010","30","200.65","6114.223"
"USEP","04 May 2010","31","251.84","6144.162"
"USEP","04 May 2010","32","190.58","6096.714"
"USEP","04 May 2010","33","196.60","6078.539"
"USEP","04 May 2010","34","196.65","6086.868"
"USEP","04 May 2010","35","302.77","6050.940"
"USEP","04 May 2010","36","291.85","5899.276"
"USEP","04 May 2010","37","211.92","5787.550"
"USEP","04 May 2010","38","191.24","5762.551"
"USEP","04 May 2010","39","190.37","5741.622"
"USEP","04 May 2010","40","186.36","5698.130"
"USEP","04 May 2010","41","184.37","5664.374"
"USEP","04 May 2010","42","184.48","5612.989"
"USEP","04 May 2010","43","185.43","5545.278"
"USEP","04 May 2010","44","181.39","5424.765"
"USEP","04 May 2010","45","181.35","5285.704"
"USEP","04 May 2010","46","176.42","5188.014"
"USEP","04 May 2010","47","176.41","5096.099"
"USEP","04 May 2010","48","194.36","4987.773"
"USEP","05 May 2010","1","201.15","4867.394"
"USEP","05 May 2010","2","195.84","4751.971"
"USEP","05 May 2010","3","201.12","4632.925"
"USEP","05 May 2010","4","193.22","4537.297"
"USEP","05 May 2010","5","186.03","4483.338"
"USEP","05 May 2010","6","184.19","4465.217"
"USEP","05 May 2010","7","184.17","4426.038"
"USEP","05 May 2010","8","179.14","4405.433"
"USEP","05 May 2010","9","179.14","4397.625"
"USEP","05 May 2010","10","179.33","4409.772"
"USEP","05 May 2010","11","189.73","4475.440"
"USEP","05 May 2010","12","199.46","4592.787"
"USEP","05 May 2010","13","199.51","4718.086"
"USEP","05 May 2010","14","177.27","4805.682"
"USEP","05 May 2010","15","171.23","4947.421"
"USEP","05 May 2010","16","174.17","5239.036"
"USEP","05 May 2010","17","182.33","5545.049"
"USEP","05 May 2010","18","185.48","5762.968"
"USEP","05 May 2010","19","187.46","5911.557"
"USEP","05 May 2010","20","201.61","6020.832"
"USEP","05 May 2010","21","252.83","6080.045"
"USEP","05 May 2010","22","292.03","6140.341"
"USEP","05 May 2010","23","252.72","6126.425"
"USEP","05 May 2010","24","252.73","6103.125"
"USEP","05 May 2010","25","216.74","6047.198"
"USEP","05 May 2010","26","292.43","6073.484"
"USEP","05 May 2010","27","292.48","6133.870"
"USEP","05 May 2010","28","293.52","6172.651"
"USEP","05 May 2010","29","293.47","6165.588"
"USEP","05 May 2010","30","293.43","6140.669"
"USEP","05 May 2010","31","293.58","6137.895"
"USEP","05 May 2010","32","293.57","6146.235"
"USEP","05 May 2010","33","293.57","6139.704"
"USEP","05 May 2010","34","292.33","6090.680"
"USEP","05 May 2010","35","252.73","6018.108"
"USEP","05 May 2010","36","228.13","5919.166"
"USEP","05 May 2010","37","185.44","5772.735"
"USEP","05 May 2010","38","185.43","5767.973"
"USEP","05 May 2010","39","191.44","5787.222"
"USEP","05 May 2010","40","187.48","5761.641"
"USEP","05 May 2010","41","185.48","5736.195"
"USEP","05 May 2010","42","199.61","5686.669"
"USEP","05 May 2010","43","206.60","5626.303"
"USEP","05 May 2010","44","231.21","5515.830"
"USEP","05 May 2010","45","222.02","5391.660"
"USEP","05 May 2010","46","221.97","5276.470"
"USEP","05 May 2010","47","185.73","5166.524"
"USEP","05 May 2010","48","176.27","5033.243"
"USEP","06 May 2010","1","241.95","4895.703"
"USEP","06 May 2010","2","291.70","4774.674"
"USEP","06 May 2010","3","272.12","4671.054"
"USEP","06 May 2010","4","241.88","4639.709"
"USEP","06 May 2010","5","194.39","4574.517"
"USEP","06 May 2010","6","182.77","4515.906"
"USEP","06 May 2010","7","178.83","4480.539"
"USEP","06 May 2010","8","173.97","4443.826"
"USEP","06 May 2010","9","172.93","4433.717"
"USEP","06 May 2010","10","173.97","4453.980"
"USEP","06 May 2010","11","181.18","4498.819"
"USEP","06 May 2010","12","189.32","4601.027"
"USEP","06 May 2010","13","184.26","4721.803"
"USEP","06 May 2010","14","174.19","4800.448"
"USEP","06 May 2010","15","163.09","4949.553"
"USEP","06 May 2010","16","175.42","5236.750"
"USEP","06 May 2010","17","182.84","5541.137"
"USEP","06 May 2010","18","181.86","5763.987"
"USEP","06 May 2010","19","187.30","5900.821"
