"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Dec 2016","1","77.79","0.00","5135.680","0.000"
"USEP","01 Dec 2016","2","76.33","0.00","5030.291","0.000"
"USEP","01 Dec 2016","3","75.46","0.00","4942.551","0.000"
"USEP","01 Dec 2016","4","74.90","0.00","4887.632","0.000"
"USEP","01 Dec 2016","5","74.36","0.00","4835.243","0.000"
"USEP","01 Dec 2016","6","74.33","0.00","4794.375","0.000"
"USEP","01 Dec 2016","7","73.42","0.00","4758.104","0.000"
"USEP","01 Dec 2016","8","67.75","0.00","4739.551","0.000"
"USEP","01 Dec 2016","9","66.69","0.00","4734.641","0.000"
"USEP","01 Dec 2016","10","67.75","0.00","4745.773","0.000"
"USEP","01 Dec 2016","11","74.33","0.00","4816.840","0.000"
"USEP","01 Dec 2016","12","75.01","0.00","4955.214","0.000"
"USEP","01 Dec 2016","13","77.19","0.00","5125.998","0.000"
"USEP","01 Dec 2016","14","78.29","0.00","5262.042","0.000"
"USEP","01 Dec 2016","15","67.92","0.00","5433.174","0.000"
"USEP","01 Dec 2016","16","74.45","0.00","5715.411","0.000"
"USEP","01 Dec 2016","17","76.18","0.00","6022.109","0.000"
"USEP","01 Dec 2016","18","75.36","0.00","6216.044","0.000"
"USEP","01 Dec 2016","19","76.18","0.00","6314.569","0.000"
"USEP","01 Dec 2016","20","76.37","0.00","6372.981","0.000"
"USEP","01 Dec 2016","21","77.32","0.00","6432.144","0.000"
"USEP","01 Dec 2016","22","77.32","0.00","6461.631","0.000"
"USEP","01 Dec 2016","23","76.47","0.00","6436.031","0.000"
"USEP","01 Dec 2016","24","75.49","0.00","6373.180","0.000"
"USEP","01 Dec 2016","25","75.04","0.00","6317.705","0.000"
"USEP","01 Dec 2016","26","75.09","0.00","6325.379","0.000"
"USEP","01 Dec 2016","27","75.06","0.00","6360.208","0.000"
"USEP","01 Dec 2016","28","75.48","0.00","6380.948","0.000"
"USEP","01 Dec 2016","29","75.04","0.00","6365.288","0.000"
"USEP","01 Dec 2016","30","74.50","0.00","6326.904","0.000"
"USEP","01 Dec 2016","31","74.48","0.00","6303.486","0.000"
"USEP","01 Dec 2016","32","74.47","0.00","6294.326","0.000"
"USEP","01 Dec 2016","33","74.47","0.00","6283.740","0.000"
"USEP","01 Dec 2016","34","72.86","0.00","6244.109","0.000"
"USEP","01 Dec 2016","35","69.23","0.00","6165.007","0.000"
"USEP","01 Dec 2016","36","67.97","0.00","6049.792","0.000"
"USEP","01 Dec 2016","37","67.97","0.00","5985.455","0.000"
"USEP","01 Dec 2016","38","68.55","0.00","6018.337","0.000"
"USEP","01 Dec 2016","39","71.63","0.00","6054.260","0.000"
"USEP","01 Dec 2016","40","72.80","0.00","6035.429","0.000"
"USEP","01 Dec 2016","41","71.77","0.00","5981.972","0.000"
"USEP","01 Dec 2016","42","76.40","0.00","5923.957","0.000"
"USEP","01 Dec 2016","43","76.22","0.00","5841.276","0.000"
"USEP","01 Dec 2016","44","75.01","0.00","5708.790","0.000"
"USEP","01 Dec 2016","45","74.43","0.00","5560.535","0.000"
"USEP","01 Dec 2016","46","68.51","0.00","5418.761","0.000"
"USEP","01 Dec 2016","47","66.80","0.00","5275.521","0.000"
"USEP","01 Dec 2016","48","66.71","0.00","5103.797","0.000"
"USEP","02 Dec 2016","1","68.21","0.00","4967.401","0.000"
"USEP","02 Dec 2016","2","65.37","0.00","4877.399","0.000"
"USEP","02 Dec 2016","3","64.68","0.00","4813.291","0.000"
"USEP","02 Dec 2016","4","64.17","0.00","4744.824","0.000"
"USEP","02 Dec 2016","5","63.71","0.00","4699.314","0.000"
"USEP","02 Dec 2016","6","63.52","0.00","4656.602","0.000"
"USEP","02 Dec 2016","7","62.35","0.00","4613.850","0.000"
"USEP","02 Dec 2016","8","62.19","0.00","4597.354","0.000"
"USEP","02 Dec 2016","9","61.34","0.00","4610.560","0.000"
"USEP","02 Dec 2016","10","62.35","0.00","4628.551","0.000"
"USEP","02 Dec 2016","11","63.71","0.00","4696.918","0.000"
"USEP","02 Dec 2016","12","64.73","0.00","4847.027","0.000"
"USEP","02 Dec 2016","13","71.42","0.00","5003.498","0.000"
"USEP","02 Dec 2016","14","74.92","0.00","5156.817","0.000"
"USEP","02 Dec 2016","15","65.52","0.00","5344.306","0.000"
"USEP","02 Dec 2016","16","68.96","0.00","5631.547","0.000"
"USEP","02 Dec 2016","17","74.46","0.00","5912.118","0.000"
"USEP","02 Dec 2016","18","74.46","0.00","6104.010","0.000"
"USEP","02 Dec 2016","19","74.46","0.00","6213.126","0.000"
"USEP","02 Dec 2016","20","75.10","0.00","6293.431","0.000"
"USEP","02 Dec 2016","21","76.24","0.00","6361.744","0.000"
"USEP","02 Dec 2016","22","76.27","0.00","6397.150","0.000"
"USEP","02 Dec 2016","23","76.27","0.00","6395.451","0.000"
"USEP","02 Dec 2016","24","75.11","0.00","6336.805","0.000"
"USEP","02 Dec 2016","25","74.56","0.00","6281.290","0.000"
"USEP","02 Dec 2016","26","75.07","0.00","6299.207","0.000"
"USEP","02 Dec 2016","27","75.11","0.00","6348.971","0.000"
"USEP","02 Dec 2016","28","76.27","0.00","6382.812","0.000"
"USEP","02 Dec 2016","29","76.28","0.00","6393.761","0.000"
"USEP","02 Dec 2016","30","75.52","0.00","6376.614","0.000"
"USEP","02 Dec 2016","31","76.26","0.00","6389.218","0.000"
"USEP","02 Dec 2016","32","76.26","0.00","6395.143","0.000"
"USEP","02 Dec 2016","33","76.26","0.00","6386.773","0.000"
"USEP","02 Dec 2016","34","75.10","0.00","6319.718","0.000"
"USEP","02 Dec 2016","35","74.55","0.00","6238.051","0.000"
"USEP","02 Dec 2016","36","71.63","0.00","6118.333","0.000"
"USEP","02 Dec 2016","37","70.66","0.00","6054.156","0.000"
"USEP","02 Dec 2016","38","72.51","0.00","6077.828","0.000"
"USEP","02 Dec 2016","39","74.56","0.00","6093.836","0.000"
"USEP","02 Dec 2016","40","74.54","0.00","6056.631","0.000"
"USEP","02 Dec 2016","41","74.56","0.00","6028.908","0.000"
"USEP","02 Dec 2016","42","76.44","0.00","5958.975","0.000"
"USEP","02 Dec 2016","43","76.45","0.00","5889.008","0.000"
"USEP","02 Dec 2016","44","76.22","0.00","5763.157","0.000"
"USEP","02 Dec 2016","45","75.05","0.00","5639.802","0.000"
"USEP","02 Dec 2016","46","74.48","0.00","5518.310","0.000"
"USEP","02 Dec 2016","47","71.59","0.00","5404.547","0.000"
"USEP","02 Dec 2016","48","68.55","0.00","5294.740","0.000"
"USEP","03 Dec 2016","1","77.63","0.00","5181.006","0.000"
"USEP","03 Dec 2016","2","76.19","0.00","5083.261","0.000"
"USEP","03 Dec 2016","3","74.41","0.00","4990.054","0.000"
"USEP","03 Dec 2016","4","74.00","0.00","4914.177","0.000"
"USEP","03 Dec 2016","5","72.92","0.00","4849.756","0.000"
"USEP","03 Dec 2016","6","64.81","0.00","4805.468","0.000"
"USEP","03 Dec 2016","7","64.72","0.00","4757.040","0.000"
"USEP","03 Dec 2016","8","63.35","0.00","4726.142","0.000"
"USEP","03 Dec 2016","9","61.86","0.00","4693.743","0.000"
"USEP","03 Dec 2016","10","61.86","0.00","4695.890","0.000"
"USEP","03 Dec 2016","11","62.83","0.00","4724.358","0.000"
"USEP","03 Dec 2016","12","63.36","0.00","4785.663","0.000"
"USEP","03 Dec 2016","13","64.30","0.00","4857.594","0.000"
"USEP","03 Dec 2016","14","63.71","0.00","4901.687","0.000"
"USEP","03 Dec 2016","15","64.75","0.00","4997.211","0.000"
"USEP","03 Dec 2016","16","67.94","0.00","5191.289","0.000"
"USEP","03 Dec 2016","17","75.62","0.00","5427.648","0.000"
"USEP","03 Dec 2016","18","73.61","0.00","5596.145","0.000"
"USEP","03 Dec 2016","19","74.49","0.00","5720.664","0.000"
"USEP","03 Dec 2016","20","75.39","0.00","5816.366","0.000"
"USEP","03 Dec 2016","21","75.67","0.00","5890.901","0.000"
"USEP","03 Dec 2016","22","76.23","0.00","5932.406","0.000"
"USEP","03 Dec 2016","23","76.01","0.00","5917.322","0.000"
"USEP","03 Dec 2016","24","75.06","0.00","5852.866","0.000"
"USEP","03 Dec 2016","25","74.53","0.00","5819.547","0.000"
"USEP","03 Dec 2016","26","74.51","0.00","5786.193","0.000"
"USEP","03 Dec 2016","27","74.51","0.00","5764.479","0.000"
"USEP","03 Dec 2016","28","74.50","0.00","5748.382","0.000"
"USEP","03 Dec 2016","29","73.63","0.00","5724.923","0.000"
