"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Jun 2015","1","98.41","4969.563"
"USEP","01 Jun 2015","2","125.41","4880.321"
"USEP","01 Jun 2015","3","131.07","4848.051"
"USEP","01 Jun 2015","4","131.05","4810.572"
"USEP","01 Jun 2015","5","123.14","4755.639"
"USEP","01 Jun 2015","6","100.89","4701.436"
"USEP","01 Jun 2015","7","100.52","4648.868"
"USEP","01 Jun 2015","8","95.83","4602.633"
"USEP","01 Jun 2015","9","95.42","4576.888"
"USEP","01 Jun 2015","10","90.79","4547.356"
"USEP","01 Jun 2015","11","90.79","4551.546"
"USEP","01 Jun 2015","12","95.73","4591.385"
"USEP","01 Jun 2015","13","100.52","4665.995"
"USEP","01 Jun 2015","14","100.53","4699.085"
"USEP","01 Jun 2015","15","100.53","4718.140"
"USEP","01 Jun 2015","16","100.65","4811.025"
"USEP","01 Jun 2015","17","112.85","4938.227"
"USEP","01 Jun 2015","18","108.73","5069.460"
"USEP","01 Jun 2015","19","152.45","5181.513"
"USEP","01 Jun 2015","20","152.95","5291.102"
"USEP","01 Jun 2015","21","131.27","5406.177"
"USEP","01 Jun 2015","22","142.44","5503.361"
"USEP","01 Jun 2015","23","152.48","5515.045"
"USEP","01 Jun 2015","24","133.34","5456.513"
"USEP","01 Jun 2015","25","131.27","5427.146"
"USEP","01 Jun 2015","26","133.35","5442.990"
"USEP","01 Jun 2015","27","137.19","5468.680"
"USEP","01 Jun 2015","28","138.00","5472.795"
"USEP","01 Jun 2015","29","140.99","5474.972"
"USEP","01 Jun 2015","30","140.99","5474.853"
"USEP","01 Jun 2015","31","141.00","5472.606"
"USEP","01 Jun 2015","32","138.11","5463.650"
"USEP","01 Jun 2015","33","139.13","5456.195"
"USEP","01 Jun 2015","34","141.95","5462.154"
"USEP","01 Jun 2015","35","152.49","5475.345"
"USEP","01 Jun 2015","36","208.07","5460.136"
"USEP","01 Jun 2015","37","214.63","5502.312"
"USEP","01 Jun 2015","38","203.03","5612.561"
"USEP","01 Jun 2015","39","218.55","5690.327"
"USEP","01 Jun 2015","40","233.01","5704.322"
"USEP","01 Jun 2015","41","253.74","5704.765"
"USEP","01 Jun 2015","42","265.21","5764.619"
"USEP","01 Jun 2015","43","263.34","5759.087"
"USEP","01 Jun 2015","44","266.55","5689.388"
"USEP","01 Jun 2015","45","214.87","5584.098"
"USEP","01 Jun 2015","46","203.08","5491.825"
"USEP","01 Jun 2015","47","223.67","5383.484"
"USEP","01 Jun 2015","48","217.02","5269.611"
"USEP","02 Jun 2015","1","194.19","5153.681"
"USEP","02 Jun 2015","2","166.37","5056.095"
"USEP","02 Jun 2015","3","140.67","4973.474"
"USEP","02 Jun 2015","4","130.28","4932.795"
"USEP","02 Jun 2015","5","130.26","4879.993"
"USEP","02 Jun 2015","6","120.76","4837.107"
"USEP","02 Jun 2015","7","106.62","4805.697"
"USEP","02 Jun 2015","8","106.33","4785.762"
"USEP","02 Jun 2015","9","105.66","4781.950"
"USEP","02 Jun 2015","10","105.66","4795.165"
"USEP","02 Jun 2015","11","106.34","4845.889"
"USEP","02 Jun 2015","12","140.64","4973.802"
"USEP","02 Jun 2015","13","155.53","5136.137"
"USEP","02 Jun 2015","14","152.52","5286.345"
"USEP","02 Jun 2015","15","90.88","5480.508"
"USEP","02 Jun 2015","16","97.77","5783.664"
"USEP","02 Jun 2015","17","120.95","6082.947"
"USEP","02 Jun 2015","18","97.67","6308.640"
"USEP","02 Jun 2015","19","168.18","6451.791"
"USEP","02 Jun 2015","20","231.32","6555.316"
"USEP","02 Jun 2015","21","329.65","6634.115"
"USEP","02 Jun 2015","22","332.30","6687.274"
"USEP","02 Jun 2015","23","261.36","6690.236"
"USEP","02 Jun 2015","24","281.97","6634.622"
"USEP","02 Jun 2015","25","113.24","6581.130"
"USEP","02 Jun 2015","26","115.48","6587.705"
"USEP","02 Jun 2015","27","181.14","6639.503"
"USEP","02 Jun 2015","28","202.38","6660.511"
"USEP","02 Jun 2015","29","276.10","6675.714"
"USEP","02 Jun 2015","30","276.11","6679.789"
"USEP","02 Jun 2015","31","276.09","6674.422"
"USEP","02 Jun 2015","32","281.93","6678.442"
"USEP","02 Jun 2015","33","276.11","6676.112"
"USEP","02 Jun 2015","34","189.36","6648.031"
"USEP","02 Jun 2015","35","105.25","6571.771"
"USEP","02 Jun 2015","36","97.90","6409.988"
"USEP","02 Jun 2015","37","86.60","6294.073"
"USEP","02 Jun 2015","38","87.61","6287.482"
"USEP","02 Jun 2015","39","90.98","6280.375"
"USEP","02 Jun 2015","40","90.96","6256.733"
"USEP","02 Jun 2015","41","87.61","6188.664"
"USEP","02 Jun 2015","42","112.81","6125.127"
"USEP","02 Jun 2015","43","101.12","6041.860"
"USEP","02 Jun 2015","44","121.90","5935.492"
"USEP","02 Jun 2015","45","112.82","5798.663"
"USEP","02 Jun 2015","46","106.80","5670.914"
"USEP","02 Jun 2015","47","99.77","5531.859"
"USEP","02 Jun 2015","48","90.88","5390.765"
"USEP","03 Jun 2015","1","128.25","5263.946"
"USEP","03 Jun 2015","2","109.98","5160.137"
"USEP","03 Jun 2015","3","99.75","5053.600"
"USEP","03 Jun 2015","4","97.63","4977.654"
"USEP","03 Jun 2015","5","97.62","4933.878"
"USEP","03 Jun 2015","6","95.86","4880.113"
"USEP","03 Jun 2015","7","95.85","4847.649"
"USEP","03 Jun 2015","8","95.84","4813.947"
"USEP","03 Jun 2015","9","90.80","4808.102"
"USEP","03 Jun 2015","10","90.79","4812.024"
"USEP","03 Jun 2015","11","95.84","4877.603"
"USEP","03 Jun 2015","12","97.63","4989.800"
"USEP","03 Jun 2015","13","99.69","5151.480"
"USEP","03 Jun 2015","14","99.62","5255.288"
"USEP","03 Jun 2015","15","84.53","5418.244"
"USEP","03 Jun 2015","16","90.90","5705.813"
"USEP","03 Jun 2015","17","97.83","6047.779"
"USEP","03 Jun 2015","18","97.76","6248.567"
"USEP","03 Jun 2015","19","99.87","6376.301"
"USEP","03 Jun 2015","20","104.99","6459.753"
"USEP","03 Jun 2015","21","125.61","6574.251"
"USEP","03 Jun 2015","22","167.46","6619.856"
"USEP","03 Jun 2015","23","113.16","6630.442"
"USEP","03 Jun 2015","24","105.13","6588.396"
"USEP","03 Jun 2015","25","99.57","6533.497"
"USEP","03 Jun 2015","26","100.05","6561.464"
"USEP","03 Jun 2015","27","115.44","6619.280"
"USEP","03 Jun 2015","28","246.69","6665.217"
"USEP","03 Jun 2015","29","307.14","6687.046"
"USEP","03 Jun 2015","30","251.73","6671.166"
"USEP","03 Jun 2015","31","246.53","6667.275"
"USEP","03 Jun 2015","32","329.74","6651.505"
"USEP","03 Jun 2015","33","329.85","6648.821"
"USEP","03 Jun 2015","34","246.69","6620.900"
"USEP","03 Jun 2015","35","209.21","6561.816"
"USEP","03 Jun 2015","36","151.95","6416.533"
"USEP","03 Jun 2015","37","103.97","6321.094"
"USEP","03 Jun 2015","38","104.98","6305.355"
"USEP","03 Jun 2015","39","120.65","6318.997"
"USEP","03 Jun 2015","40","115.28","6288.804"
"USEP","03 Jun 2015","41","105.92","6240.943"
"USEP","03 Jun 2015","42","175.53","6195.592"
"USEP","03 Jun 2015","43","154.20","6116.211"
"USEP","03 Jun 2015","44","153.21","6004.262"
"USEP","03 Jun 2015","45","142.02","5869.759"
"USEP","03 Jun 2015","46","125.43","5748.963"
"USEP","03 Jun 2015","47","107.89","5621.771"
"USEP","03 Jun 2015","48","99.41","5488.798"
"USEP","04 Jun 2015","1","120.85","5369.553"
"USEP","04 Jun 2015","2","102.93","5248.926"
"USEP","04 Jun 2015","3","97.89","5151.251"
"USEP","04 Jun 2015","4","96.74","5084.921"
"USEP","04 Jun 2015","5","96.75","5023.696"
"USEP","04 Jun 2015","6","95.94","4973.399"
"USEP","04 Jun 2015","7","90.85","4932.342"
"USEP","04 Jun 2015","8","90.84","4908.914"
"USEP","04 Jun 2015","9","90.83","4904.769"
"USEP","04 Jun 2015","10","90.84","4926.855"
"USEP","04 Jun 2015","11","95.90","4983.215"
"USEP","04 Jun 2015","12","97.69","5104.359"
"USEP","04 Jun 2015","13","98.33","5251.029"
"USEP","04 Jun 2015","14","98.91","5352.148"
"USEP","04 Jun 2015","15","89.31","5505.418"
"USEP","04 Jun 2015","16","96.70","5807.266"
"USEP","04 Jun 2015","17","99.89","6123.433"
"USEP","04 Jun 2015","18","97.85","6320.031"
"USEP","04 Jun 2015","19","116.41","6458.918"
"USEP","04 Jun 2015","20","178.51","6553.084"
"USEP","04 Jun 2015","21","187.08","6621.625"
"USEP","04 Jun 2015","22","329.75","6672.742"
"USEP","04 Jun 2015","23","215.44","6661.614"
"USEP","04 Jun 2015","24","110.09","6599.772"
"USEP","04 Jun 2015","25","100.95","6556.802"
"USEP","04 Jun 2015","26","101.22","6584.167"
"USEP","04 Jun 2015","27","168.04","6646.699"
"USEP","04 Jun 2015","28","196.23","6685.584"
"USEP","04 Jun 2015","29","329.89","6695.982"
"USEP","04 Jun 2015","30","256.55","6672.195"
"USEP","04 Jun 2015","31","230.35","6659.790"
"USEP","04 Jun 2015","32","206.27","6648.364"
"USEP","04 Jun 2015","33","139.72","6635.432"
"USEP","04 Jun 2015","34","113.19","6600.816"
"USEP","04 Jun 2015","35","101.05","6517.340"
"USEP","04 Jun 2015","36","101.03","6369.035"
"USEP","04 Jun 2015","37","97.85","6247.906"
"USEP","04 Jun 2015","38","99.31","6234.234"
"USEP","04 Jun 2015","39","100.92","6246.157"
"USEP","04 Jun 2015","40","100.89","6223.628"
"USEP","04 Jun 2015","41","100.78","6179.181"
"USEP","04 Jun 2015","42","162.24","6135.549"
"USEP","04 Jun 2015","43","145.63","6058.360"
"USEP","04 Jun 2015","44","125.87","5943.340"
"USEP","04 Jun 2015","45","105.94","5813.578"
"USEP","04 Jun 2015","46","101.01","5685.660"
"USEP","04 Jun 2015","47","98.85","5548.130"
"USEP","04 Jun 2015","48","95.94","5440.157"
"USEP","05 Jun 2015","1","139.49","5322.781"
"USEP","05 Jun 2015","2","127.32","5215.901"
"USEP","05 Jun 2015","3","102.79","5097.625"
"USEP","05 Jun 2015","4","98.74","5048.755"
"USEP","05 Jun 2015","5","98.72","4997.618"
"USEP","05 Jun 2015","6","95.89","4944.042"
"USEP","05 Jun 2015","7","94.25","4912.731"
"USEP","05 Jun 2015","8","94.25","4895.569"
"USEP","05 Jun 2015","9","94.00","4883.935"
"USEP","05 Jun 2015","10","94.25","4901.170"
"USEP","05 Jun 2015","11","94.25","4931.642"
