"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Oct 2017","1","75.75","0.00","5358.077","0.000"
"USEP","01 Oct 2017","2","73.44","0.00","5259.855","0.000"
"USEP","01 Oct 2017","3","70.40","0.00","5112.654","0.000"
"USEP","01 Oct 2017","4","71.33","0.00","5044.858","0.000"
"USEP","01 Oct 2017","5","71.57","0.00","4982.455","0.000"
"USEP","01 Oct 2017","6","70.58","0.00","4929.887","0.000"
"USEP","01 Oct 2017","7","68.26","0.00","4889.406","0.000"
"USEP","01 Oct 2017","8","67.90","0.00","4858.692","0.000"
"USEP","01 Oct 2017","9","66.87","0.00","4832.142","0.000"
"USEP","01 Oct 2017","10","66.86","0.00","4834.364","0.000"
"USEP","01 Oct 2017","11","67.60","0.00","4863.498","0.000"
"USEP","01 Oct 2017","12","66.86","0.00","4904.823","0.000"
"USEP","01 Oct 2017","13","66.86","0.00","4937.332","0.000"
"USEP","01 Oct 2017","14","66.87","0.00","4968.529","0.000"
"USEP","01 Oct 2017","15","66.83","0.00","4970.055","0.000"
"USEP","01 Oct 2017","16","67.92","0.00","5081.348","0.000"
"USEP","01 Oct 2017","17","69.02","0.00","5198.545","0.000"
"USEP","01 Oct 2017","18","71.76","0.00","5327.457","0.000"
"USEP","01 Oct 2017","19","75.37","0.00","5414.283","0.000"
"USEP","01 Oct 2017","20","76.47","0.00","5519.473","0.000"
"USEP","01 Oct 2017","21","79.49","0.00","5611.746","0.000"
"USEP","01 Oct 2017","22","71.13","0.00","5653.291","0.000"
"USEP","01 Oct 2017","23","71.07","0.00","5632.754","0.000"
"USEP","01 Oct 2017","24","72.18","0.00","5622.312","0.000"
"USEP","01 Oct 2017","25","72.18","0.00","5609.281","0.000"
"USEP","01 Oct 2017","26","72.17","0.00","5612.054","0.000"
"USEP","01 Oct 2017","27","72.17","0.00","5611.756","0.000"
"USEP","01 Oct 2017","28","72.17","0.00","5613.590","0.000"
"USEP","01 Oct 2017","29","72.02","0.00","5605.390","0.000"
"USEP","01 Oct 2017","30","71.46","0.00","5600.738","0.000"
"USEP","01 Oct 2017","31","71.35","0.00","5574.188","0.000"
"USEP","01 Oct 2017","32","71.09","0.00","5540.879","0.000"
"USEP","01 Oct 2017","33","70.69","0.00","5539.592","0.000"
"USEP","01 Oct 2017","34","70.66","0.00","5518.241","0.000"
"USEP","01 Oct 2017","35","70.56","0.00","5525.129","0.000"
"USEP","01 Oct 2017","36","70.07","0.00","5523.514","0.000"
"USEP","01 Oct 2017","37","70.71","0.00","5594.818","0.000"
"USEP","01 Oct 2017","38","72.19","0.00","5698.175","0.000"
"USEP","01 Oct 2017","39","75.66","0.00","5792.798","0.000"
"USEP","01 Oct 2017","40","77.62","0.00","5824.184","0.000"
"USEP","01 Oct 2017","41","79.16","0.00","5851.907","0.000"
"USEP","01 Oct 2017","42","79.44","0.00","5855.584","0.000"
"USEP","01 Oct 2017","43","79.19","0.00","5837.827","0.000"
"USEP","01 Oct 2017","44","77.58","0.00","5762.044","0.000"
"USEP","01 Oct 2017","45","71.17","0.00","5657.570","0.000"
"USEP","01 Oct 2017","46","71.16","0.00","5547.673","0.000"
"USEP","01 Oct 2017","47","72.19","0.00","5419.407","0.000"
"USEP","01 Oct 2017","48","70.00","0.00","5273.279","0.000"
"USEP","02 Oct 2017","1","68.02","0.00","5115.373","0.000"
"USEP","02 Oct 2017","2","67.15","0.00","5010.341","0.000"
"USEP","02 Oct 2017","3","65.88","0.00","4938.679","0.000"
"USEP","02 Oct 2017","4","65.86","0.00","4867.871","0.000"
"USEP","02 Oct 2017","5","65.14","0.00","4813.698","0.000"
"USEP","02 Oct 2017","6","65.09","0.00","4776.637","0.000"
"USEP","02 Oct 2017","7","63.94","0.00","4739.621","0.000"
"USEP","02 Oct 2017","8","63.95","0.00","4721.644","0.000"
"USEP","02 Oct 2017","9","63.93","0.00","4721.450","0.000"
"USEP","02 Oct 2017","10","63.96","0.00","4749.103","0.000"
"USEP","02 Oct 2017","11","65.13","0.00","4823.897","0.000"
"USEP","02 Oct 2017","12","65.20","0.00","4965.338","0.000"
"USEP","02 Oct 2017","13","67.18","0.00","5158.353","0.000"
"USEP","02 Oct 2017","14","68.82","0.00","5344.226","0.000"
"USEP","02 Oct 2017","15","66.69","0.00","5573.964","0.000"
"USEP","02 Oct 2017","16","69.04","0.00","5877.696","0.000"
"USEP","02 Oct 2017","17","71.16","0.00","6158.476","0.000"
"USEP","02 Oct 2017","18","70.74","0.00","6346.685","0.000"
"USEP","02 Oct 2017","19","71.16","0.00","6451.492","0.000"
"USEP","02 Oct 2017","20","71.46","0.00","6515.123","0.000"
"USEP","02 Oct 2017","21","72.22","0.00","6572.224","0.000"
"USEP","02 Oct 2017","22","74.52","0.00","6596.482","0.000"
"USEP","02 Oct 2017","23","71.21","0.00","6601.964","0.000"
"USEP","02 Oct 2017","24","70.76","0.00","6549.044","0.000"
"USEP","02 Oct 2017","25","69.15","0.00","6500.641","0.000"
"USEP","02 Oct 2017","26","69.16","0.00","6525.963","0.000"
"USEP","02 Oct 2017","27","69.74","0.00","6577.164","0.000"
"USEP","02 Oct 2017","28","74.26","0.00","6618.688","0.000"
"USEP","02 Oct 2017","29","74.71","0.00","6627.763","0.000"
"USEP","02 Oct 2017","30","75.53","0.00","6607.868","0.000"
"USEP","02 Oct 2017","31","75.38","0.00","6602.024","0.000"
"USEP","02 Oct 2017","32","72.20","0.00","6610.204","0.000"
"USEP","02 Oct 2017","33","72.20","0.00","6611.969","0.000"
"USEP","02 Oct 2017","34","69.85","0.00","6580.762","0.000"
"USEP","02 Oct 2017","35","68.25","0.00","6510.248","0.000"
"USEP","02 Oct 2017","36","67.29","0.00","6377.926","0.000"
"USEP","02 Oct 2017","37","67.32","0.00","6292.080","0.000"
