battery_technology,2016,2020,2025,2030
flooded_la,4.1,5.1,6.7,8.8
vrla,4.1,5.1,6.7,8.8
li_ion_lfp,6.8,8.2,10.4,13.1
li_ion_nca,2.7,3.3,4.2,5.2
li_ion_nmc,5.5,6.6,8.3,10.5
li_ion_titan,15.0,16.5,19.7,23.0
nanicl,8.2,9.3,10.7,12.4
