expected_price,upper_limit,lower_limit
59.94110390194434,75.75237655235352,47.43000946644309
60.97954696498914,83.30447489550224,44.637519805746784
61.90363016887016,88.82174562100306,43.14325733289928
62.72436748413147,93.11378144314403,42.253103840345204
63.45210499158723,96.54335596917143,41.70322843499511
64.09645606178053,99.32536901017716,41.36260172623983
64.66627388400397,101.60484475554391,41.15676755475623
65.16965151630471,103.48669143286749,41.03990010649544
65.6139415523145,105.04989485582733,40.982328749010875
66.00578917337205,106.35540414513086,40.96420148481099
66.3511737660941,107.45101471929476,40.971956120093026
66.65545544939664,108.37463277134805,40.99621495871972
66.92342379588203,109.15657726937319,41.03046068869236
67.15934678017335,109.82126397663257,41.070168896428676
67.36701857158346,110.38846890851376,41.11222155808024
67.54980523895044,110.8742930376013,41.15450085686382
67.71068777708638,111.29190811420106,41.19560277950756
67.852302119041,111.65213854793498,41.23463251782703
67.9769759847962,111.96391856519216,41.27105699098065
68.08676255029661,112.23465340380145,41.3045979471386
68.18347101324433,112.47050606247127,41.33515427441634
68.2686941937106,112.67662593524834,41.362745540434254
68.34383334613628,112.85733185308227,41.38747106413077
68.41012038079684,113.0162592069963,41.409480400014864
68.46863770201064,113.15647866946038,41.42895222520224
68.5203358708575,113.28059237943964,41.446079414281655
68.5660492947069,113.39081218448177,41.461058663512915
68.60651013643856,113.4890235480467,41.47408344833059
68.64236062442306,113.57683796448556,41.485339410194435
68.67416393119099,113.65563612697056,41.49500150066863
68.70241377506542,113.72660362696003,41.50323238353852
68.7275428854022,113.79076059815253,41.51018172508362
68.74993045886958,113.84898643085238,41.515986099447076
68.76990872162689,113.90204045684018,41.52076930854393
68.78776870049744,113.95057932678502,41.52464297020814
68.80376529533271,113.99517166148567,41.52770726880392
68.8181217347817,114.03631044671089,41.530051792725516
68.83103348857355,114.07442355276555,41.53175640562138
68.8426717012027,114.10988268927333,41.53289211474305
68.85318620448366,114.143011049161,41.53352191197648
68.86270815980586,114.17408985049377,41.53370157197785
68.87135237497174,114.20336394828514,41.53348039822562
68.87921933521748,114.2310466588806,41.53290191235556
68.88639698330293,114.25732391552434,41.532004485328706
68.89296227939406,114.28235785418514,41.530821911163436
68.89898256775919,114.30628991270078,41.529383925397894
68.90451677404161,114.32924351314996,41.52771667135273
68.90961645398117,114.35132638648696,41.525843117775466
68.91432671192226,114.37263258947215,41.523783431690596
