weather_type,time,ambient_air_temperature,sky_temperature,ambient_air_humidity_ratio,irradiation_horizontal,irradiation_east,irradiation_south,irradiation_west,irradiation_north
singapore_nus,2016-10-01 00:00:00.000,28.07,15.07,0.01823542,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2016-10-01 01:00:00.000,27.18,14.18,0.016375147,0.019,0.01121,0.01121,0.01121,0.01121
singapore_nus,2016-10-01 02:00:00.000,26.96,13.96,0.016044677,0.017,0.01003,0.01003,0.01003,0.01003
singapore_nus,2016-10-01 03:00:00.000,26.66,13.66,0.016299027,0.013,0.00767,0.00767,0.00767,0.00767
singapore_nus,2016-10-01 04:00:00.000,26.42,13.42,0.016242453,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2016-10-01 05:00:00.000,26.21,13.21,0.015817363,0.015,0.00885,0.00885,0.00885,0.00885
singapore_nus,2016-10-01 06:00:00.000,26.04,13.04,0.015807508,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2016-10-01 07:00:00.000,26.3,13.3,0.015285576,0.776,0.45784,0.45784,0.45784,0.45784
singapore_nus,2016-10-01 08:00:00.000,26.78,13.78,0.014986178,41.07,24.2313,24.2313,24.2313,24.2313
singapore_nus,2016-10-01 09:00:00.000,27.34,14.34,0.015543969,254.4,198.0773092,134.7302301,129.1418793,129.1418793
singapore_nus,2016-10-01 10:00:00.000,28.96,15.96,0.016504601,383.8,250.8140743,205.1651604,199.6709798,199.6709798
singapore_nus,2016-10-01 11:00:00.000,29.31,16.31,0.016399377,288.7,171.2224548,162.512492,160.8211523,160.8211523
singapore_nus,2016-10-01 12:00:00.000,26.35,13.35,0.017129163,75.2,44.368,44.368,44.368,44.368
singapore_nus,2016-10-01 13:00:00.000,25.93,12.93,0.01697986,170.7,98.50078253,98.86089368,98.60715589,98.50078253
singapore_nus,2016-10-01 14:00:00.000,26.75,13.75,0.015888208,368.6,208.1205819,209.6948177,213.6264961,208.1205819
singapore_nus,2016-10-01 15:00:00.000,27.56,14.56,0.016131301,468.7,239.7006219,246.4851525,284.70571,239.7006219
singapore_nus,2016-10-01 16:00:00.000,27.44,14.44,0.016727941,284.4,159.8610325,161.5912236,176.5507487,159.8610325
singapore_nus,2016-10-01 17:00:00.000,27.97,14.97,0.016256583,162.3,94.08876738,94.58166503,100.2231468,94.08876738
singapore_nus,2016-10-01 18:00:00.000,28.43,15.43,0.015461894,112.9,54.45021235,61.23875247,155.5242503,54.45021235
singapore_nus,2016-10-01 19:00:00.000,28.41,15.41,0.016278637,24.54,14.4786,14.4786,14.4786,14.4786
singapore_nus,2016-10-01 20:00:00.000,28.0,15.0,0.016486308,0.057,0.03363,0.03363,0.03363,0.03363
singapore_nus,2016-10-01 21:00:00.000,27.84,14.84,0.016818886,0.014,0.00826,0.00826,0.00826,0.00826
singapore_nus,2016-10-01 22:00:00.000,27.84,14.84,0.01732877,0.021,0.01239,0.01239,0.01239,0.01239
singapore_nus,2016-10-01 23:00:00.000,27.84,14.84,0.017693472,0.015,0.00885,0.00885,0.00885,0.00885
singapore_nus,2016-10-02 00:00:00.000,29.5,16.5,0.017408036,0.014,0.00826,0.00826,0.00826,0.00826
singapore_nus,2016-10-02 01:00:00.000,28.2,15.2,0.018203818,0.019,0.01121,0.01121,0.01121,0.01121
singapore_nus,2016-10-02 02:00:00.000,28.15,15.15,0.018273434,0.014,0.00826,0.00826,0.00826,0.00826
singapore_nus,2016-10-02 03:00:00.000,28.06,15.06,0.019015299,0.014,0.00826,0.00826,0.00826,0.00826
singapore_nus,2016-10-02 04:00:00.000,27.53,14.53,0.019330144,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2016-10-02 05:00:00.000,27.53,14.53,0.01949828,0.019,0.01121,0.01121,0.01121,0.01121
singapore_nus,2016-10-02 06:00:00.000,27.53,14.53,0.019570366,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2016-10-02 07:00:00.000,27.63,14.63,0.019374542,0.363,0.21417,0.21417,0.21417,0.21417
singapore_nus,2016-10-02 08:00:00.000,27.82,14.82,0.01947532,31.58,18.6322,18.6322,18.6322,18.6322
singapore_nus,2016-10-02 09:00:00.000,28.29,15.29,0.019003531,152.0,89.68,89.68,89.68,89.68
singapore_nus,2016-10-02 10:00:00.000,27.95,14.95,0.014945586,115.1,67.909,67.909,67.909,67.909
singapore_nus,2016-10-02 11:00:00.000,28.35,15.35,0.016734791,532.7,319.7827139,265.1363558,253.3636955,253.3636955
singapore_nus,2016-10-02 12:00:00.000,29.2,16.2,0.016825369,452.3,253.6038638,245.8370758,241.2376446,241.2376446
singapore_nus,2016-10-02 13:00:00.000,29.92,16.92,0.016555553,200.3,114.5763375,115.2115094,114.75949,114.5763375
singapore_nus,2016-10-02 14:00:00.000,30.51,17.51,0.016656474,243.1,138.8402196,139.6779104,141.5556744,138.8402196
singapore_nus,2016-10-02 15:00:00.000,30.69,17.69,0.017342851,477.4,237.7636972,246.5566129,291.5842392,237.7636972
singapore_nus,2016-10-02 16:00:00.000,30.55,17.55,0.016403659,438.5,203.0044799,216.2683326,320.532476,203.0044799
singapore_nus,2016-10-02 17:00:00.000,31.13,18.13,0.015165389,350.5,129.3788204,154.514717,415.0835129,129.3788204
singapore_nus,2016-10-02 18:00:00.000,31.38,18.38,0.01463664,224.8,82.52807065,113.5892856,501.7852943,82.52807065
singapore_nus,2016-10-02 19:00:00.000,30.69,17.69,0.015597355,50.45,29.7655,29.7655,29.7655,29.7655
singapore_nus,2016-10-02 20:00:00.000,29.97,16.97,0.016089246,0.146,0.08614,0.08614,0.08614,0.08614
singapore_nus,2016-10-02 21:00:00.000,29.83,16.83,0.016253138,0.012,0.00708,0.00708,0.00708,0.00708
singapore_nus,2016-10-02 22:00:00.000,29.64,16.64,0.017016282,0.022,0.01298,0.01298,0.01298,0.01298
singapore_nus,2016-10-02 23:00:00.000,29.55,16.55,0.017244992,0.019,0.01121,0.01121,0.01121,0.01121
singapore_nus,2016-10-03 00:00:00.000,28.04,15.04,0.017636159,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2016-10-03 01:00:00.000,29.4,16.4,0.017989521,0.015,0.00885,0.00885,0.00885,0.00885
singapore_nus,2016-10-03 02:00:00.000,29.01,16.01,0.018609969,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2016-10-03 03:00:00.000,28.89,15.89,0.018270076,0.014,0.00826,0.00826,0.00826,0.00826
singapore_nus,2016-10-03 04:00:00.000,28.77,15.77,0.018680326,0.012,0.00708,0.00708,0.00708,0.00708
singapore_nus,2016-10-03 05:00:00.000,28.18,15.18,0.018430641,0.012,0.00708,0.00708,0.00708,0.00708
singapore_nus,2016-10-03 06:00:00.000,23.67,10.67,0.01729947,0.028,0.01652,0.01652,0.01652,0.01652
singapore_nus,2016-10-03 07:00:00.000,22.94,9.94,0.017694977,0.459,0.27081,0.27081,0.27081,0.27081
singapore_nus,2016-10-03 08:00:00.000,23.54,10.54,0.017914457,17.7,10.443,10.443,10.443,10.443
singapore_nus,2016-10-03 09:00:00.000,24.41,11.41,0.016758881,42.94,25.3346,25.3346,25.3346,25.3346
singapore_nus,2016-10-03 10:00:00.000,24.86,11.86,0.017391532,76.2,44.958,44.958,44.958,44.958
singapore_nus,2016-10-03 11:00:00.000,25.79,12.79,0.017287822,137.3,81.007,81.007,81.007,81.007
singapore_nus,2016-10-03 12:00:00.000,26.82,13.82,0.016891283,275.7,162.1282808,161.8338384,161.6349317,161.6349317
singapore_nus,2016-10-03 13:00:00.000,27.06,14.06,0.01644243,336.7,189.8849716,191.5510523,190.3549702,189.8849716
singapore_nus,2016-10-03 14:00:00.000,28.09,15.09,0.015455571,371.9,208.7203544,210.8262387,215.0853166,208.7203544
singapore_nus,2016-10-03 15:00:00.000,28.48,15.48,0.016321554,402.5,219.8291943,223.6474411,241.5315613,219.8291943
singapore_nus,2016-10-03 16:00:00.000,28.9,15.9,0.017028865,483.3,199.2763964,221.4453857,380.9657277,199.2763964
singapore_nus,2016-10-03 17:00:00.000,28.8,15.8,0.017004867,245.5,124.0703483,131.4253455,201.0135728,124.0703483
singapore_nus,2016-10-03 18:00:00.000,28.78,15.78,0.016505589,141.4,50.64834002,73.01317881,326.7638707,50.64834002
singapore_nus,2016-10-03 19:00:00.000,28.77,15.77,0.015596528,31.97,18.8623,18.8623,18.8623,18.8623
singapore_nus,2016-10-03 20:00:00.000,28.3,15.3,0.016946571,0.204,0.12036,0.12036,0.12036,0.12036
singapore_nus,2016-10-03 21:00:00.000,28.21,15.21,0.017021847,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2016-10-03 22:00:00.000,28.25,15.25,0.017186946,0.021,0.01239,0.01239,0.01239,0.01239
singapore_nus,2016-10-03 23:00:00.000,28.11,15.11,0.017438515,0.017,0.01003,0.01003,0.01003,0.01003
singapore_nus,2016-10-04 00:00:00.000,27.16,14.16,0.016728161,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2016-10-04 01:00:00.000,27.86,14.86,0.017739075,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2016-10-04 02:00:00.000,27.77,14.77,0.018007089,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2016-10-04 03:00:00.000,27.76,14.76,0.018020513,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2016-10-04 04:00:00.000,27.74,14.74,0.018168381,0.021,0.01239,0.01239,0.01239,0.01239
singapore_nus,2016-10-04 05:00:00.000,27.41,14.41,0.018167469,0.022,0.01298,0.01298,0.01298,0.01298
singapore_nus,2016-10-04 06:00:00.000,27.13,14.13,0.018400833,0.025,0.01475,0.01475,0.01475,0.01475
singapore_nus,2016-10-04 07:00:00.000,27.43,14.43,0.018760798,0.585,0.34515,0.34515,0.34515,0.34515
singapore_nus,2016-10-04 08:00:00.000,27.49,14.49,0.018876619,35.35,20.8565,20.8565,20.8565,20.8565
singapore_nus,2016-10-04 09:00:00.000,27.89,14.89,0.019165108,106.2,62.658,62.658,62.658,62.658
singapore_nus,2016-10-04 10:00:00.000,29.1,16.1,0.016971224,425.2,288.8013473,219.57478,208.5314131,208.5314131
singapore_nus,2016-10-04 11:00:00.000,29.79,16.79,0.015654144,590.1,353.0222936,302.9418103,289.8943374,289.8943374
singapore_nus,2016-10-04 12:00:00.000,29.96,16.96,0.016118085,645.8,340.8559242,320.1370622,304.2049346,304.2049346
singapore_nus,2016-10-04 13:00:00.000,29.92,16.92,0.016096526,479.5,254.12023,259.981418,255.7406404,254.12023
singapore_nus,2016-10-04 14:00:00.000,29.85,16.85,0.016266878,687.5,301.016534,323.0937847,363.5548347,301.016534
singapore_nus,2016-10-04 15:00:00.000,29.96,16.96,0.016879826,584.8,254.4183021,275.4854061,366.2176083,254.4183021
singapore_nus,2016-10-04 16:00:00.000,29.65,16.65,0.017425624,240.7,134.9281099,136.8997486,149.9622355,134.9281099
singapore_nus,2016-10-04 17:00:00.000,29.63,16.63,0.017113955,69.87,41.2233,41.2233,41.2233,41.2233
singapore_nus,2016-10-04 18:00:00.000,29.79,16.79,0.017717562,64.99,38.3441,38.3441,38.3441,38.3441
singapore_nus,2016-10-04 19:00:00.000,28.97,15.97,0.017546187,14.3,8.437,8.437,8.437,8.437
singapore_nus,2016-10-04 20:00:00.000,27.16,14.16,0.016355449,0.104,0.06136,0.06136,0.06136,0.06136
singapore_nus,2016-10-04 21:00:00.000,27.17,14.17,0.016411889,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2016-10-04 22:00:00.000,27.16,14.16,0.016425299,0.023,0.01357,0.01357,0.01357,0.01357
singapore_nus,2016-10-04 23:00:00.000,27.25,14.25,0.016608177,0.015,0.00885,0.00885,0.00885,0.00885
singapore_nus,2016-10-05 00:00:00.000,28.24,15.24,0.017176675,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2016-10-05 01:00:00.000,27.08,14.08,0.016810135,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2016-10-05 02:00:00.000,27.13,14.13,0.01695398,0.021,0.01239,0.01239,0.01239,0.01239
singapore_nus,2016-10-05 03:00:00.000,26.96,13.96,0.017034645,0.015,0.00885,0.00885,0.00885,0.00885
singapore_nus,2016-10-05 04:00:00.000,27.09,14.09,0.017145505,0.019,0.01121,0.01121,0.01121,0.01121
singapore_nus,2016-10-05 05:00:00.000,27.01,14.01,0.017271203,0.014,0.00826,0.00826,0.00826,0.00826
singapore_nus,2016-10-05 06:00:00.000,26.67,13.67,0.01744173,0.017,0.01003,0.01003,0.01003,0.01003
singapore_nus,2016-10-05 07:00:00.000,26.38,13.38,0.017316436,0.659,0.38881,0.38881,0.38881,0.38881
singapore_nus,2016-10-05 08:00:00.000,26.65,13.65,0.017171369,52.93,31.2287,31.2287,31.2287,31.2287
singapore_nus,2016-10-05 09:00:00.000,28.02,15.02,0.017590462,188.8,120.0000843,108.9807424,107.5727646,107.5727646
singapore_nus,2016-10-05 10:00:00.000,29.89,16.89,0.017871942,358.0,225.4127531,199.7446842,195.2981244,195.2981244
singapore_nus,2016-10-05 11:00:00.000,29.24,16.24,0.017376312,227.6,134.5130002,132.1132422,131.4305834,131.4305834
singapore_nus,2016-10-05 12:00:00.000,29.11,16.11,0.017281949,348.1,200.5354358,198.2029209,196.1634286,196.1634286
singapore_nus,2016-10-05 13:00:00.000,29.07,16.07,0.017434071,328.6,184.6432569,186.6482854,185.1872686,184.6432569
singapore_nus,2016-10-05 14:00:00.000,29.24,16.24,0.017600454,369.6,208.6364964,210.7604125,214.3004638,208.6364964
singapore_nus,2016-10-05 15:00:00.000,29.12,16.12,0.017970775,198.4,115.1052772,115.5902518,117.5195932,115.1052772
singapore_nus,2016-10-05 16:00:00.000,29.23,16.23,0.016944772,251.7,144.0498562,145.3788585,153.5264037,144.0498562
singapore_nus,2016-10-05 17:00:00.000,29.21,16.21,0.017503313,222.4,114.81357,121.5892275,175.9892902,114.81357
singapore_nus,2016-10-05 18:00:00.000,29.8,16.8,0.016723923,208.1,77.91683136,114.2124755,460.837507,77.91683136
singapore_nus,2016-10-05 19:00:00.000,29.39,16.39,0.016641676,19.57,11.5463,11.5463,11.5463,11.5463
singapore_nus,2016-10-05 20:00:00.000,28.59,15.59,0.017691882,0.1,0.059,0.059,0.059,0.059
singapore_nus,2016-10-05 21:00:00.000,28.39,15.39,0.017758135,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2016-10-05 22:00:00.000,28.45,15.45,0.017569847,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2016-10-05 23:00:00.000,28.3,15.3,0.017413094,0.021,0.01239,0.01239,0.01239,0.01239
singapore_nus,2016-10-06 00:00:00.000,27.92,14.92,0.017974232,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2016-10-06 01:00:00.000,28.07,15.07,0.017249043,0.022,0.01298,0.01298,0.01298,0.01298
singapore_nus,2016-10-06 02:00:00.000,27.86,14.86,0.017179305,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2016-10-06 03:00:00.000,27.7,14.7,0.017111564,0.017,0.01003,0.01003,0.01003,0.01003
singapore_nus,2016-10-06 04:00:00.000,27.42,14.42,0.017157786,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2016-10-06 05:00:00.000,25.86,12.86,0.016368146,0.024,0.01416,0.01416,0.01416,0.01416
singapore_nus,2016-10-06 06:00:00.000,24.56,11.56,0.016434641,0.017,0.01003,0.01003,0.01003,0.01003
singapore_nus,2016-10-06 07:00:00.000,25.68,12.68,0.016680767,0.37,0.2183,0.2183,0.2183,0.2183
singapore_nus,2016-10-06 08:00:00.000,26.28,13.28,0.017078758,26.13,15.4167,15.4167,15.4167,15.4167
singapore_nus,2016-10-06 09:00:00.000,26.52,13.52,0.017576514,37.7,22.243,22.243,22.243,22.243
singapore_nus,2016-10-06 10:00:00.000,26.72,13.72,0.017676771,33.03,19.4877,19.4877,19.4877,19.4877
singapore_nus,2016-10-06 11:00:00.000,27.47,14.47,0.017613818,110.7,65.313,65.313,65.313,65.313
singapore_nus,2016-10-06 12:00:00.000,27.98,14.98,0.017818137,211.0,124.1173381,123.9504373,123.7845126,123.7845126
singapore_nus,2016-10-06 13:00:00.000,28.2,15.2,0.017830795,246.5,144.4926063,144.7100994,144.5505855,144.4926063
singapore_nus,2016-10-06 14:00:00.000,28.44,15.44,0.017685289,325.0,183.5691452,185.5286668,188.5078997,183.5691452
singapore_nus,2016-10-06 15:00:00.000,28.74,15.74,0.01729993,290.3,166.058518,167.4400396,172.5369297,166.058518
singapore_nus,2016-10-06 16:00:00.000,28.67,15.67,0.016766838,258.1,146.9096384,148.6204378,158.3679734,146.9096384
singapore_nus,2016-10-06 17:00:00.000,28.95,15.95,0.016512898,204.9,109.6204025,114.6106838,151.799582,109.6204025
singapore_nus,2016-10-06 18:00:00.000,29.11,16.11,0.016279156,106.9,53.73403458,61.88843634,133.9460529,53.73403458
singapore_nus,2016-10-06 19:00:00.000,28.73,15.73,0.016614841,19.09,11.2631,11.2631,11.2631,11.2631
singapore_nus,2016-10-06 20:00:00.000,28.33,15.33,0.016912031,0.05,0.0295,0.0295,0.0295,0.0295
singapore_nus,2016-10-06 21:00:00.000,28.38,15.38,0.017070311,0.015,0.00885,0.00885,0.00885,0.00885
singapore_nus,2016-10-06 22:00:00.000,28.46,15.46,0.016998466,0.013,0.00767,0.00767,0.00767,0.00767
singapore_nus,2016-10-06 23:00:00.000,28.3,15.3,0.017088701,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2016-10-07 00:00:00.000,26.27,13.27,0.018155227,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2016-10-07 01:00:00.000,27.78,14.78,0.018017908,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2016-10-07 02:00:00.000,27.54,14.54,0.018214469,0.022,0.01298,0.01298,0.01298,0.01298
singapore_nus,2016-10-07 03:00:00.000,27.48,14.48,0.018172652,0.015,0.00885,0.00885,0.00885,0.00885
singapore_nus,2016-10-07 04:00:00.000,27.62,14.62,0.017989706,0.017,0.01003,0.01003,0.01003,0.01003
singapore_nus,2016-10-07 05:00:00.000,27.92,14.92,0.017534209,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2016-10-07 06:00:00.000,27.96,14.96,0.017796783,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2016-10-07 07:00:00.000,25.25,12.25,0.017498927,0.05,0.0295,0.0295,0.0295,0.0295
singapore_nus,2016-10-07 08:00:00.000,23.83,10.83,0.018200859,8.93,5.2687,5.2687,5.2687,5.2687
singapore_nus,2016-10-07 09:00:00.000,23.87,10.87,0.018438667,43.98,25.9482,25.9482,25.9482,25.9482
singapore_nus,2016-10-07 10:00:00.000,24.32,11.32,0.018720989,68.07,40.1613,40.1613,40.1613,40.1613
singapore_nus,2016-10-07 11:00:00.000,24.57,11.57,0.018428483,16.22,9.5698,9.5698,9.5698,9.5698
singapore_nus,2016-10-07 12:00:00.000,23.37,10.37,0.01744669,34.14,20.1426,20.1426,20.1426,20.1426
singapore_nus,2016-10-07 13:00:00.000,23.92,10.92,0.018128655,51.38,30.3142,30.3142,30.3142,30.3142
singapore_nus,2016-10-07 14:00:00.000,24.54,11.54,0.018414528,68.15,40.2085,40.2085,40.2085,40.2085
singapore_nus,2016-10-07 15:00:00.000,24.88,11.88,0.017576212,91.8,54.162,54.162,54.162,54.162
singapore_nus,2016-10-07 16:00:00.000,25.45,12.45,0.017819909,95.9,56.581,56.581,56.581,56.581
singapore_nus,2016-10-07 17:00:00.000,25.63,12.63,0.018466264,86.3,50.917,50.917,50.917,50.917
singapore_nus,2016-10-07 18:00:00.000,25.84,12.84,0.01814092,59.39,35.0401,35.0401,35.0401,35.0401
singapore_nus,2016-10-07 19:00:00.000,25.8,12.8,0.018053526,18.08,10.6672,10.6672,10.6672,10.6672
singapore_nus,2016-10-07 20:00:00.000,25.85,12.85,0.017653901,0.053,0.03127,0.03127,0.03127,0.03127
singapore_nus,2016-10-07 21:00:00.000,26.1,13.1,0.017660939,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2016-10-07 22:00:00.000,26.51,13.51,0.017813387,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2016-10-07 23:00:00.000,26.7,13.7,0.017769172,0.013,0.00767,0.00767,0.00767,0.00767
singapore_nus,2016-10-08 00:00:00.000,28.93,15.93,0.014282968,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2016-10-08 01:00:00.000,25.48,12.48,0.018212909,0.021,0.01239,0.01239,0.01239,0.01239
singapore_nus,2016-10-08 02:00:00.000,24.95,11.95,0.017857028,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2016-10-08 03:00:00.000,24.87,11.87,0.01730023,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2016-10-08 04:00:00.000,24.88,11.88,0.016943775,0.024,0.01416,0.01416,0.01416,0.01416
singapore_nus,2016-10-08 05:00:00.000,25.26,12.26,0.017071358,0.022,0.01298,0.01298,0.01298,0.01298
singapore_nus,2016-10-08 06:00:00.000,25.42,12.42,0.017344417,0.017,0.01003,0.01003,0.01003,0.01003
singapore_nus,2016-10-08 07:00:00.000,25.18,12.18,0.01738258,0.948,0.55932,0.55932,0.55932,0.55932
singapore_nus,2016-10-08 08:00:00.000,25.57,12.57,0.017844532,47.79,28.1961,28.1961,28.1961,28.1961
singapore_nus,2016-10-08 09:00:00.000,26.67,13.67,0.01821437,277.5,222.7475591,149.001421,137.2482231,137.2482231
singapore_nus,2016-10-08 10:00:00.000,27.85,14.85,0.01767975,306.4,188.6390713,174.815186,171.8232286,171.8232286
singapore_nus,2016-10-08 11:00:00.000,28.49,15.49,0.01716257,396.8,234.7362575,227.8296182,225.3261618,225.3261618
singapore_nus,2016-10-08 12:00:00.000,28.81,15.81,0.016737723,348.2,200.5255851,198.648721,196.2275037,196.2275037
singapore_nus,2016-10-08 13:00:00.000,29.59,16.59,0.013806507,422.0,235.1372806,238.7070951,236.0582834,235.1372806
singapore_nus,2016-10-08 14:00:00.000,29.72,16.72,0.013813344,513.8,272.0632173,280.3912139,291.0004306,272.0632173
singapore_nus,2016-10-08 15:00:00.000,29.82,16.82,0.015465027,453.1,244.0938677,250.994254,273.1096293,244.0938677
singapore_nus,2016-10-08 16:00:00.000,30.13,17.13,0.014642012,383.1,203.561923,211.628602,251.7681238,203.561923
singapore_nus,2016-10-08 17:00:00.000,30.13,17.13,0.014350553,242.6,125.5990677,134.4084914,191.6584564,125.5990677
singapore_nus,2016-10-08 18:00:00.000,29.77,16.77,0.014510539,104.4,57.41996932,61.6113394,93.75166181,57.41996932
singapore_nus,2016-10-08 19:00:00.000,29.51,16.51,0.013908439,29.52,17.4168,17.4168,17.4168,17.4168
singapore_nus,2016-10-08 20:00:00.000,29.37,16.37,0.012962744,0.145,0.08555,0.08555,0.08555,0.08555
singapore_nus,2016-10-08 21:00:00.000,29.06,16.06,0.01330448,0.021,0.01239,0.01239,0.01239,0.01239
singapore_nus,2016-10-08 22:00:00.000,28.95,15.95,0.013753514,0.023,0.01357,0.01357,0.01357,0.01357
singapore_nus,2016-10-08 23:00:00.000,28.88,15.88,0.014020967,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2016-10-09 00:00:00.000,28.66,15.66,0.015918404,0.024,0.01416,0.01416,0.01416,0.01416
singapore_nus,2016-10-09 01:00:00.000,28.7,15.7,0.014264214,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2016-10-09 02:00:00.000,28.43,15.43,0.014047424,0.022,0.01298,0.01298,0.01298,0.01298
singapore_nus,2016-10-09 03:00:00.000,28.59,15.59,0.014777732,0.014,0.00826,0.00826,0.00826,0.00826
singapore_nus,2016-10-09 04:00:00.000,28.24,15.24,0.016069811,0.019,0.01121,0.01121,0.01121,0.01121
singapore_nus,2016-10-09 05:00:00.000,28.05,15.05,0.017228404,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2016-10-09 06:00:00.000,28.1,15.1,0.017847886,0.017,0.01003,0.01003,0.01003,0.01003
singapore_nus,2016-10-09 07:00:00.000,26.2,13.2,0.016797708,0.2,0.118,0.118,0.118,0.118
singapore_nus,2016-10-09 08:00:00.000,25.35,12.35,0.016264894,10.27,6.0593,6.0593,6.0593,6.0593
singapore_nus,2016-10-09 09:00:00.000,25.68,12.68,0.016830299,30.21,17.8239,17.8239,17.8239,17.8239
singapore_nus,2016-10-09 10:00:00.000,26.1,13.1,0.017617019,66.96,39.5064,39.5064,39.5064,39.5064
singapore_nus,2016-10-09 11:00:00.000,26.26,13.26,0.017988808,147.3,86.92481039,86.72406564,86.64563014,86.64563014
singapore_nus,2016-10-09 12:00:00.000,27.11,14.11,0.017935084,348.7,201.3151481,199.769062,197.4878491,197.4878491
singapore_nus,2016-10-09 13:00:00.000,28.89,15.89,0.017411195,488.9,268.6893903,274.0526664,270.0519437,268.6893903
singapore_nus,2016-10-09 14:00:00.000,29.57,16.57,0.016661697,392.0,214.0393051,218.9039464,224.5914911,214.0393051
singapore_nus,2016-10-09 15:00:00.000,30.01,17.01,0.01581993,634.2,261.9278021,297.0725721,402.5041481,261.9278021
singapore_nus,2016-10-09 16:00:00.000,30.31,17.31,0.016009379,570.1,167.6563073,231.6406861,530.5822509,167.6563073
singapore_nus,2016-10-09 17:00:00.000,30.4,17.4,0.015939903,396.8,95.52284534,169.2955758,619.3108549,95.52284534
singapore_nus,2016-10-09 18:00:00.000,30.35,17.35,0.015459983,219.8,67.06719556,134.0424042,615.1865678,67.06719556
singapore_nus,2016-10-09 19:00:00.000,29.95,16.95,0.015212721,44.82,26.4438,26.4438,26.4438,26.4438
singapore_nus,2016-10-09 20:00:00.000,29.51,16.51,0.01511045,0.098,0.05782,0.05782,0.05782,0.05782
singapore_nus,2016-10-09 21:00:00.000,29.21,16.21,0.015414671,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2016-10-09 22:00:00.000,28.91,15.91,0.016040741,0.017,0.01003,0.01003,0.01003,0.01003
singapore_nus,2016-10-09 23:00:00.000,28.74,15.74,0.0158337,0.026,0.01534,0.01534,0.01534,0.01534
singapore_nus,2016-10-10 00:00:00.000,28.94,15.94,0.018090809,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2016-10-10 01:00:00.000,28.71,15.71,0.015099075,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2016-10-10 02:00:00.000,28.64,15.64,0.015327234,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2016-10-10 03:00:00.000,28.24,15.24,0.015995496,0.024,0.01416,0.01416,0.01416,0.01416
singapore_nus,2016-10-10 04:00:00.000,27.96,14.96,0.016866906,0.023,0.01357,0.01357,0.01357,0.01357
singapore_nus,2016-10-10 05:00:00.000,27.81,14.81,0.017515986,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2016-10-10 06:00:00.000,27.63,14.63,0.017760078,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2016-10-10 07:00:00.000,27.27,14.27,0.017450036,0.323,0.19057,0.19057,0.19057,0.19057
singapore_nus,2016-10-10 08:00:00.000,27.58,14.58,0.017323618,39.18,23.1162,23.1162,23.1162,23.1162
singapore_nus,2016-10-10 09:00:00.000,28.37,15.37,0.016447227,208.5,138.6548842,119.4369526,115.9508649,115.9508649
singapore_nus,2016-10-10 10:00:00.000,28.97,15.97,0.016043696,308.1,189.708397,176.0424036,172.6661988,172.6661988
singapore_nus,2016-10-10 11:00:00.000,29.53,16.53,0.015373263,516.9,308.1319597,271.8302911,256.576179,256.576179
