weather_type,time,ambient_air_temperature,sky_temperature,ambient_air_humidity_ratio,irradiation_horizontal,irradiation_east,irradiation_south,irradiation_west,irradiation_north
singapore_nus,2017-03-24 08:00:00.000,26.57,13.57,0.01733647,24.75,14.6025,14.6025,14.6025,14.6025
singapore_nus,2017-03-24 09:00:00.000,26.94,13.94,0.017682658,92.9,54.811,54.811,54.811,54.811
singapore_nus,2017-03-24 10:00:00.000,26.54,13.54,0.017147441,127.0,74.93,74.93,74.93,74.93
singapore_nus,2017-03-24 11:00:00.000,26.6,13.6,0.017322793,346.5,207.4509282,193.9727001,193.9727001,194.1287434
singapore_nus,2017-03-24 12:00:00.000,27.04,14.04,0.01642263,476.6,273.0245149,258.3873846,258.3873846,258.5798309
singapore_nus,2017-03-24 13:00:00.000,28.38,15.38,0.015755105,543.4,292.124382,289.0405348,289.0405348,289.2454371
singapore_nus,2017-03-24 14:00:00.000,28.96,15.96,0.015799225,474.3,259.2679604,259.2679604,268.1606931,259.4369408
singapore_nus,2017-03-24 15:00:00.000,29.28,16.28,0.015407738,485.7,251.9887759,251.9887759,287.5148994,252.4788243
singapore_nus,2017-03-24 16:00:00.000,28.95,15.95,0.01503242,309.9,174.8704977,174.8704977,189.3190155,175.0850386
singapore_nus,2017-03-24 17:00:00.000,29.45,16.45,0.015086168,331.9,153.6593233,153.6593233,284.4322928,155.960655
singapore_nus,2017-03-24 18:00:00.000,29.66,16.66,0.014813132,185.0,74.01621359,74.01621359,292.6810161,78.71294243
singapore_nus,2017-03-24 19:00:00.000,29.61,16.61,0.015020717,53.43,31.5237,31.5237,31.5237,31.5237
singapore_nus,2017-03-24 20:00:00.000,29.21,16.21,0.015595182,1.934,1.14106,1.14106,1.14106,1.14106
singapore_nus,2017-03-24 21:00:00.000,28.88,15.88,0.015832294,0.021,0.01239,0.01239,0.01239,0.01239
singapore_nus,2017-03-24 22:00:00.000,28.47,15.47,0.0161159,0.021,0.01239,0.01239,0.01239,0.01239
singapore_nus,2017-03-24 23:00:00.000,27.63,14.63,0.017447765,0.021,0.01239,0.01239,0.01239,0.01239
singapore_nus,2017-03-25 00:00:00.000,27.34,14.34,0.017665476,0.019,0.01121,0.01121,0.01121,0.01121
singapore_nus,2017-03-25 01:00:00.000,27.13,14.13,0.017933391,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2017-03-25 02:00:00.000,26.98,13.98,0.017887424,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2017-03-25 03:00:00.000,26.96,13.96,0.017380706,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2017-03-25 04:00:00.000,26.74,13.74,0.017128452,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2017-03-25 05:00:00.000,26.67,13.67,0.017237519,0.024,0.01416,0.01416,0.01416,0.01416
singapore_nus,2017-03-25 06:00:00.000,26.43,13.43,0.017413757,0.019,0.01121,0.01121,0.01121,0.01121
singapore_nus,2017-03-25 07:00:00.000,26.34,13.34,0.017563843,0.058,0.03422,0.03422,0.03422,0.03422
singapore_nus,2017-03-25 08:00:00.000,26.4,13.4,0.017516151,40.85,24.1015,24.1015,24.1015,24.1015
singapore_nus,2017-03-25 09:00:00.000,26.87,13.87,0.017791897,187.3,131.6853709,103.1405279,103.1405279,103.8236248
singapore_nus,2017-03-25 10:00:00.000,28.12,15.12,0.017646687,392.1,268.9151482,199.9773611,199.9773611,201.531004
singapore_nus,2017-03-25 11:00:00.000,29.57,16.57,0.016739446,509.7,315.5607605,248.5363015,248.5363015,250.1635307
singapore_nus,2017-03-25 12:00:00.000,30.53,17.53,0.016025207,454.1,261.7330089,250.7928961,250.7928961,251.1838476
singapore_nus,2017-03-25 13:00:00.000,31.27,18.27,0.016648743,353.0,200.6868901,199.8903749,199.8903749,200.0599092
singapore_nus,2017-03-25 14:00:00.000,29.91,16.91,0.018057772,215.3,126.2814833,126.2814833,126.6057918,126.2980925
singapore_nus,2017-03-25 15:00:00.000,29.5,16.5,0.018246764,187.0,109.4823926,109.4823926,110.3559943,109.5075293
singapore_nus,2017-03-25 16:00:00.000,27.07,14.07,0.017519726,88.0,51.92,51.92,51.92,51.92
singapore_nus,2017-03-25 17:00:00.000,27.38,14.38,0.017897602,63.61,37.5299,37.5299,37.5299,37.5299
singapore_nus,2017-03-25 18:00:00.000,26.17,13.17,0.01621785,44.58,26.3022,26.3022,26.3022,26.3022
singapore_nus,2017-03-25 19:00:00.000,25.85,12.85,0.016293552,49.05,28.9395,28.9395,28.9395,28.9395
singapore_nus,2017-03-25 20:00:00.000,25.5,12.5,0.016118925,1.258,0.74222,0.74222,0.74222,0.74222
singapore_nus,2017-03-25 21:00:00.000,25.35,12.35,0.015658932,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2017-03-25 22:00:00.000,25.72,12.72,0.016079782,0.019,0.01121,0.01121,0.01121,0.01121
singapore_nus,2017-03-25 23:00:00.000,26.06,13.06,0.01667742,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2017-03-26 00:00:00.000,26.54,13.54,0.017350036,0.015,0.00885,0.00885,0.00885,0.00885
singapore_nus,2017-03-26 01:00:00.000,26.44,13.44,0.017872442,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2017-03-26 02:00:00.000,26.43,13.43,0.018242767,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2017-03-26 03:00:00.000,26.41,13.41,0.018422356,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2017-03-26 04:00:00.000,26.36,13.36,0.018746688,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2017-03-26 05:00:00.000,26.56,13.56,0.018862556,0.021,0.01239,0.01239,0.01239,0.01239
singapore_nus,2017-03-26 06:00:00.000,26.39,13.39,0.018893016,0.019,0.01121,0.01121,0.01121,0.01121
singapore_nus,2017-03-26 07:00:00.000,26.09,13.09,0.019300562,0.062,0.03658,0.03658,0.03658,0.03658
singapore_nus,2017-03-26 08:00:00.000,26.02,13.02,0.019526019,36.7,21.653,21.653,21.653,21.653
singapore_nus,2017-03-26 09:00:00.000,27.19,14.19,0.019855738,230.7,192.5705337,116.3809514,116.3809514,118.7917604
singapore_nus,2017-03-26 10:00:00.000,28.42,15.42,0.019354379,418.8,295.6552723,206.3462889,206.3462889,209.1879013
singapore_nus,2017-03-26 11:00:00.000,29.5,16.5,0.018354108,595.5,381.6438059,243.2817321,243.2817321,248.4031716
singapore_nus,2017-03-26 12:00:00.000,30.41,17.41,0.017414986,320.2,184.850075,177.7484273,177.7484273,178.1637386
singapore_nus,2017-03-26 13:00:00.000,31.63,18.63,0.016335534,51.36,30.3024,30.3024,30.3024,30.3024
singapore_nus,2017-03-26 14:00:00.000,32.25,19.25,0.016210222,208.3,119.1655525,119.1655525,120.7987724,119.3011077
singapore_nus,2017-03-26 15:00:00.000,31.11,18.11,0.018433999,232.1,135.5961702,135.5961702,136.9844003,135.6567774
singapore_nus,2017-03-26 16:00:00.000,30.93,17.93,0.018386068,198.6,109.7231421,109.7231421,123.2953298,110.2014191
singapore_nus,2017-03-26 17:00:00.000,30.5,17.5,0.01811471,43.85,25.8715,25.8715,25.8715,25.8715
singapore_nus,2017-03-26 18:00:00.000,29.35,16.35,0.018643894,52.21,30.8039,30.8039,30.8039,30.8039
singapore_nus,2017-03-26 19:00:00.000,29.93,16.93,0.017176014,34.44,20.3196,20.3196,20.3196,20.3196
singapore_nus,2017-03-26 20:00:00.000,29.17,16.17,0.017406646,1.793,1.05787,1.05787,1.05787,1.05787
singapore_nus,2017-03-26 21:00:00.000,28.59,15.59,0.017214489,0.026,0.01534,0.01534,0.01534,0.01534
singapore_nus,2017-03-26 22:00:00.000,28.33,15.33,0.0165352,0.025,0.01475,0.01475,0.01475,0.01475
singapore_nus,2017-03-26 23:00:00.000,28.02,15.02,0.016976651,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2017-03-27 00:00:00.000,27.72,14.72,0.017542334,0.027,0.01593,0.01593,0.01593,0.01593
singapore_nus,2017-03-27 01:00:00.000,27.53,14.53,0.017844776,0.026,0.01534,0.01534,0.01534,0.01534
singapore_nus,2017-03-27 02:00:00.000,27.22,14.22,0.017960586,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2017-03-27 03:00:00.000,27.08,14.08,0.018088963,0.021,0.01239,0.01239,0.01239,0.01239
singapore_nus,2017-03-27 04:00:00.000,27.14,14.14,0.018177997,0.027,0.01593,0.01593,0.01593,0.01593
singapore_nus,2017-03-27 05:00:00.000,26.92,13.92,0.018376631,0.029,0.01711,0.01711,0.01711,0.01711
singapore_nus,2017-03-27 06:00:00.000,26.9,13.9,0.018377485,0.022,0.01298,0.01298,0.01298,0.01298
singapore_nus,2017-03-27 07:00:00.000,26.71,13.71,0.018281371,0.055,0.03245,0.03245,0.03245,0.03245
singapore_nus,2017-03-27 08:00:00.000,26.78,13.78,0.018107124,63.75,37.6125,37.6125,37.6125,37.6125
singapore_nus,2017-03-27 09:00:00.000,27.59,14.59,0.018173302,220.6,175.0395702,114.3910274,114.3910274,116.7777501
singapore_nus,2017-03-27 10:00:00.000,28.49,15.49,0.017435098,320.8,205.8026499,175.3290221,175.3290221,176.5817213
singapore_nus,2017-03-27 11:00:00.000,29.14,16.14,0.017509354,325.9,193.674918,187.2387619,187.2387619,187.5591888
singapore_nus,2017-03-27 12:00:00.000,29.97,16.97,0.017076499,336.0,195.4056401,190.5208972,190.5208972,190.9184279
singapore_nus,2017-03-27 13:00:00.000,29.49,16.49,0.017485998,95.8,56.522,56.522,56.522,56.522
singapore_nus,2017-03-27 14:00:00.000,27.99,14.99,0.017877929,77.6,45.784,45.784,45.784,45.784
singapore_nus,2017-03-27 15:00:00.000,28.11,15.11,0.018477327,375.0,203.1921076,203.1921076,221.9173097,204.2865021
singapore_nus,2017-03-27 16:00:00.000,30.62,17.62,0.017411524,509.6,221.6324697,221.6324697,365.9425223,228.1797337
singapore_nus,2017-03-27 17:00:00.000,31.37,18.37,0.015861714,436.1,134.7481903,134.7481903,517.8368528,150.8595805
singapore_nus,2017-03-27 18:00:00.000,30.69,17.69,0.01699356,158.4,73.68600407,73.68600407,198.2208506,79.0562227
singapore_nus,2017-03-27 19:00:00.000,30.59,17.59,0.015687581,83.7,49.383,49.383,49.383,49.383
singapore_nus,2017-03-27 20:00:00.000,29.32,16.32,0.016279747,1.815,1.07085,1.07085,1.07085,1.07085
singapore_nus,2017-03-27 21:00:00.000,28.48,15.48,0.017164937,0.022,0.01298,0.01298,0.01298,0.01298
singapore_nus,2017-03-27 22:00:00.000,27.89,14.89,0.017941908,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2017-03-27 23:00:00.000,27.57,14.57,0.018007593,0.017,0.01003,0.01003,0.01003,0.01003
singapore_nus,2017-03-28 00:00:00.000,27.37,14.37,0.018028951,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2017-03-28 01:00:00.000,27.19,14.19,0.018092217,0.022,0.01298,0.01298,0.01298,0.01298
singapore_nus,2017-03-28 02:00:00.000,26.99,13.99,0.018129931,0.023,0.01357,0.01357,0.01357,0.01357
singapore_nus,2017-03-28 03:00:00.000,26.74,13.74,0.018200374,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2017-03-28 04:00:00.000,26.59,13.59,0.018330095,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2017-03-28 05:00:00.000,26.44,13.44,0.018366107,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2017-03-28 06:00:00.000,26.26,13.26,0.018499658,0.017,0.01003,0.01003,0.01003,0.01003
singapore_nus,2017-03-28 07:00:00.000,26.13,13.13,0.018728996,0.034,0.02006,0.02006,0.02006,0.02006
singapore_nus,2017-03-28 08:00:00.000,26.28,13.28,0.019012184,22.81,13.4579,13.4579,13.4579,13.4579
singapore_nus,2017-03-28 09:00:00.000,26.81,13.81,0.018805837,128.5,75.815,75.815,75.815,75.815
singapore_nus,2017-03-28 10:00:00.000,27.69,14.69,0.018645537,372.2,256.7578119,188.0891118,188.0891118,191.5503571
singapore_nus,2017-03-28 11:00:00.000,27.66,14.66,0.018322337,183.3,108.5545334,106.6516186,106.6516186,106.7707186
singapore_nus,2017-03-28 12:00:00.000,27.74,14.74,0.018289512,209.4,123.2969285,122.8731467,122.8731467,122.9174051
singapore_nus,2017-03-28 13:00:00.000,27.62,14.62,0.018230186,89.8,52.982,52.982,52.982,52.982
singapore_nus,2017-03-28 14:00:00.000,26.29,13.29,0.017666063,146.0,85.59736686,85.59736686,85.83777901,85.63229781
singapore_nus,2017-03-28 15:00:00.000,26.07,13.07,0.017103089,436.5,226.6930445,226.6930445,258.7717104,229.0390711
singapore_nus,2017-03-28 16:00:00.000,26.51,13.51,0.015369111,251.0,144.086796,144.086796,151.4142814,144.4931326
singapore_nus,2017-03-28 17:00:00.000,26.26,13.26,0.016218266,175.4,102.1484667,102.1484667,106.3404205,102.3587235
singapore_nus,2017-03-28 18:00:00.000,26.72,13.72,0.016290147,122.8,63.68876704,63.68876704,119.1132561,66.47675442
singapore_nus,2017-03-28 19:00:00.000,26.66,13.66,0.016502518,27.11,15.9949,15.9949,15.9949,15.9949
singapore_nus,2017-03-28 20:00:00.000,26.69,13.69,0.016056966,0.562,0.33158,0.33158,0.33158,0.33158
singapore_nus,2017-03-28 21:00:00.000,26.6,13.6,0.016465315,0.025,0.01475,0.01475,0.01475,0.01475
singapore_nus,2017-03-28 22:00:00.000,25.97,12.97,0.016716852,0.017,0.01003,0.01003,0.01003,0.01003
singapore_nus,2017-03-28 23:00:00.000,25.74,12.74,0.016891911,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2017-03-29 00:00:00.000,25.73,12.73,0.016389033,0.015,0.00885,0.00885,0.00885,0.00885
singapore_nus,2017-03-29 01:00:00.000,25.78,12.78,0.016438963,0.021,0.01239,0.01239,0.01239,0.01239
singapore_nus,2017-03-29 02:00:00.000,25.57,12.57,0.016336133,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2017-03-29 03:00:00.000,25.75,12.75,0.016537579,0.012,0.00708,0.00708,0.00708,0.00708
singapore_nus,2017-03-29 04:00:00.000,25.74,12.74,0.01672038,0.022,0.01298,0.01298,0.01298,0.01298
singapore_nus,2017-03-29 05:00:00.000,25.66,12.66,0.016809807,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2017-03-29 06:00:00.000,25.81,12.81,0.017050224,0.014,0.00826,0.00826,0.00826,0.00826
singapore_nus,2017-03-29 07:00:00.000,25.82,12.82,0.017276282,0.064,0.03776,0.03776,0.03776,0.03776
singapore_nus,2017-03-29 08:00:00.000,25.88,12.88,0.017317848,28.48,16.8032,16.8032,16.8032,16.8032
singapore_nus,2017-03-29 09:00:00.000,26.19,13.19,0.017338462,48.71,28.7389,28.7389,28.7389,28.7389
singapore_nus,2017-03-29 10:00:00.000,26.78,13.78,0.017741057,285.5,186.1487699,153.3539382,153.3539382,155.312059
singapore_nus,2017-03-29 11:00:00.000,29.01,16.01,0.017983874,556.8,350.7169471,245.8498326,245.8498326,253.7590009
singapore_nus,2017-03-29 12:00:00.000,28.88,15.88,0.017922815,102.9,60.711,60.711,60.711,60.711
singapore_nus,2017-03-29 13:00:00.000,27.12,14.12,0.015481163,44.08,26.0072,26.0072,26.0072,26.0072
singapore_nus,2017-03-29 14:00:00.000,30.04,17.04,0.016516127,121.5,71.685,71.685,71.685,71.685
singapore_nus,2017-03-29 15:00:00.000,30.51,17.51,0.016029007,110.7,65.313,65.313,65.313,65.313
singapore_nus,2017-03-29 16:00:00.000,28.59,15.59,0.017412469,94.8,55.932,55.932,55.932,55.932
singapore_nus,2017-03-29 17:00:00.000,27.28,14.28,0.017766542,70.7,41.713,41.713,41.713,41.713
singapore_nus,2017-03-29 18:00:00.000,26.6,13.6,0.016893766,45.09,26.6031,26.6031,26.6031,26.6031
singapore_nus,2017-03-29 19:00:00.000,26.56,13.56,0.017123157,21.85,12.8915,12.8915,12.8915,12.8915
singapore_nus,2017-03-29 20:00:00.000,26.55,13.55,0.017225385,0.847,0.49973,0.49973,0.49973,0.49973
singapore_nus,2017-03-29 21:00:00.000,26.21,13.21,0.017293285,0.019,0.01121,0.01121,0.01121,0.01121
singapore_nus,2017-03-29 22:00:00.000,25.92,12.92,0.017077967,0.014,0.00826,0.00826,0.00826,0.00826
singapore_nus,2017-03-29 23:00:00.000,26.29,13.29,0.016889653,0.017,0.01003,0.01003,0.01003,0.01003
singapore_nus,2017-03-30 00:00:00.000,26.19,13.19,0.016677445,0.021,0.01239,0.01239,0.01239,0.01239
singapore_nus,2017-03-30 01:00:00.000,25.88,12.88,0.016712094,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2017-03-30 02:00:00.000,25.79,12.79,0.016599367,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2017-03-30 03:00:00.000,25.89,12.89,0.016570906,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2017-03-30 04:00:00.000,25.77,12.77,0.016407512,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2017-03-30 05:00:00.000,25.68,12.68,0.016723483,0.017,0.01003,0.01003,0.01003,0.01003
singapore_nus,2017-03-30 06:00:00.000,25.56,12.56,0.016686477,0.013,0.00767,0.00767,0.00767,0.00767
singapore_nus,2017-03-30 07:00:00.000,25.67,12.67,0.016948197,0.041,0.02419,0.02419,0.02419,0.02419
singapore_nus,2017-03-30 08:00:00.000,25.77,12.77,0.01720225,28.68,16.9212,16.9212,16.9212,16.9212
singapore_nus,2017-03-30 09:00:00.000,26.28,13.28,0.017433455,155.7,94.84837116,90.79948538,90.79948538,91.05242255
singapore_nus,2017-03-30 10:00:00.000,27.33,14.33,0.017560414,241.5,147.1976112,138.4466046,138.4466046,139.050561
singapore_nus,2017-03-30 11:00:00.000,28.59,15.59,0.017118081,433.8,265.4887738,219.8804543,219.8804543,223.9068141
singapore_nus,2017-03-30 12:00:00.000,27.83,14.83,0.017342666,228.0,132.7191955,129.7320511,129.7320511,130.1830983
singapore_nus,2017-03-30 13:00:00.000,25.41,12.41,0.01720749,56.17,33.1403,33.1403,33.1403,33.1403
singapore_nus,2017-03-30 14:00:00.000,25.41,12.41,0.01714434,62.39,36.8101,36.8101,36.8101,36.8101
singapore_nus,2017-03-30 15:00:00.000,25.86,12.86,0.017513126,49.55,29.2345,29.2345,29.2345,29.2345
singapore_nus,2017-03-30 16:00:00.000,24.83,11.83,0.018031699,25.93,15.2987,15.2987,15.2987,15.2987
singapore_nus,2017-03-30 17:00:00.000,24.42,11.42,0.018438203,39.51,23.3109,23.3109,23.3109,23.3109
singapore_nus,2017-03-30 18:00:00.000,24.04,11.04,0.018185842,31.91,18.8269,18.8269,18.8269,18.8269
singapore_nus,2017-03-30 19:00:00.000,23.9,10.9,0.017855578,17.22,10.1598,10.1598,10.1598,10.1598
singapore_nus,2017-03-30 20:00:00.000,24.23,11.23,0.017908593,0.47,0.2773,0.2773,0.2773,0.2773
singapore_nus,2017-03-30 21:00:00.000,24.48,11.48,0.018006987,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2017-03-30 22:00:00.000,24.93,11.93,0.017732651,0.023,0.01357,0.01357,0.01357,0.01357
singapore_nus,2017-03-30 23:00:00.000,24.99,11.99,0.017284192,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2017-03-31 00:00:00.000,25.43,12.43,0.016617833,0.013,0.00767,0.00767,0.00767,0.00767
singapore_nus,2017-03-31 01:00:00.000,25.44,12.44,0.017196863,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2017-03-31 02:00:00.000,25.39,12.39,0.017649379,0.019,0.01121,0.01121,0.01121,0.01121
singapore_nus,2017-03-31 03:00:00.000,25.36,12.36,0.017701117,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2017-03-31 04:00:00.000,25.33,12.33,0.017458921,0.022,0.01298,0.01298,0.01298,0.01298
singapore_nus,2017-03-31 05:00:00.000,25.5,12.5,0.017450538,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2017-03-31 06:00:00.000,25.66,12.66,0.017258264,0.017,0.01003,0.01003,0.01003,0.01003
singapore_nus,2017-03-31 07:00:00.000,25.63,12.63,0.017440098,0.042,0.02478,0.02478,0.02478,0.02478
singapore_nus,2017-03-31 08:00:00.000,25.69,12.69,0.017375505,41.64,24.5676,24.5676,24.5676,24.5676
singapore_nus,2017-03-31 09:00:00.000,26.57,13.57,0.018081706,196.2,140.5998207,106.8663018,106.8663018,109.2332768
singapore_nus,2017-03-31 10:00:00.000,27.69,14.69,0.018476273,429.4,318.0567734,197.5999692,197.5999692,207.0348211
singapore_nus,2017-03-31 11:00:00.000,28.55,15.55,0.018080942,326.3,194.7784938,183.8479299,183.8479299,184.953742
singapore_nus,2017-03-31 12:00:00.000,29.24,16.24,0.017724459,445.0,255.7390665,244.5821655,244.5821655,246.5289804
singapore_nus,2017-03-31 13:00:00.000,30.51,17.51,0.017651072,396.8,223.2969264,222.3659838,222.3659838,223.5652638
singapore_nus,2017-03-31 14:00:00.000,29.68,16.68,0.018496767,418.7,234.4919962,234.4919962,240.1485401,235.8247717
singapore_nus,2017-03-31 15:00:00.000,29.52,16.52,0.018644742,633.8,190.6345346,190.6345346,383.0163115,213.0649961
singapore_nus,2017-03-31 16:00:00.000,28.73,15.73,0.017942767,88.3,52.097,52.097,52.097,52.097
singapore_nus,2017-03-31 17:00:00.000,27.86,14.86,0.018007139,31.59,18.6381,18.6381,18.6381,18.6381
singapore_nus,2017-03-31 18:00:00.000,26.96,13.96,0.017796475,41.2,24.308,24.308,24.308,24.308
singapore_nus,2017-03-31 19:00:00.000,26.82,13.82,0.017669437,31.1,18.349,18.349,18.349,18.349
singapore_nus,2017-03-31 20:00:00.000,27.14,14.14,0.017523841,0.908,0.53572,0.53572,0.53572,0.53572
singapore_nus,2017-03-31 21:00:00.000,27.33,14.33,0.01767845,0.022,0.01298,0.01298,0.01298,0.01298
singapore_nus,2017-03-31 22:00:00.000,26.82,13.82,0.018105115,0.021,0.01239,0.01239,0.01239,0.01239
singapore_nus,2017-03-31 23:00:00.000,26.1,13.1,0.018430529,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2017-04-01 00:00:00.000,26.43,13.43,0.017592821,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2017-04-01 01:00:00.000,26.66,13.66,0.017544614,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2017-04-01 02:00:00.000,26.62,13.62,0.017660666,0.013,0.00767,0.00767,0.00767,0.00767
singapore_nus,2017-04-01 03:00:00.000,26.45,13.45,0.017905724,0.019,0.01121,0.01121,0.01121,0.01121
singapore_nus,2017-04-01 04:00:00.000,26.33,13.33,0.018132336,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2017-04-01 05:00:00.000,26.15,13.15,0.01833215,0.018,0.01062,0.01062,0.01062,0.01062
singapore_nus,2017-04-01 06:00:00.000,25.94,12.94,0.01862255,0.017,0.01003,0.01003,0.01003,0.01003
singapore_nus,2017-04-01 07:00:00.000,26.0,13.0,0.018362407,0.048,0.02832,0.02832,0.02832,0.02832
singapore_nus,2017-04-01 08:00:00.000,26.12,13.12,0.018254659,20.34,12.0006,12.0006,12.0006,12.0006
singapore_nus,2017-04-01 09:00:00.000,26.77,13.77,0.018554054,165.8,104.7515618,95.32997116,95.32997116,96.06349525
singapore_nus,2017-04-01 10:00:00.000,28.24,15.24,0.018546942,403.6,285.7420828,196.8862942,196.8862942,204.6732811
singapore_nus,2017-04-01 11:00:00.000,29.34,16.34,0.01806106,528.7,327.5816199,251.0498073,251.0498073,259.780208
singapore_nus,2017-04-01 12:00:00.000,30.38,17.38,0.017491249,315.1,181.7362401,174.9854661,174.9854661,176.3230163
singapore_nus,2017-04-01 13:00:00.000,29.6,16.6,0.017105123,131.1,77.349,77.349,77.349,77.349
singapore_nus,2017-04-01 14:00:00.000,27.51,14.51,0.017179408,53.68,31.6712,31.6712,31.6712,31.6712
singapore_nus,2017-04-01 15:00:00.000,26.69,13.69,0.018282018,27.3,16.107,16.107,16.107,16.107
singapore_nus,2017-04-01 16:00:00.000,26.21,13.21,0.018310566,36.42,21.4878,21.4878,21.4878,21.4878
singapore_nus,2017-04-01 17:00:00.000,25.7,12.7,0.018911217,19.46,11.4814,11.4814,11.4814,11.4814
singapore_nus,2017-04-01 18:00:00.000,25.31,12.31,0.018675566,13.41,7.9119,7.9119,7.9119,7.9119
singapore_nus,2017-04-01 19:00:00.000,25.19,12.19,0.018872746,11.26,6.6434,6.6434,6.6434,6.6434
singapore_nus,2017-04-01 20:00:00.000,24.81,11.81,0.018559856,0.448,0.26432,0.26432,0.26432,0.26432
singapore_nus,2017-04-01 21:00:00.000,24.6,11.6,0.018382014,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2017-04-01 22:00:00.000,24.7,11.7,0.018171481,0.019,0.01121,0.01121,0.01121,0.01121
singapore_nus,2017-04-01 23:00:00.000,24.96,11.96,0.018217319,0.027,0.01593,0.01593,0.01593,0.01593
singapore_nus,2017-04-02 00:00:00.000,25.01,12.01,0.018087732,0.019,0.01121,0.01121,0.01121,0.01121
singapore_nus,2017-04-02 01:00:00.000,25.21,12.21,0.0181022,0.022,0.01298,0.01298,0.01298,0.01298
singapore_nus,2017-04-02 02:00:00.000,25.47,12.47,0.01803228,0.014,0.00826,0.00826,0.00826,0.00826
singapore_nus,2017-04-02 03:00:00.000,25.82,12.82,0.017664867,0.021,0.01239,0.01239,0.01239,0.01239
singapore_nus,2017-04-02 04:00:00.000,25.9,12.9,0.017924882,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2017-04-02 05:00:00.000,25.81,12.81,0.018172632,0.02,0.0118,0.0118,0.0118,0.0118
singapore_nus,2017-04-02 06:00:00.000,25.91,12.91,0.018349036,0.016,0.00944,0.00944,0.00944,0.00944
singapore_nus,2017-04-02 07:00:00.000,25.62,12.62,0.018005915,0.056,0.03304,0.03304,0.03304,0.03304
singapore_nus,2017-04-02 08:00:00.000,25.55,12.55,0.018056792,26.58,15.6822,15.6822,15.6822,15.6822
singapore_nus,2017-04-02 09:00:00.000,25.98,12.98,0.017728755,174.4,114.1234551,98.83939389,98.83939389,100.1467269
singapore_nus,2017-04-02 10:00:00.000,26.54,13.54,0.017733067,261.9,158.783949,150.8098274,150.8098274,151.582884
singapore_nus,2017-04-02 11:00:00.000,27.32,14.32,0.017951094,374.4,223.7234111,209.729806,209.729806,211.5070494
singapore_nus,2017-04-02 12:00:00.000,27.75,14.75,0.017937028,400.1,231.0868805,223.1414992,223.1414992,224.9046388
singapore_nus,2017-04-02 13:00:00.000,28.62,15.62,0.01730632,287.0,162.9609081,162.4514315,162.4514315,163.339577
singapore_nus,2017-04-02 14:00:00.000,28.94,15.94,0.016919332,561.1,288.4778265,288.4778265,307.9040134,294.1851882
singapore_nus,2017-04-02 15:00:00.000,29.23,16.23,0.017914434,589.3,267.91954,267.91954,352.1317621,280.1344855
singapore_nus,2017-04-02 16:00:00.000,29.12,16.12,0.018311908,633.5,197.7972925,197.7972925,523.7681851,232.0710737
singapore_nus,2017-04-02 17:00:00.000,29.03,16.03,0.018005288,240.1,127.892243,127.892243,171.5989827,131.8351394
singapore_nus,2017-04-02 18:00:00.000,28.89,15.89,0.017336282,89.4,52.746,52.746,52.746,52.746
singapore_nus,2017-04-02 19:00:00.000,28.44,15.44,0.01763491,23.47,13.8473,13.8473,13.8473,13.8473
singapore_nus,2017-04-02 20:00:00.000,28.28,15.28,0.017292564,0.4,0.236,0.236,0.236,0.236
