battery_technology,2016,2020,2025,2030
flooded_la,105.0,86.2,67.4,52.7
vrla,105.0,86.2,67.4,52.7
li_ion_lfp,199.5,152.2,108.6,77.4
li_ion_nca,199.5,154.9,112.9,82.3
li_ion_nmc,199.5,153.4,110.4,79.5
li_ion_titan,472.5,377.3,284.9,215.1
nanicl,315.0,243.2,176.0,127.4
