battery_technology,2016,2020,2025,2030
flooded_la,105.0,80.3,57.4,41.0
vrla,105.0,80.3,57.4,41.0
li_ion_lfp,105.0,80.3,57.4,41.0
li_ion_nca,105.0,80.3,57.4,41.0
li_ion_nmc,105.0,80.3,57.4,41.0
li_ion_titan,105.0,80.3,57.4,41.0
nanicl,105.0,80.3,57.4,41.0
