battery_technology,2016,2020,2025,2030
flooded_la,0.92,0.93,0.94,0.96
vrla,0.92,0.93,0.94,0.96
li_ion_lfp,0.94,0.95,0.95,0.96
li_ion_nca,0.98,0.99,0.99,0.99
li_ion_nmc,0.98,0.99,0.99,0.99
li_ion_titan,0.98,0.99,0.99,0.99
nanicl,0.92,0.93,0.94,0.95
