battery_technology,2016,2020,2025,2030
flooded_la,0.5,0.5,0.5,0.5
vrla,0.5,0.5,0.5,0.5
li_ion_lfp,1.0,1.0,1.0,1.0
li_ion_nca,1.0,1.0,1.0,1.0
li_ion_nmc,1.0,1.0,1.0,1.0
li_ion_titan,1.0,1.0,1.0,1.0
nanicl,1.0,1.0,1.0,1.0
