battery_technology,2016,2020,2025,2030
flooded_la,68.0,61.0,48.0,37.0
vrla,138.0,113.0,89.0,83.0
li_ion_lfp,126.0,96.0,82.0,68.0
li_ion_nca,81.0,74.0,62.0,50.0
li_ion_nmc,94.0,82.0,72.0,54.0
li_ion_titan,-0.0,142.0,117.0,103.0
nanicl,134.0,115.0,83.0,63.0
