window_type,heat_transfer_coefficient_window_conduction,absorptivity_window,emissivity_window
create_exterior_window,heat_transfer_coefficient_window_conduction_exterior_window,absorptivity_exterior_window,emissivity_exterior_window
create_interior_window,heat_transfer_coefficient_window_conduction_interior_window,absorptivity_interior_window,emissivity_interior_window
